sref,cref,bref,tipChord,tipPositionX,tipPositionY,transitionEndChord,transitionEndPositionX,transitionEndPositionY,taperRatio,sweepAngle,transitionWidth
300,15,20,15,3.7305,10,15,0.6995,3.5,1,25,1.5
360,15,24,15,4.6631,12,15,0.6995,3.5,1,25,1.5
420,15,28,15,5.5957,14,15,0.6995,3.5,1,25,1.5
276,13.8696,20,12,4.4805,10,14.4375,0.8401,3.5,0.8,25,1.5
330,13.8182,24,12,5.4131,12,14.55,0.812,3.5,0.8,25,1.5
384,13.7813,28,12,6.3457,14,14.625,0.7932,3.5,0.8,25,1.5
252,12.9048,20,9,5.2305,10,13.875,0.9807,3.5,0.6,25,1.5
300,12.8,24,9,6.1631,12,14.1,0.9245,3.5,0.6,25,1.5
348,12.7241,28,9,7.0957,14,14.25,0.887,3.5,0.6,25,1.5
228,12.1579,20,6,5.9805,10,13.3125,1.1213,3.5,0.4,25,1.5
270,12,24,6,6.9131,12,13.65,1.037,3.5,0.4,25,1.5
312,11.8846,28,6,7.8457,14,13.875,0.9807,3.5,0.4,25,1.5
204,11.7059,20,3,6.7305,10,12.75,1.262,3.5,0.2,25,1.5
240,11.5,24,3,7.6631,12,13.2,1.1495,3.5,0.2,25,1.5
276,11.3478,28,3,8.5957,14,13.5,1.0745,3.5,0.2,25,1.5
300,15,20,15,4.6188,10,15,0.866,3.5,1,30,1.5
360,15,24,15,5.7735,12,15,0.866,3.5,1,30,1.5
420,15,28,15,6.9282,14,15,0.866,3.5,1,30,1.5
276,13.8696,20,12,5.3688,10,14.4375,1.0067,3.5,0.8,30,1.5
330,13.8182,24,12,6.5235,12,14.55,0.9785,3.5,0.8,30,1.5
384,13.7813,28,12,7.6782,14,14.625,0.9598,3.5,0.8,30,1.5
252,12.9048,20,9,6.1188,10,13.875,1.1473,3.5,0.6,30,1.5
300,12.8,24,9,7.2735,12,14.1,1.091,3.5,0.6,30,1.5
348,12.7241,28,9,8.4282,14,14.25,1.0535,3.5,0.6,30,1.5
228,12.1579,20,6,6.8688,10,13.3125,1.2879,3.5,0.4,30,1.5
270,12,24,6,8.0235,12,13.65,1.2035,3.5,0.4,30,1.5
312,11.8846,28,6,9.1782,14,13.875,1.1473,3.5,0.4,30,1.5
204,11.7059,20,3,7.6188,10,12.75,1.4285,3.5,0.2,30,1.5
240,11.5,24,3,8.7735,12,13.2,1.316,3.5,0.2,30,1.5
276,11.3478,28,3,9.9282,14,13.5,1.241,3.5,0.2,30,1.5
300,15,20,15,2.9118,10,15,0.7279,4,1,20,2
360,15,24,15,3.6397,12,15,0.7279,4,1,20,2
420,15,28,15,4.3676,14,15,0.7279,4,1,20,2
276,13.8696,20,12,3.6618,10,14.25,0.9154,4,0.8,20,2
330,13.8182,24,12,4.3897,12,14.4,0.8779,4,0.8,20,2
384,13.7813,28,12,5.1176,14,14.5,0.8529,4,0.8,20,2
252,12.9048,20,9,4.4118,10,13.5,1.1029,4,0.6,20,2
300,12.8,24,9,5.1397,12,13.8,1.0279,4,0.6,20,2
348,12.7241,28,9,5.8676,14,14,0.9779,4,0.6,20,2
228,12.1579,20,6,5.1618,10,12.75,1.2904,4,0.4,20,2
270,12,24,6,5.8897,12,13.2,1.1779,4,0.4,20,2
312,11.8846,28,6,6.6176,14,13.5,1.1029,4,0.4,20,2
204,11.7059,20,3,5.9118,10,12,1.4779,4,0.2,20,2
240,11.5,24,3,6.6397,12,12.6,1.3279,4,0.2,20,2
276,11.3478,28,3,7.3676,14,13,1.2279,4,0.2,20,2
300,15,20,15,3.7305,10,15,0.9326,4,1,25,2
360,15,24,15,4.6631,12,15,0.9326,4,1,25,2
420,15,28,15,5.5957,14,15,0.9326,4,1,25,2
276,13.8696,20,12,4.4805,10,14.25,1.1201,4,0.8,25,2
330,13.8182,24,12,5.4131,12,14.4,1.0826,4,0.8,25,2
384,13.7813,28,12,6.3457,14,14.5,1.0576,4,0.8,25,2
252,12.9048,20,9,5.2305,10,13.5,1.3076,4,0.6,25,2
300,12.8,24,9,6.1631,12,13.8,1.2326,4,0.6,25,2
348,12.7241,28,9,7.0957,14,14,1.1826,4,0.6,25,2
228,12.1579,20,6,5.9805,10,12.75,1.4951,4,0.4,25,2
270,12,24,6,6.9131,12,13.2,1.3826,4,0.4,25,2
312,11.8846,28,6,7.8457,14,13.5,1.3076,4,0.4,25,2
204,11.7059,20,3,6.7305,10,12,1.6826,4,0.2,25,2
240,11.5,24,3,7.6631,12,12.6,1.5326,4,0.2,25,2
276,11.3478,28,3,8.5957,14,13,1.4326,4,0.2,25,2
300,15,20,15,4.6188,10,15,1.1547,4,1,30,2
360,15,24,15,5.7735,12,15,1.1547,4,1,30,2
420,15,28,15,6.9282,14,15,1.1547,4,1,30,2
276,13.8696,20,12,5.3688,10,14.25,1.3422,4,0.8,30,2
330,13.8182,24,12,6.5235,12,14.4,1.3047,4,0.8,30,2
384,13.7813,28,12,7.6782,14,14.5,1.2797,4,0.8,30,2
252,12.9048,20,9,6.1188,10,13.5,1.5297,4,0.6,30,2
300,12.8,24,9,7.2735,12,13.8,1.4547,4,0.6,30,2
348,12.7241,28,9,8.4282,14,14,1.4047,4,0.6,30,2
228,12.1579,20,6,6.8688,10,12.75,1.7172,4,0.4,30,2
270,12,24,6,8.0235,12,13.2,1.6047,4,0.4,30,2
312,11.8846,28,6,9.1782,14,13.5,1.5297,4,0.4,30,2
204,11.7059,20,3,7.6188,10,12,1.9047,4,0.2,30,2
240,11.5,24,3,8.7735,12,12.6,1.7547,4,0.2,30,2
276,11.3478,28,3,9.9282,14,13,1.6547,4,0.2,30,2
