sref,cref,bref,tipChord,tipPositionX,tipPositionY,transitionEndChord,transitionEndPositionX,transitionEndPositionY,taperRatio,sweepAngle,transitionWidth
150.4,6.1617,26,3.2,5.5676,13,7.8,0.232,1.5,0.4,20,0.5
156,6.1538,27,3.2,5.7496,13.5,7.808,0.23,1.5,0.4,20,0.5
161.6,6.1465,28,3.2,5.9316,14,7.8154,0.2281,1.5,0.4,20,0.5
167.2,6.1397,29,3.2,6.1136,14.5,7.8222,0.2264,1.5,0.4,20,0.5
172.8,6.1333,30,3.2,6.2956,15,7.8286,0.2248,1.5,0.4,20,0.5
102.4,5.9,20,1.6,4.8757,10,7.6444,0.2709,1.5,0.2,20,0.5
107.2,5.8826,21,1.6,5.0577,10.5,7.6632,0.2662,1.5,0.2,20,0.5
112,5.8667,22,1.6,5.2397,11,7.68,0.262,1.5,0.2,20,0.5
116.8,5.8521,23,1.6,5.4217,11.5,7.6952,0.2582,1.5,0.2,20,0.5
121.6,5.8386,24,1.6,5.6037,12,7.7091,0.2547,1.5,0.2,20,0.5
126.4,5.8262,25,1.6,5.7857,12.5,7.7217,0.2516,1.5,0.2,20,0.5
131.2,5.8146,26,1.6,5.9676,13,7.7333,0.2487,1.5,0.2,20,0.5
136,5.8039,27,1.6,6.1496,13.5,7.744,0.246,1.5,0.2,20,0.5
140.8,5.7939,28,1.6,6.3316,14,7.7538,0.2435,1.5,0.2,20,0.5
145.6,5.7846,29,1.6,6.5136,14.5,7.763,0.2412,1.5,0.2,20,0.5
150.4,5.7759,30,1.6,6.6956,15,7.7714,0.2391,1.5,0.2,20,0.5
160,8,20,8,3.6362,10,8,0.202,1.5,1,22,0.5
168,8,21,8,3.8382,10.5,8,0.202,1.5,1,22,0.5
176,8,22,8,4.0403,11,8,0.202,1.5,1,22,0.5
184,8,23,8,4.2423,11.5,8,0.202,1.5,1,22,0.5
192,8,24,8,4.4443,12,8,0.202,1.5,1,22,0.5
200,8,25,8,4.6463,12.5,8,0.202,1.5,1,22,0.5
208,8,26,8,4.8483,13,8,0.202,1.5,1,22,0.5
216,8,27,8,5.0503,13.5,8,0.202,1.5,1,22,0.5
224,8,28,8,5.2523,14,8,0.202,1.5,1,22,0.5
232,8,29,8,5.4544,14.5,8,0.202,1.5,1,22,0.5
240,8,30,8,5.6564,15,8,0.202,1.5,1,22,0.5
145.6,7.3143,20,6.4,4.0362,10,7.9111,0.2242,1.5,0.8,22,0.5
152.8,7.3103,21,6.4,4.2382,10.5,7.9158,0.2231,1.5,0.8,22,0.5
160,7.3067,22,6.4,4.4403,11,7.92,0.222,1.5,0.8,22,0.5
167.2,7.3033,23,6.4,4.6423,11.5,7.9238,0.2211,1.5,0.8,22,0.5
174.4,7.3003,24,6.4,4.8443,12,7.9273,0.2202,1.5,0.8,22,0.5
181.6,7.2975,25,6.4,5.0463,12.5,7.9304,0.2194,1.5,0.8,22,0.5
188.8,7.2949,26,6.4,5.2483,13,7.9333,0.2187,1.5,0.8,22,0.5
196,7.2925,27,6.4,5.4503,13.5,7.936,0.218,1.5,0.8,22,0.5
203.2,7.2903,28,6.4,5.6523,14,7.9385,0.2174,1.5,0.8,22,0.5
210.4,7.2882,29,6.4,5.8544,14.5,7.9407,0.2168,1.5,0.8,22,0.5
217.6,7.2863,30,6.4,6.0564,15,7.9429,0.2163,1.5,0.8,22,0.5
131.2,6.7122,20,4.8,4.4362,10,7.8222,0.2465,1.5,0.6,22,0.5
137.6,6.7039,21,4.8,4.6382,10.5,7.8316,0.2441,1.5,0.6,22,0.5
144,6.6963,22,4.8,4.8403,11,7.84,0.242,1.5,0.6,22,0.5
150.4,6.6894,23,4.8,5.0423,11.5,7.8476,0.2401,1.5,0.6,22,0.5
156.8,6.683,24,4.8,5.2443,12,7.8545,0.2384,1.5,0.6,22,0.5
163.2,6.6771,25,4.8,5.4463,12.5,7.8609,0.2368,1.5,0.6,22,0.5
169.6,6.6717,26,4.8,5.6483,13,7.8667,0.2353,1.5,0.6,22,0.5
176,6.6667,27,4.8,5.8503,13.5,7.872,0.234,1.5,0.6,22,0.5
182.4,6.662,28,4.8,6.0523,14,7.8769,0.2328,1.5,0.6,22,0.5
188.8,6.6576,29,4.8,6.2544,14.5,7.8815,0.2316,1.5,0.6,22,0.5
195.2,6.6536,30,4.8,6.4564,15,7.8857,0.2306,1.5,0.6,22,0.5
116.8,6.2247,20,3.2,4.8362,10,7.7333,0.2687,1.5,0.4,22,0.5
122.4,6.2118,21,3.2,5.0382,10.5,7.7474,0.2652,1.5,0.4,22,0.5
128,6.2,22,3.2,5.2403,11,7.76,0.262,1.5,0.4,22,0.5
133.6,6.1892,23,3.2,5.4423,11.5,7.7714,0.2592,1.5,0.4,22,0.5
139.2,6.1793,24,3.2,5.6443,12,7.7818,0.2566,1.5,0.4,22,0.5
144.8,6.1702,25,3.2,5.8463,12.5,7.7913,0.2542,1.5,0.4,22,0.5
150.4,6.1617,26,3.2,6.0483,13,7.8,0.252,1.5,0.4,22,0.5
156,6.1538,27,3.2,6.2503,13.5,7.808,0.25,1.5,0.4,22,0.5
161.6,6.1465,28,3.2,6.4523,14,7.8154,0.2482,1.5,0.4,22,0.5
167.2,6.1397,29,3.2,6.6544,14.5,7.8222,0.2465,1.5,0.4,22,0.5
172.8,6.1333,30,3.2,6.8564,15,7.8286,0.2449,1.5,0.4,22,0.5
102.4,5.9,20,1.6,5.2362,10,7.6444,0.2909,1.5,0.2,22,0.5
107.2,5.8826,21,1.6,5.4382,10.5,7.6632,0.2862,1.5,0.2,22,0.5
112,5.8667,22,1.6,5.6403,11,7.68,0.282,1.5,0.2,22,0.5
116.8,5.8521,23,1.6,5.8423,11.5,7.6952,0.2782,1.5,0.2,22,0.5
121.6,5.8386,24,1.6,6.0443,12,7.7091,0.2747,1.5,0.2,22,0.5
126.4,5.8262,25,1.6,6.2463,12.5,7.7217,0.2716,1.5,0.2,22,0.5
131.2,5.8146,26,1.6,6.4483,13,7.7333,0.2687,1.5,0.2,22,0.5
136,5.8039,27,1.6,6.6503,13.5,7.744,0.266,1.5,0.2,22,0.5
140.8,5.7939,28,1.6,6.8523,14,7.7538,0.2636,1.5,0.2,22,0.5
145.6,5.7846,29,1.6,7.0544,14.5,7.763,0.2613,1.5,0.2,22,0.5
150.4,5.7759,30,1.6,7.2564,15,7.7714,0.2592,1.5,0.2,22,0.5
160,8,20,8,4.0071,10,8,0.2226,1.5,1,24,0.5
168,8,21,8,4.2297,10.5,8,0.2226,1.5,1,24,0.5
176,8,22,8,4.4523,11,8,0.2226,1.5,1,24,0.5
184,8,23,8,4.6749,11.5,8,0.2226,1.5,1,24,0.5
192,8,24,8,4.8975,12,8,0.2226,1.5,1,24,0.5
200,8,25,8,5.1201,12.5,8,0.2226,1.5,1,24,0.5
208,8,26,8,5.3427,13,8,0.2226,1.5,1,24,0.5
216,8,27,8,5.5654,13.5,8,0.2226,1.5,1,24,0.5
224,8,28,8,5.788,14,8,0.2226,1.5,1,24,0.5
232,8,29,8,6.0106,14.5,8,0.2226,1.5,1,24,0.5
240,8,30,8,6.2332,15,8,0.2226,1.5,1,24,0.5
145.6,7.3143,20,6.4,4.4071,10,7.9111,0.2448,1.5,0.8,24,0.5
152.8,7.3103,21,6.4,4.6297,10.5,7.9158,0.2437,1.5,0.8,24,0.5
160,7.3067,22,6.4,4.8523,11,7.92,0.2426,1.5,0.8,24,0.5
167.2,7.3033,23,6.4,5.0749,11.5,7.9238,0.2417,1.5,0.8,24,0.5
174.4,7.3003,24,6.4,5.2975,12,7.9273,0.2408,1.5,0.8,24,0.5
181.6,7.2975,25,6.4,5.5201,12.5,7.9304,0.24,1.5,0.8,24,0.5
188.8,7.2949,26,6.4,5.7427,13,7.9333,0.2393,1.5,0.8,24,0.5
196,7.2925,27,6.4,5.9654,13.5,7.936,0.2386,1.5,0.8,24,0.5
203.2,7.2903,28,6.4,6.188,14,7.9385,0.238,1.5,0.8,24,0.5
210.4,7.2882,29,6.4,6.4106,14.5,7.9407,0.2374,1.5,0.8,24,0.5
217.6,7.2863,30,6.4,6.6332,15,7.9429,0.2369,1.5,0.8,24,0.5
131.2,6.7122,20,4.8,4.8071,10,7.8222,0.2671,1.5,0.6,24,0.5
137.6,6.7039,21,4.8,5.0297,10.5,7.8316,0.2647,1.5,0.6,24,0.5
144,6.6963,22,4.8,5.2523,11,7.84,0.2626,1.5,0.6,24,0.5
150.4,6.6894,23,4.8,5.4749,11.5,7.8476,0.2607,1.5,0.6,24,0.5
156.8,6.683,24,4.8,5.6975,12,7.8545,0.259,1.5,0.6,24,0.5
163.2,6.6771,25,4.8,5.9201,12.5,7.8609,0.2574,1.5,0.6,24,0.5
169.6,6.6717,26,4.8,6.1427,13,7.8667,0.2559,1.5,0.6,24,0.5
176,6.6667,27,4.8,6.3654,13.5,7.872,0.2546,1.5,0.6,24,0.5
182.4,6.662,28,4.8,6.588,14,7.8769,0.2534,1.5,0.6,24,0.5
188.8,6.6576,29,4.8,6.8106,14.5,7.8815,0.2522,1.5,0.6,24,0.5
195.2,6.6536,30,4.8,7.0332,15,7.8857,0.2512,1.5,0.6,24,0.5
116.8,6.2247,20,3.2,5.2071,10,7.7333,0.2893,1.5,0.4,24,0.5
122.4,6.2118,21,3.2,5.4297,10.5,7.7474,0.2858,1.5,0.4,24,0.5
128,6.2,22,3.2,5.6523,11,7.76,0.2826,1.5,0.4,24,0.5
133.6,6.1892,23,3.2,5.8749,11.5,7.7714,0.2798,1.5,0.4,24,0.5
139.2,6.1793,24,3.2,6.0975,12,7.7818,0.2772,1.5,0.4,24,0.5
144.8,6.1702,25,3.2,6.3201,12.5,7.7913,0.2748,1.5,0.4,24,0.5
150.4,6.1617,26,3.2,6.5427,13,7.8,0.2726,1.5,0.4,24,0.5
156,6.1538,27,3.2,6.7654,13.5,7.808,0.2706,1.5,0.4,24,0.5
161.6,6.1465,28,3.2,6.988,14,7.8154,0.2688,1.5,0.4,24,0.5
167.2,6.1397,29,3.2,7.2106,14.5,7.8222,0.2671,1.5,0.4,24,0.5
172.8,6.1333,30,3.2,7.4332,15,7.8286,0.2655,1.5,0.4,24,0.5
102.4,5.9,20,1.6,5.6071,10,7.6444,0.3115,1.5,0.2,24,0.5
107.2,5.8826,21,1.6,5.8297,10.5,7.6632,0.3068,1.5,0.2,24,0.5
112,5.8667,22,1.6,6.0523,11,7.68,0.3026,1.5,0.2,24,0.5
116.8,5.8521,23,1.6,6.2749,11.5,7.6952,0.2988,1.5,0.2,24,0.5
121.6,5.8386,24,1.6,6.4975,12,7.7091,0.2953,1.5,0.2,24,0.5
126.4,5.8262,25,1.6,6.7201,12.5,7.7217,0.2922,1.5,0.2,24,0.5
131.2,5.8146,26,1.6,6.9427,13,7.7333,0.2893,1.5,0.2,24,0.5
136,5.8039,27,1.6,7.1654,13.5,7.744,0.2866,1.5,0.2,24,0.5
140.8,5.7939,28,1.6,7.388,14,7.7538,0.2842,1.5,0.2,24,0.5
145.6,5.7846,29,1.6,7.6106,14.5,7.763,0.2819,1.5,0.2,24,0.5
150.4,5.7759,30,1.6,7.8332,15,7.7714,0.2798,1.5,0.2,24,0.5
160,8,20,8,4.3896,10,8,0.2439,1.5,1,26,0.5
168,8,21,8,4.6335,10.5,8,0.2439,1.5,1,26,0.5
176,8,22,8,4.8773,11,8,0.2439,1.5,1,26,0.5
184,8,23,8,5.1212,11.5,8,0.2439,1.5,1,26,0.5
192,8,24,8,5.3651,12,8,0.2439,1.5,1,26,0.5
200,8,25,8,5.6089,12.5,8,0.2439,1.5,1,26,0.5
208,8,26,8,5.8528,13,8,0.2439,1.5,1,26,0.5
216,8,27,8,6.0967,13.5,8,0.2439,1.5,1,26,0.5
224,8,28,8,6.3405,14,8,0.2439,1.5,1,26,0.5
232,8,29,8,6.5844,14.5,8,0.2439,1.5,1,26,0.5
240,8,30,8,6.8283,15,8,0.2439,1.5,1,26,0.5
145.6,7.3143,20,6.4,4.7896,10,7.9111,0.2661,1.5,0.8,26,0.5
152.8,7.3103,21,6.4,5.0335,10.5,7.9158,0.2649,1.5,0.8,26,0.5
160,7.3067,22,6.4,5.2773,11,7.92,0.2639,1.5,0.8,26,0.5
167.2,7.3033,23,6.4,5.5212,11.5,7.9238,0.2629,1.5,0.8,26,0.5
174.4,7.3003,24,6.4,5.7651,12,7.9273,0.262,1.5,0.8,26,0.5
181.6,7.2975,25,6.4,6.0089,12.5,7.9304,0.2613,1.5,0.8,26,0.5
188.8,7.2949,26,6.4,6.2528,13,7.9333,0.2605,1.5,0.8,26,0.5
196,7.2925,27,6.4,6.4967,13.5,7.936,0.2599,1.5,0.8,26,0.5
203.2,7.2903,28,6.4,6.7405,14,7.9385,0.2593,1.5,0.8,26,0.5
210.4,7.2882,29,6.4,6.9844,14.5,7.9407,0.2587,1.5,0.8,26,0.5
217.6,7.2863,30,6.4,7.2283,15,7.9429,0.2582,1.5,0.8,26,0.5
131.2,6.7122,20,4.8,5.1896,10,7.8222,0.2883,1.5,0.6,26,0.5
137.6,6.7039,21,4.8,5.4335,10.5,7.8316,0.286,1.5,0.6,26,0.5
144,6.6963,22,4.8,5.6773,11,7.84,0.2839,1.5,0.6,26,0.5
150.4,6.6894,23,4.8,5.9212,11.5,7.8476,0.282,1.5,0.6,26,0.5
156.8,6.683,24,4.8,6.1651,12,7.8545,0.2802,1.5,0.6,26,0.5
163.2,6.6771,25,4.8,6.4089,12.5,7.8609,0.2786,1.5,0.6,26,0.5
169.6,6.6717,26,4.8,6.6528,13,7.8667,0.2772,1.5,0.6,26,0.5
176,6.6667,27,4.8,6.8967,13.5,7.872,0.2759,1.5,0.6,26,0.5
182.4,6.662,28,4.8,7.1405,14,7.8769,0.2746,1.5,0.6,26,0.5
188.8,6.6576,29,4.8,7.3844,14.5,7.8815,0.2735,1.5,0.6,26,0.5
195.2,6.6536,30,4.8,7.6283,15,7.8857,0.2724,1.5,0.6,26,0.5
116.8,6.2247,20,3.2,5.5896,10,7.7333,0.3105,1.5,0.4,26,0.5
122.4,6.2118,21,3.2,5.8335,10.5,7.7474,0.307,1.5,0.4,26,0.5
128,6.2,22,3.2,6.0773,11,7.76,0.3039,1.5,0.4,26,0.5
133.6,6.1892,23,3.2,6.3212,11.5,7.7714,0.301,1.5,0.4,26,0.5
139.2,6.1793,24,3.2,6.5651,12,7.7818,0.2984,1.5,0.4,26,0.5
144.8,6.1702,25,3.2,6.8089,12.5,7.7913,0.296,1.5,0.4,26,0.5
150.4,6.1617,26,3.2,7.0528,13,7.8,0.2939,1.5,0.4,26,0.5
156,6.1538,27,3.2,7.2967,13.5,7.808,0.2919,1.5,0.4,26,0.5
161.6,6.1465,28,3.2,7.5405,14,7.8154,0.29,1.5,0.4,26,0.5
167.2,6.1397,29,3.2,7.7844,14.5,7.8222,0.2883,1.5,0.4,26,0.5
172.8,6.1333,30,3.2,8.0283,15,7.8286,0.2867,1.5,0.4,26,0.5
102.4,5.9,20,1.6,5.9896,10,7.6444,0.3328,1.5,0.2,26,0.5
107.2,5.8826,21,1.6,6.2335,10.5,7.6632,0.3281,1.5,0.2,26,0.5
112,5.8667,22,1.6,6.4773,11,7.68,0.3239,1.5,0.2,26,0.5
116.8,5.8521,23,1.6,6.7212,11.5,7.6952,0.3201,1.5,0.2,26,0.5
121.6,5.8386,24,1.6,6.9651,12,7.7091,0.3166,1.5,0.2,26,0.5
126.4,5.8262,25,1.6,7.2089,12.5,7.7217,0.3134,1.5,0.2,26,0.5
131.2,5.8146,26,1.6,7.4528,13,7.7333,0.3105,1.5,0.2,26,0.5
136,5.8039,27,1.6,7.6967,13.5,7.744,0.3079,1.5,0.2,26,0.5
140.8,5.7939,28,1.6,7.9405,14,7.7538,0.3054,1.5,0.2,26,0.5
145.6,5.7846,29,1.6,8.1844,14.5,7.763,0.3031,1.5,0.2,26,0.5
150.4,5.7759,30,1.6,8.4283,15,7.7714,0.301,1.5,0.2,26,0.5
160,8,20,8,4.7854,10,8,0.2659,1.5,1,28,0.5
168,8,21,8,5.0512,10.5,8,0.2659,1.5,1,28,0.5
176,8,22,8,5.3171,11,8,0.2659,1.5,1,28,0.5
184,8,23,8,5.5829,11.5,8,0.2659,1.5,1,28,0.5
192,8,24,8,5.8488,12,8,0.2659,1.5,1,28,0.5
200,8,25,8,6.1147,12.5,8,0.2659,1.5,1,28,0.5
208,8,26,8,6.3805,13,8,0.2659,1.5,1,28,0.5
216,8,27,8,6.6464,13.5,8,0.2659,1.5,1,28,0.5
224,8,28,8,6.9122,14,8,0.2659,1.5,1,28,0.5
232,8,29,8,7.1781,14.5,8,0.2659,1.5,1,28,0.5
240,8,30,8,7.4439,15,8,0.2659,1.5,1,28,0.5
145.6,7.3143,20,6.4,5.1854,10,7.9111,0.2881,1.5,0.8,28,0.5
152.8,7.3103,21,6.4,5.4512,10.5,7.9158,0.2869,1.5,0.8,28,0.5
160,7.3067,22,6.4,5.7171,11,7.92,0.2859,1.5,0.8,28,0.5
167.2,7.3033,23,6.4,5.9829,11.5,7.9238,0.2849,1.5,0.8,28,0.5
174.4,7.3003,24,6.4,6.2488,12,7.9273,0.284,1.5,0.8,28,0.5
181.6,7.2975,25,6.4,6.5147,12.5,7.9304,0.2832,1.5,0.8,28,0.5
188.8,7.2949,26,6.4,6.7805,13,7.9333,0.2825,1.5,0.8,28,0.5
196,7.2925,27,6.4,7.0464,13.5,7.936,0.2819,1.5,0.8,28,0.5
203.2,7.2903,28,6.4,7.3122,14,7.9385,0.2812,1.5,0.8,28,0.5
210.4,7.2882,29,6.4,7.5781,14.5,7.9407,0.2807,1.5,0.8,28,0.5
217.6,7.2863,30,6.4,7.8439,15,7.9429,0.2801,1.5,0.8,28,0.5
131.2,6.7122,20,4.8,5.5854,10,7.8222,0.3103,1.5,0.6,28,0.5
137.6,6.7039,21,4.8,5.8512,10.5,7.8316,0.308,1.5,0.6,28,0.5
144,6.6963,22,4.8,6.1171,11,7.84,0.3059,1.5,0.6,28,0.5
150.4,6.6894,23,4.8,6.3829,11.5,7.8476,0.3039,1.5,0.6,28,0.5
156.8,6.683,24,4.8,6.6488,12,7.8545,0.3022,1.5,0.6,28,0.5
163.2,6.6771,25,4.8,6.9147,12.5,7.8609,0.3006,1.5,0.6,28,0.5
169.6,6.6717,26,4.8,7.1805,13,7.8667,0.2992,1.5,0.6,28,0.5
176,6.6667,27,4.8,7.4464,13.5,7.872,0.2979,1.5,0.6,28,0.5
182.4,6.662,28,4.8,7.7122,14,7.8769,0.2966,1.5,0.6,28,0.5
188.8,6.6576,29,4.8,7.9781,14.5,7.8815,0.2955,1.5,0.6,28,0.5
195.2,6.6536,30,4.8,8.2439,15,7.8857,0.2944,1.5,0.6,28,0.5
116.8,6.2247,20,3.2,5.9854,10,7.7333,0.3325,1.5,0.4,28,0.5
122.4,6.2118,21,3.2,6.2512,10.5,7.7474,0.329,1.5,0.4,28,0.5
128,6.2,22,3.2,6.5171,11,7.76,0.3259,1.5,0.4,28,0.5
133.6,6.1892,23,3.2,6.7829,11.5,7.7714,0.323,1.5,0.4,28,0.5
139.2,6.1793,24,3.2,7.0488,12,7.7818,0.3204,1.5,0.4,28,0.5
144.8,6.1702,25,3.2,7.3147,12.5,7.7913,0.318,1.5,0.4,28,0.5
150.4,6.1617,26,3.2,7.5805,13,7.8,0.3159,1.5,0.4,28,0.5
156,6.1538,27,3.2,7.8464,13.5,7.808,0.3139,1.5,0.4,28,0.5
161.6,6.1465,28,3.2,8.1122,14,7.8154,0.312,1.5,0.4,28,0.5
167.2,6.1397,29,3.2,8.3781,14.5,7.8222,0.3103,1.5,0.4,28,0.5
172.8,6.1333,30,3.2,8.6439,15,7.8286,0.3087,1.5,0.4,28,0.5
102.4,5.9,20,1.6,6.3854,10,7.6444,0.3547,1.5,0.2,28,0.5
107.2,5.8826,21,1.6,6.6512,10.5,7.6632,0.3501,1.5,0.2,28,0.5
112,5.8667,22,1.6,6.9171,11,7.68,0.3459,1.5,0.2,28,0.5
116.8,5.8521,23,1.6,7.1829,11.5,7.6952,0.342,1.5,0.2,28,0.5
121.6,5.8386,24,1.6,7.4488,12,7.7091,0.3386,1.5,0.2,28,0.5
126.4,5.8262,25,1.6,7.7147,12.5,7.7217,0.3354,1.5,0.2,28,0.5
131.2,5.8146,26,1.6,7.9805,13,7.7333,0.3325,1.5,0.2,28,0.5
136,5.8039,27,1.6,8.2464,13.5,7.744,0.3299,1.5,0.2,28,0.5
140.8,5.7939,28,1.6,8.5122,14,7.7538,0.3274,1.5,0.2,28,0.5
145.6,5.7846,29,1.6,8.7781,14.5,7.763,0.3251,1.5,0.2,28,0.5
150.4,5.7759,30,1.6,9.0439,15,7.7714,0.323,1.5,0.2,28,0.5
160,8,20,8,5.1962,10,8,0.2887,1.5,1,30,0.5
168,8,21,8,5.4848,10.5,8,0.2887,1.5,1,30,0.5
176,8,22,8,5.7735,11,8,0.2887,1.5,1,30,0.5
184,8,23,8,6.0622,11.5,8,0.2887,1.5,1,30,0.5
192,8,24,8,6.3509,12,8,0.2887,1.5,1,30,0.5
200,8,25,8,6.6395,12.5,8,0.2887,1.5,1,30,0.5
208,8,26,8,6.9282,13,8,0.2887,1.5,1,30,0.5
216,8,27,8,7.2169,13.5,8,0.2887,1.5,1,30,0.5
224,8,28,8,7.5056,14,8,0.2887,1.5,1,30,0.5
232,8,29,8,7.7942,14.5,8,0.2887,1.5,1,30,0.5
240,8,30,8,8.0829,15,8,0.2887,1.5,1,30,0.5
145.6,7.3143,20,6.4,5.5962,10,7.9111,0.3109,1.5,0.8,30,0.5
152.8,7.3103,21,6.4,5.8848,10.5,7.9158,0.3097,1.5,0.8,30,0.5
160,7.3067,22,6.4,6.1735,11,7.92,0.3087,1.5,0.8,30,0.5
167.2,7.3033,23,6.4,6.4622,11.5,7.9238,0.3077,1.5,0.8,30,0.5
174.4,7.3003,24,6.4,6.7509,12,7.9273,0.3069,1.5,0.8,30,0.5
181.6,7.2975,25,6.4,7.0395,12.5,7.9304,0.3061,1.5,0.8,30,0.5
188.8,7.2949,26,6.4,7.3282,13,7.9333,0.3053,1.5,0.8,30,0.5
196,7.2925,27,6.4,7.6169,13.5,7.936,0.3047,1.5,0.8,30,0.5
203.2,7.2903,28,6.4,7.9056,14,7.9385,0.3041,1.5,0.8,30,0.5
210.4,7.2882,29,6.4,8.1942,14.5,7.9407,0.3035,1.5,0.8,30,0.5
217.6,7.2863,30,6.4,8.4829,15,7.9429,0.303,1.5,0.8,30,0.5
131.2,6.7122,20,4.8,5.9962,10,7.8222,0.3331,1.5,0.6,30,0.5
137.6,6.7039,21,4.8,6.2848,10.5,7.8316,0.3308,1.5,0.6,30,0.5
144,6.6963,22,4.8,6.5735,11,7.84,0.3287,1.5,0.6,30,0.5
150.4,6.6894,23,4.8,6.8622,11.5,7.8476,0.3268,1.5,0.6,30,0.5
156.8,6.683,24,4.8,7.1509,12,7.8545,0.325,1.5,0.6,30,0.5
163.2,6.6771,25,4.8,7.4395,12.5,7.8609,0.3235,1.5,0.6,30,0.5
169.6,6.6717,26,4.8,7.7282,13,7.8667,0.322,1.5,0.6,30,0.5
176,6.6667,27,4.8,8.0169,13.5,7.872,0.3207,1.5,0.6,30,0.5
182.4,6.662,28,4.8,8.3056,14,7.8769,0.3194,1.5,0.6,30,0.5
188.8,6.6576,29,4.8,8.5942,14.5,7.8815,0.3183,1.5,0.6,30,0.5
195.2,6.6536,30,4.8,8.8829,15,7.8857,0.3172,1.5,0.6,30,0.5
116.8,6.2247,20,3.2,6.3962,10,7.7333,0.3553,1.5,0.4,30,0.5
122.4,6.2118,21,3.2,6.6848,10.5,7.7474,0.3518,1.5,0.4,30,0.5
128,6.2,22,3.2,6.9735,11,7.76,0.3487,1.5,0.4,30,0.5
133.6,6.1892,23,3.2,7.2622,11.5,7.7714,0.3458,1.5,0.4,30,0.5
139.2,6.1793,24,3.2,7.5509,12,7.7818,0.3432,1.5,0.4,30,0.5
144.8,6.1702,25,3.2,7.8395,12.5,7.7913,0.3408,1.5,0.4,30,0.5
150.4,6.1617,26,3.2,8.1282,13,7.8,0.3387,1.5,0.4,30,0.5
156,6.1538,27,3.2,8.4169,13.5,7.808,0.3367,1.5,0.4,30,0.5
161.6,6.1465,28,3.2,8.7056,14,7.8154,0.3348,1.5,0.4,30,0.5
