leadingEdgeX,cgPositionX,hTailX,hTailTipY,hTailChord,transitionSetbackRatio,cgPositionRatio,hTailAR,hTailLength,hTailCoeff
27,21.6,78.4103,25.2741,10.1096,0.9,0,5,48,0.45
30,21.6,81.4103,25.2741,10.1096,1,0,5,48,0.45
18,22.1844,69.4103,25.2741,10.1096,0.6,0.25,5,48,0.45
21,22.9344,72.4103,25.2741,10.1096,0.7,0.25,5,48,0.45
24,23.6844,75.4103,25.2741,10.1096,0.8,0.25,5,48,0.45
27,24.4344,78.4103,25.2741,10.1096,0.9,0.25,5,48,0.45
30,25.1844,81.4103,25.2741,10.1096,1,0.25,5,48,0.45
18,22.7688,69.4103,25.2741,10.1096,0.6,0.5,5,48,0.45
21,24.2688,72.4103,25.2741,10.1096,0.7,0.5,5,48,0.45
24,25.7688,75.4103,25.2741,10.1096,0.8,0.5,5,48,0.45
27,27.2688,78.4103,25.2741,10.1096,0.9,0.5,5,48,0.45
30,28.7688,81.4103,25.2741,10.1096,1,0.5,5,48,0.45
18,23.3533,69.4103,25.2741,10.1096,0.6,0.75,5,48,0.45
21,25.6033,72.4103,25.2741,10.1096,0.7,0.75,5,48,0.45
24,27.8533,75.4103,25.2741,10.1096,0.8,0.75,5,48,0.45
27,30.1033,78.4103,25.2741,10.1096,0.9,0.75,5,48,0.45
30,32.3533,81.4103,25.2741,10.1096,1,0.75,5,48,0.45
18,23.9377,69.4103,25.2741,10.1096,0.6,1,5,48,0.45
21,26.9377,72.4103,25.2741,10.1096,0.7,1,5,48,0.45
24,29.9377,75.4103,25.2741,10.1096,0.8,1,5,48,0.45
27,32.9377,78.4103,25.2741,10.1096,0.9,1,5,48,0.45
30,35.9377,81.4103,25.2741,10.1096,1,1,5,48,0.45
18,21.6,73.2228,21.719,10.8595,0.6,0,4,52,0.45
21,21.6,76.2228,21.719,10.8595,0.7,0,4,52,0.45
24,21.6,79.2228,21.719,10.8595,0.8,0,4,52,0.45
27,21.6,82.2228,21.719,10.8595,0.9,0,4,52,0.45
30,21.6,85.2228,21.719,10.8595,1,0,4,52,0.45
18,22.1844,73.2228,21.719,10.8595,0.6,0.25,4,52,0.45
21,22.9344,76.2228,21.719,10.8595,0.7,0.25,4,52,0.45
24,23.6844,79.2228,21.719,10.8595,0.8,0.25,4,52,0.45
27,24.4344,82.2228,21.719,10.8595,0.9,0.25,4,52,0.45
30,25.1844,85.2228,21.719,10.8595,1,0.25,4,52,0.45
18,22.7688,73.2228,21.719,10.8595,0.6,0.5,4,52,0.45
21,24.2688,76.2228,21.719,10.8595,0.7,0.5,4,52,0.45
24,25.7688,79.2228,21.719,10.8595,0.8,0.5,4,52,0.45
27,27.2688,82.2228,21.719,10.8595,0.9,0.5,4,52,0.45
30,28.7688,85.2228,21.719,10.8595,1,0.5,4,52,0.45
18,23.3533,73.2228,21.719,10.8595,0.6,0.75,4,52,0.45
21,25.6033,76.2228,21.719,10.8595,0.7,0.75,4,52,0.45
24,27.8533,79.2228,21.719,10.8595,0.8,0.75,4,52,0.45
27,30.1033,82.2228,21.719,10.8595,0.9,0.75,4,52,0.45
30,32.3533,85.2228,21.719,10.8595,1,0.75,4,52,0.45
18,23.9377,73.2228,21.719,10.8595,0.6,1,4,52,0.45
21,26.9377,76.2228,21.719,10.8595,0.7,1,4,52,0.45
24,29.9377,79.2228,21.719,10.8595,0.8,1,4,52,0.45
27,32.9377,82.2228,21.719,10.8595,0.9,1,4,52,0.45
30,35.9377,85.2228,21.719,10.8595,1,1,4,52,0.45
18,21.6,73.3781,23.0364,10.2384,0.6,0,4.5,52,0.45
21,21.6,76.3781,23.0364,10.2384,0.7,0,4.5,52,0.45
24,21.6,79.3781,23.0364,10.2384,0.8,0,4.5,52,0.45
27,21.6,82.3781,23.0364,10.2384,0.9,0,4.5,52,0.45
30,21.6,85.3781,23.0364,10.2384,1,0,4.5,52,0.45
18,22.1844,73.3781,23.0364,10.2384,0.6,0.25,4.5,52,0.45
21,22.9344,76.3781,23.0364,10.2384,0.7,0.25,4.5,52,0.45
24,23.6844,79.3781,23.0364,10.2384,0.8,0.25,4.5,52,0.45
27,24.4344,82.3781,23.0364,10.2384,0.9,0.25,4.5,52,0.45
30,25.1844,85.3781,23.0364,10.2384,1,0.25,4.5,52,0.45
18,22.7688,73.3781,23.0364,10.2384,0.6,0.5,4.5,52,0.45
21,24.2688,76.3781,23.0364,10.2384,0.7,0.5,4.5,52,0.45
24,25.7688,79.3781,23.0364,10.2384,0.8,0.5,4.5,52,0.45
27,27.2688,82.3781,23.0364,10.2384,0.9,0.5,4.5,52,0.45
30,28.7688,85.3781,23.0364,10.2384,1,0.5,4.5,52,0.45
18,23.3533,73.3781,23.0364,10.2384,0.6,0.75,4.5,52,0.45
21,25.6033,76.3781,23.0364,10.2384,0.7,0.75,4.5,52,0.45
24,27.8533,79.3781,23.0364,10.2384,0.8,0.75,4.5,52,0.45
27,30.1033,82.3781,23.0364,10.2384,0.9,0.75,4.5,52,0.45
30,32.3533,85.3781,23.0364,10.2384,1,0.75,4.5,52,0.45
18,23.9377,73.3781,23.0364,10.2384,0.6,1,4.5,52,0.45
21,26.9377,76.3781,23.0364,10.2384,0.7,1,4.5,52,0.45
24,29.9377,79.3781,23.0364,10.2384,0.8,1,4.5,52,0.45
27,32.9377,82.3781,23.0364,10.2384,0.9,1,4.5,52,0.45
30,35.9377,85.3781,23.0364,10.2384,1,1,4.5,52,0.45
18,21.6,73.5094,24.2825,9.713,0.6,0,5,52,0.45
21,21.6,76.5094,24.2825,9.713,0.7,0,5,52,0.45
24,21.6,79.5094,24.2825,9.713,0.8,0,5,52,0.45
27,21.6,82.5094,24.2825,9.713,0.9,0,5,52,0.45
30,21.6,85.5094,24.2825,9.713,1,0,5,52,0.45
18,22.1844,73.5094,24.2825,9.713,0.6,0.25,5,52,0.45
21,22.9344,76.5094,24.2825,9.713,0.7,0.25,5,52,0.45
24,23.6844,79.5094,24.2825,9.713,0.8,0.25,5,52,0.45
27,24.4344,82.5094,24.2825,9.713,0.9,0.25,5,52,0.45
30,25.1844,85.5094,24.2825,9.713,1,0.25,5,52,0.45
18,22.7688,73.5094,24.2825,9.713,0.6,0.5,5,52,0.45
21,24.2688,76.5094,24.2825,9.713,0.7,0.5,5,52,0.45
24,25.7688,79.5094,24.2825,9.713,0.8,0.5,5,52,0.45
27,27.2688,82.5094,24.2825,9.713,0.9,0.5,5,52,0.45
30,28.7688,85.5094,24.2825,9.713,1,0.5,5,52,0.45
18,23.3533,73.5094,24.2825,9.713,0.6,0.75,5,52,0.45
21,25.6033,76.5094,24.2825,9.713,0.7,0.75,5,52,0.45
24,27.8533,79.5094,24.2825,9.713,0.8,0.75,5,52,0.45
27,30.1033,82.5094,24.2825,9.713,0.9,0.75,5,52,0.45
30,32.3533,85.5094,24.2825,9.713,1,0.75,5,52,0.45
18,23.9377,73.5094,24.2825,9.713,0.6,1,5,52,0.45
21,26.9377,76.5094,24.2825,9.713,0.7,1,5,52,0.45
24,29.9377,79.5094,24.2825,9.713,0.8,1,5,52,0.45
27,32.9377,82.5094,24.2825,9.713,0.9,1,5,52,0.45
30,35.9377,85.5094,24.2825,9.713,1,1,5,52,0.45
18,21.6,77.3216,20.9289,10.4645,0.6,0,4,56,0.45
21,21.6,80.3216,20.9289,10.4645,0.7,0,4,56,0.45
24,21.6,83.3216,20.9289,10.4645,0.8,0,4,56,0.45
27,21.6,86.3216,20.9289,10.4645,0.9,0,4,56,0.45
30,21.6,89.3216,20.9289,10.4645,1,0,4,56,0.45
18,22.1844,77.3216,20.9289,10.4645,0.6,0.25,4,56,0.45
21,22.9344,80.3216,20.9289,10.4645,0.7,0.25,4,56,0.45
24,23.6844,83.3216,20.9289,10.4645,0.8,0.25,4,56,0.45
27,24.4344,86.3216,20.9289,10.4645,0.9,0.25,4,56,0.45
30,25.1844,89.3216,20.9289,10.4645,1,0.25,4,56,0.45
18,22.7688,77.3216,20.9289,10.4645,0.6,0.5,4,56,0.45
21,24.2688,80.3216,20.9289,10.4645,0.7,0.5,4,56,0.45
24,25.7688,83.3216,20.9289,10.4645,0.8,0.5,4,56,0.45
27,27.2688,86.3216,20.9289,10.4645,0.9,0.5,4,56,0.45
30,28.7688,89.3216,20.9289,10.4645,1,0.5,4,56,0.45
18,23.3533,77.3216,20.9289,10.4645,0.6,0.75,4,56,0.45
21,25.6033,80.3216,20.9289,10.4645,0.7,0.75,4,56,0.45
24,27.8533,83.3216,20.9289,10.4645,0.8,0.75,4,56,0.45
27,30.1033,86.3216,20.9289,10.4645,0.9,0.75,4,56,0.45
30,32.3533,89.3216,20.9289,10.4645,1,0.75,4,56,0.45
18,23.9377,77.3216,20.9289,10.4645,0.6,1,4,56,0.45
21,26.9377,80.3216,20.9289,10.4645,0.7,1,4,56,0.45
24,29.9377,83.3216,20.9289,10.4645,0.8,1,4,56,0.45
27,32.9377,86.3216,20.9289,10.4645,0.9,1,4,56,0.45
30,35.9377,89.3216,20.9289,10.4645,1,1,4,56,0.45
18,21.6,77.4712,22.1985,9.866,0.6,0,4.5,56,0.45
21,21.6,80.4712,22.1985,9.866,0.7,0,4.5,56,0.45
24,21.6,83.4712,22.1985,9.866,0.8,0,4.5,56,0.45
27,21.6,86.4712,22.1985,9.866,0.9,0,4.5,56,0.45
30,21.6,89.4712,22.1985,9.866,1,0,4.5,56,0.45
18,22.1844,77.4712,22.1985,9.866,0.6,0.25,4.5,56,0.45
21,22.9344,80.4712,22.1985,9.866,0.7,0.25,4.5,56,0.45
24,23.6844,83.4712,22.1985,9.866,0.8,0.25,4.5,56,0.45
27,24.4344,86.4712,22.1985,9.866,0.9,0.25,4.5,56,0.45
30,25.1844,89.4712,22.1985,9.866,1,0.25,4.5,56,0.45
18,22.7688,77.4712,22.1985,9.866,0.6,0.5,4.5,56,0.45
21,24.2688,80.4712,22.1985,9.866,0.7,0.5,4.5,56,0.45
24,25.7688,83.4712,22.1985,9.866,0.8,0.5,4.5,56,0.45
27,27.2688,86.4712,22.1985,9.866,0.9,0.5,4.5,56,0.45
30,28.7688,89.4712,22.1985,9.866,1,0.5,4.5,56,0.45
18,23.3533,77.4712,22.1985,9.866,0.6,0.75,4.5,56,0.45
21,25.6033,80.4712,22.1985,9.866,0.7,0.75,4.5,56,0.45
24,27.8533,83.4712,22.1985,9.866,0.8,0.75,4.5,56,0.45
27,30.1033,86.4712,22.1985,9.866,0.9,0.75,4.5,56,0.45
30,32.3533,89.4712,22.1985,9.866,1,0.75,4.5,56,0.45
18,23.9377,77.4712,22.1985,9.866,0.6,1,4.5,56,0.45
21,26.9377,80.4712,22.1985,9.866,0.7,1,4.5,56,0.45
24,29.9377,83.4712,22.1985,9.866,0.8,1,4.5,56,0.45
27,32.9377,86.4712,22.1985,9.866,0.9,1,4.5,56,0.45
30,35.9377,89.4712,22.1985,9.866,1,1,4.5,56,0.45
18,21.6,77.5978,23.3992,9.3597,0.6,0,5,56,0.45
21,21.6,80.5978,23.3992,9.3597,0.7,0,5,56,0.45
24,21.6,83.5978,23.3992,9.3597,0.8,0,5,56,0.45
27,21.6,86.5978,23.3992,9.3597,0.9,0,5,56,0.45
30,21.6,89.5978,23.3992,9.3597,1,0,5,56,0.45
18,22.1844,77.5978,23.3992,9.3597,0.6,0.25,5,56,0.45
21,22.9344,80.5978,23.3992,9.3597,0.7,0.25,5,56,0.45
24,23.6844,83.5978,23.3992,9.3597,0.8,0.25,5,56,0.45
27,24.4344,86.5978,23.3992,9.3597,0.9,0.25,5,56,0.45
30,25.1844,89.5978,23.3992,9.3597,1,0.25,5,56,0.45
18,22.7688,77.5978,23.3992,9.3597,0.6,0.5,5,56,0.45
21,24.2688,80.5978,23.3992,9.3597,0.7,0.5,5,56,0.45
24,25.7688,83.5978,23.3992,9.3597,0.8,0.5,5,56,0.45
27,27.2688,86.5978,23.3992,9.3597,0.9,0.5,5,56,0.45
30,28.7688,89.5978,23.3992,9.3597,1,0.5,5,56,0.45
18,23.3533,77.5978,23.3992,9.3597,0.6,0.75,5,56,0.45
21,25.6033,80.5978,23.3992,9.3597,0.7,0.75,5,56,0.45
24,27.8533,83.5978,23.3992,9.3597,0.8,0.75,5,56,0.45
27,30.1033,86.5978,23.3992,9.3597,0.9,0.75,5,56,0.45
30,32.3533,89.5978,23.3992,9.3597,1,0.75,5,56,0.45
18,23.9377,77.5978,23.3992,9.3597,0.6,1,5,56,0.45
21,26.9377,80.5978,23.3992,9.3597,0.7,1,5,56,0.45
24,29.9377,83.5978,23.3992,9.3597,0.8,1,5,56,0.45
27,32.9377,86.5978,23.3992,9.3597,0.9,1,5,56,0.45
30,35.9377,89.5978,23.3992,9.3597,1,1,5,56,0.45
18,21.6,81.4103,20.2192,10.1096,0.6,0,4,60,0.45
21,21.6,84.4103,20.2192,10.1096,0.7,0,4,60,0.45
24,21.6,87.4103,20.2192,10.1096,0.8,0,4,60,0.45
27,21.6,90.4103,20.2192,10.1096,0.9,0,4,60,0.45
30,21.6,93.4103,20.2192,10.1096,1,0,4,60,0.45
18,22.1844,81.4103,20.2192,10.1096,0.6,0.25,4,60,0.45
21,22.9344,84.4103,20.2192,10.1096,0.7,0.25,4,60,0.45
24,23.6844,87.4103,20.2192,10.1096,0.8,0.25,4,60,0.45
27,24.4344,90.4103,20.2192,10.1096,0.9,0.25,4,60,0.45
30,25.1844,93.4103,20.2192,10.1096,1,0.25,4,60,0.45
18,22.7688,81.4103,20.2192,10.1096,0.6,0.5,4,60,0.45
21,24.2688,84.4103,20.2192,10.1096,0.7,0.5,4,60,0.45
24,25.7688,87.4103,20.2192,10.1096,0.8,0.5,4,60,0.45
27,27.2688,90.4103,20.2192,10.1096,0.9,0.5,4,60,0.45
30,28.7688,93.4103,20.2192,10.1096,1,0.5,4,60,0.45
18,23.3533,81.4103,20.2192,10.1096,0.6,0.75,4,60,0.45
21,25.6033,84.4103,20.2192,10.1096,0.7,0.75,4,60,0.45
24,27.8533,87.4103,20.2192,10.1096,0.8,0.75,4,60,0.45
27,30.1033,90.4103,20.2192,10.1096,0.9,0.75,4,60,0.45
30,32.3533,93.4103,20.2192,10.1096,1,0.75,4,60,0.45
18,23.9377,81.4103,20.2192,10.1096,0.6,1,4,60,0.45
21,26.9377,84.4103,20.2192,10.1096,0.7,1,4,60,0.45
24,29.9377,87.4103,20.2192,10.1096,0.8,1,4,60,0.45
27,32.9377,90.4103,20.2192,10.1096,0.9,1,4,60,0.45
30,35.9377,93.4103,20.2192,10.1096,1,1,4,60,0.45
18,21.6,81.5548,21.4458,9.5314,0.6,0,4.5,60,0.45
21,21.6,84.5548,21.4458,9.5314,0.7,0,4.5,60,0.45
24,21.6,87.5548,21.4458,9.5314,0.8,0,4.5,60,0.45
27,21.6,90.5548,21.4458,9.5314,0.9,0,4.5,60,0.45
30,21.6,93.5548,21.4458,9.5314,1,0,4.5,60,0.45
18,22.1844,81.5548,21.4458,9.5314,0.6,0.25,4.5,60,0.45
21,22.9344,84.5548,21.4458,9.5314,0.7,0.25,4.5,60,0.45
24,23.6844,87.5548,21.4458,9.5314,0.8,0.25,4.5,60,0.45
27,24.4344,90.5548,21.4458,9.5314,0.9,0.25,4.5,60,0.45
30,25.1844,93.5548,21.4458,9.5314,1,0.25,4.5,60,0.45
18,22.7688,81.5548,21.4458,9.5314,0.6,0.5,4.5,60,0.45
21,24.2688,84.5548,21.4458,9.5314,0.7,0.5,4.5,60,0.45
24,25.7688,87.5548,21.4458,9.5314,0.8,0.5,4.5,60,0.45
27,27.2688,90.5548,21.4458,9.5314,0.9,0.5,4.5,60,0.45
30,28.7688,93.5548,21.4458,9.5314,1,0.5,4.5,60,0.45
18,23.3533,81.5548,21.4458,9.5314,0.6,0.75,4.5,60,0.45
21,25.6033,84.5548,21.4458,9.5314,0.7,0.75,4.5,60,0.45
24,27.8533,87.5548,21.4458,9.5314,0.8,0.75,4.5,60,0.45
27,30.1033,90.5548,21.4458,9.5314,0.9,0.75,4.5,60,0.45
30,32.3533,93.5548,21.4458,9.5314,1,0.75,4.5,60,0.45
18,23.9377,81.5548,21.4458,9.5314,0.6,1,4.5,60,0.45
21,26.9377,84.5548,21.4458,9.5314,0.7,1,4.5,60,0.45
24,29.9377,87.5548,21.4458,9.5314,0.8,1,4.5,60,0.45
27,32.9377,90.5548,21.4458,9.5314,0.9,1,4.5,60,0.45
30,35.9377,93.5548,21.4458,9.5314,1,1,4.5,60,0.45
18,21.6,81.6771,22.6058,9.0423,0.6,0,5,60,0.45
21,21.6,84.6771,22.6058,9.0423,0.7,0,5,60,0.45
24,21.6,87.6771,22.6058,9.0423,0.8,0,5,60,0.45
27,21.6,90.6771,22.6058,9.0423,0.9,0,5,60,0.45
30,21.6,93.6771,22.6058,9.0423,1,0,5,60,0.45
18,22.1844,81.6771,22.6058,9.0423,0.6,0.25,5,60,0.45
21,22.9344,84.6771,22.6058,9.0423,0.7,0.25,5,60,0.45
24,23.6844,87.6771,22.6058,9.0423,0.8,0.25,5,60,0.45
27,24.4344,90.6771,22.6058,9.0423,0.9,0.25,5,60,0.45
30,25.1844,93.6771,22.6058,9.0423,1,0.25,5,60,0.45
18,22.7688,81.6771,22.6058,9.0423,0.6,0.5,5,60,0.45
21,24.2688,84.6771,22.6058,9.0423,0.7,0.5,5,60,0.45
24,25.7688,87.6771,22.6058,9.0423,0.8,0.5,5,60,0.45
27,27.2688,90.6771,22.6058,9.0423,0.9,0.5,5,60,0.45
30,28.7688,93.6771,22.6058,9.0423,1,0.5,5,60,0.45
18,23.3533,81.6771,22.6058,9.0423,0.6,0.75,5,60,0.45
21,25.6033,84.6771,22.6058,9.0423,0.7,0.75,5,60,0.45
24,27.8533,87.6771,22.6058,9.0423,0.8,0.75,5,60,0.45
27,30.1033,90.6771,22.6058,9.0423,0.9,0.75,5,60,0.45
30,32.3533,93.6771,22.6058,9.0423,1,0.75,5,60,0.45
18,23.9377,81.6771,22.6058,9.0423,0.6,1,5,60,0.45
21,26.9377,84.6771,22.6058,9.0423,0.7,1,5,60,0.45
24,29.9377,87.6771,22.6058,9.0423,0.8,1,5,60,0.45
27,32.9377,90.6771,22.6058,9.0423,0.9,1,5,60,0.45
30,35.9377,93.6771,22.6058,9.0423,1,1,5,60,0.45
18,21.6,68.9591,23.8286,11.9143,0.6,0,4,48,0.5
21,21.6,71.9591,23.8286,11.9143,0.7,0,4,48,0.5
24,21.6,74.9591,23.8286,11.9143,0.8,0,4,48,0.5
27,21.6,77.9591,23.8286,11.9143,0.9,0,4,48,0.5
30,21.6,80.9591,23.8286,11.9143,1,0,4,48,0.5
18,22.1844,68.9591,23.8286,11.9143,0.6,0.25,4,48,0.5
21,22.9344,71.9591,23.8286,11.9143,0.7,0.25,4,48,0.5
24,23.6844,74.9591,23.8286,11.9143,0.8,0.25,4,48,0.5
27,24.4344,77.9591,23.8286,11.9143,0.9,0.25,4,48,0.5
30,25.1844,80.9591,23.8286,11.9143,1,0.25,4,48,0.5
18,22.7688,68.9591,23.8286,11.9143,0.6,0.5,4,48,0.5
21,24.2688,71.9591,23.8286,11.9143,0.7,0.5,4,48,0.5
24,25.7688,74.9591,23.8286,11.9143,0.8,0.5,4,48,0.5
27,27.2688,77.9591,23.8286,11.9143,0.9,0.5,4,48,0.5
30,28.7688,80.9591,23.8286,11.9143,1,0.5,4,48,0.5
18,23.3533,68.9591,23.8286,11.9143,0.6,0.75,4,48,0.5
21,25.6033,71.9591,23.8286,11.9143,0.7,0.75,4,48,0.5
24,27.8533,74.9591,23.8286,11.9143,0.8,0.75,4,48,0.5
27,30.1033,77.9591,23.8286,11.9143,0.9,0.75,4,48,0.5
30,32.3533,80.9591,23.8286,11.9143,1,0.75,4,48,0.5
18,23.9377,68.9591,23.8286,11.9143,0.6,1,4,48,0.5
21,26.9377,71.9591,23.8286,11.9143,0.7,1,4,48,0.5
24,29.9377,74.9591,23.8286,11.9143,0.8,1,4,48,0.5
27,32.9377,77.9591,23.8286,11.9143,0.9,1,4,48,0.5
30,35.9377,80.9591,23.8286,11.9143,1,1,4,48,0.5
18,21.6,69.1294,25.2741,11.2329,0.6,0,4.5,48,0.5
21,21.6,72.1294,25.2741,11.2329,0.7,0,4.5,48,0.5
24,21.6,75.1294,25.2741,11.2329,0.8,0,4.5,48,0.5
27,21.6,78.1294,25.2741,11.2329,0.9,0,4.5,48,0.5
30,21.6,81.1294,25.2741,11.2329,1,0,4.5,48,0.5
18,22.1844,69.1294,25.2741,11.2329,0.6,0.25,4.5,48,0.5
21,22.9344,72.1294,25.2741,11.2329,0.7,0.25,4.5,48,0.5
24,23.6844,75.1294,25.2741,11.2329,0.8,0.25,4.5,48,0.5
27,24.4344,78.1294,25.2741,11.2329,0.9,0.25,4.5,48,0.5
30,25.1844,81.1294,25.2741,11.2329,1,0.25,4.5,48,0.5
18,22.7688,69.1294,25.2741,11.2329,0.6,0.5,4.5,48,0.5
21,24.2688,72.1294,25.2741,11.2329,0.7,0.5,4.5,48,0.5
24,25.7688,75.1294,25.2741,11.2329,0.8,0.5,4.5,48,0.5
27,27.2688,78.1294,25.2741,11.2329,0.9,0.5,4.5,48,0.5
30,28.7688,81.1294,25.2741,11.2329,1,0.5,4.5,48,0.5
18,23.3533,69.1294,25.2741,11.2329,0.6,0.75,4.5,48,0.5
21,25.6033,72.1294,25.2741,11.2329,0.7,0.75,4.5,48,0.5
24,27.8533,75.1294,25.2741,11.2329,0.8,0.75,4.5,48,0.5
27,30.1033,78.1294,25.2741,11.2329,0.9,0.75,4.5,48,0.5
30,32.3533,81.1294,25.2741,11.2329,1,0.75,4.5,48,0.5
18,23.9377,69.1294,25.2741,11.2329,0.6,1,4.5,48,0.5
21,26.9377,72.1294,25.2741,11.2329,0.7,1,4.5,48,0.5
24,29.9377,75.1294,25.2741,11.2329,0.8,1,4.5,48,0.5
27,32.9377,78.1294,25.2741,11.2329,0.9,1,4.5,48,0.5
30,35.9377,81.1294,25.2741,11.2329,1,1,4.5,48,0.5
18,21.6,69.2736,26.6412,10.6565,0.6,0,5,48,0.5
21,21.6,72.2736,26.6412,10.6565,0.7,0,5,48,0.5
24,21.6,75.2736,26.6412,10.6565,0.8,0,5,48,0.5
27,21.6,78.2736,26.6412,10.6565,0.9,0,5,48,0.5
30,21.6,81.2736,26.6412,10.6565,1,0,5,48,0.5
18,22.1844,69.2736,26.6412,10.6565,0.6,0.25,5,48,0.5
21,22.9344,72.2736,26.6412,10.6565,0.7,0.25,5,48,0.5
24,23.6844,75.2736,26.6412,10.6565,0.8,0.25,5,48,0.5
27,24.4344,78.2736,26.6412,10.6565,0.9,0.25,5,48,0.5
30,25.1844,81.2736,26.6412,10.6565,1,0.25,5,48,0.5
18,22.7688,69.2736,26.6412,10.6565,0.6,0.5,5,48,0.5
21,24.2688,72.2736,26.6412,10.6565,0.7,0.5,5,48,0.5
24,25.7688,75.2736,26.6412,10.6565,0.8,0.5,5,48,0.5
27,27.2688,78.2736,26.6412,10.6565,0.9,0.5,5,48,0.5
30,28.7688,81.2736,26.6412,10.6565,1,0.5,5,48,0.5
18,23.3533,69.2736,26.6412,10.6565,0.6,0.75,5,48,0.5
21,25.6033,72.2736,26.6412,10.6565,0.7,0.75,5,48,0.5
24,27.8533,75.2736,26.6412,10.6565,0.8,0.75,5,48,0.5
27,30.1033,78.2736,26.6412,10.6565,0.9,0.75,5,48,0.5
30,32.3533,81.2736,26.6412,10.6565,1,0.75,5,48,0.5
18,23.9377,69.2736,26.6412,10.6565,0.6,1,5,48,0.5
21,26.9377,72.2736,26.6412,10.6565,0.7,1,5,48,0.5
24,29.9377,75.2736,26.6412,10.6565,0.8,1,5,48,0.5
