sref,cref,bref,tipChord,leadingEdgeX,transitionEndY,fuselageLength,fuselageEndY,taperRatio,transitionWidth,transitionSetbackRatio
2548.1278,22.9296,119.4,14.4,4.8,9.2157,36,4.7157,0.6,4.5,0.4
2566.5805,23.4951,119.4,14.4,6.4,8.3197,40,3.8197,0.6,4.5,0.4
2582.2571,24.0475,119.4,14.4,8,7.6568,44,3.1568,0.6,4.5,0.4
2596.4689,24.5982,119.4,14.4,9.6,7.1526,48,2.6526,0.6,4.5,0.4
2609.9486,25.1544,119.4,14.4,11.2,6.7602,52,2.2602,0.6,4.5,0.4
2305.8032,21.9764,119.4,9.6,4.8,9.2157,36,4.7157,0.4,4.5,0.4
2319.9552,22.5909,119.4,9.6,6.4,8.3197,40,3.8197,0.4,4.5,0.4
2332.4497,23.1958,119.4,9.6,8,7.6568,44,3.1568,0.4,4.5,0.4
2344.2414,23.8018,119.4,9.6,9.6,7.1526,48,2.6526,0.4,4.5,0.4
2355.8375,24.416,119.4,9.6,11.2,6.7602,52,2.2602,0.4,4.5,0.4
2063.4786,21.5508,119.4,4.8,4.8,9.2157,36,4.7157,0.2,4.5,0.4
2073.3299,22.233,119.4,4.8,6.4,8.3197,40,3.8197,0.2,4.5,0.4
2082.6424,22.9074,119.4,4.8,8,7.6568,44,3.1568,0.2,4.5,0.4
2092.0138,23.585,119.4,4.8,9.6,7.1526,48,2.6526,0.2,4.5,0.4
2101.7264,24.2729,119.4,4.8,11.2,6.7602,52,2.2602,0.2,4.5,0.4
2815.6524,24.5284,119.4,19.2,4.8,10.7157,36,4.7157,0.8,6,0.4
2844.4058,25.1381,119.4,19.2,6.4,9.8197,40,3.8197,0.8,6,0.4
2869.2645,25.739,119.4,19.2,8,9.1568,44,3.1568,0.8,6,0.4
2891.8965,26.3427,119.4,19.2,9.6,8.6526,48,2.6526,0.8,6,0.4
2913.2596,26.9568,119.4,19.2,11.2,8.2602,52,2.2602,0.8,6,0.4
2580.5278,23.2645,119.4,14.4,4.8,10.7157,36,4.7157,0.6,6,0.4
2604.9805,23.9192,119.4,14.4,6.4,9.8197,40,3.8197,0.6,6,0.4
2626.6571,24.5696,119.4,14.4,8,9.1568,44,3.1568,0.6,6,0.4
2646.8689,25.2266,119.4,14.4,9.6,8.6526,48,2.6526,0.6,6,0.4
2666.3486,25.8971,119.4,14.4,11.2,8.2602,52,2.2602,0.6,6,0.4
2345.4032,22.3888,119.4,9.6,4.8,10.7157,36,4.7157,0.4,6,0.4
2365.5552,23.1013,119.4,9.6,6.4,9.8197,40,3.8197,0.4,6,0.4
2384.0497,23.8135,119.4,9.6,8,9.1568,44,3.1568,0.4,6,0.4
2401.8414,24.5356,119.4,9.6,9.6,8.6526,48,2.6526,0.4,6,0.4
2419.4375,25.2743,119.4,9.6,11.2,8.2602,52,2.2602,0.4,6,0.4
2110.2786,22.031,119.4,4.8,4.8,10.7157,36,4.7157,0.2,6,0.4
2126.1299,22.8199,119.4,4.8,6.4,9.8197,40,3.8197,0.2,6,0.4
2141.4424,23.6111,119.4,4.8,8,9.1568,44,3.1568,0.2,6,0.4
2156.8138,24.4146,119.4,4.8,9.6,8.6526,48,2.6526,0.2,6,0.4
2172.5264,25.2373,119.4,4.8,11.2,8.2602,52,2.2602,0.2,6,0.4
2765.2524,24.0131,119.4,19.2,7.2,7.7157,36,4.7157,0.8,3,0.6
2782.0058,24.4578,119.4,19.2,9.6,6.8197,40,3.8197,0.8,3,0.6
2794.8645,24.8767,119.4,19.2,12,6.1568,44,3.1568,0.8,3,0.6
2805.4965,25.2816,119.4,19.2,14.4,5.6526,48,2.6526,0.8,3,0.6
2814.8596,25.6805,119.4,19.2,16.8,5.2602,52,2.2602,0.8,3,0.6
2515.7278,22.5861,119.4,14.4,7.2,7.7157,36,4.7157,0.6,3,0.6
2528.1805,23.0581,119.4,14.4,9.6,6.8197,40,3.8197,0.6,3,0.6
2537.8571,23.5072,119.4,14.4,12,6.1568,44,3.1568,0.6,3,0.6
2546.0689,23.9449,119.4,14.4,14.4,5.6526,48,2.6526,0.6,3,0.6
2553.5486,24.3789,119.4,14.4,16.8,5.2602,52,2.2602,0.6,3,0.6
2266.2032,21.5496,119.4,9.6,7.2,7.7157,36,4.7157,0.4,3,0.6
2274.3552,22.0601,119.4,9.6,9.6,6.8197,40,3.8197,0.4,3,0.6
2280.8497,22.5502,119.4,9.6,12,6.1568,44,3.1568,0.4,3,0.6
2286.6414,23.031,119.4,9.6,14.4,5.6526,48,2.6526,0.4,3,0.6
2292.2375,23.5101,119.4,9.6,16.8,5.2602,52,2.2602,0.4,3,0.6
2016.6786,21.0484,119.4,4.8,7.2,7.7157,36,4.7157,0.2,3,0.6
2020.5299,21.6154,119.4,4.8,9.6,6.8197,40,3.8197,0.2,3,0.6
2023.8424,22.1629,119.4,4.8,12,6.1568,44,3.1568,0.2,3,0.6
2027.2138,22.7023,119.4,4.8,14.4,5.6526,48,2.6526,0.2,3,0.6
2030.9264,23.2412,119.4,4.8,16.8,5.2602,52,2.2602,0.2,3,0.6
2790.4524,24.2731,119.4,19.2,7.2,9.2157,36,4.7157,0.8,4.5,0.6
2813.2058,24.8017,119.4,19.2,9.6,8.3197,40,3.8197,0.8,4.5,0.6
2832.0645,25.3135,119.4,19.2,12,7.6568,44,3.1568,0.8,4.5,0.6
2848.6965,25.8202,119.4,19.2,14.4,7.1526,48,2.6526,0.8,4.5,0.6
2864.0596,26.3296,119.4,19.2,16.8,6.7602,52,2.2602,0.8,4.5,0.6
2548.1278,22.9296,119.4,14.4,7.2,9.2157,36,4.7157,0.6,4.5,0.6
2566.5805,23.4951,119.4,14.4,9.6,8.3197,40,3.8197,0.6,4.5,0.6
2582.2571,24.0475,119.4,14.4,12,7.6568,44,3.1568,0.6,4.5,0.6
2596.4689,24.5982,119.4,14.4,14.4,7.1526,48,2.6526,0.6,4.5,0.6
2609.9486,25.1544,119.4,14.4,16.8,6.7602,52,2.2602,0.6,4.5,0.6
2305.8032,21.9764,119.4,9.6,7.2,9.2157,36,4.7157,0.4,4.5,0.6
2319.9552,22.5909,119.4,9.6,9.6,8.3197,40,3.8197,0.4,4.5,0.6
2332.4497,23.1958,119.4,9.6,12,7.6568,44,3.1568,0.4,4.5,0.6
2344.2414,23.8018,119.4,9.6,14.4,7.1526,48,2.6526,0.4,4.5,0.6
2355.8375,24.416,119.4,9.6,16.8,6.7602,52,2.2602,0.4,4.5,0.6
2063.4786,21.5508,119.4,4.8,7.2,9.2157,36,4.7157,0.2,4.5,0.6
2073.3299,22.233,119.4,4.8,9.6,8.3197,40,3.8197,0.2,4.5,0.6
2082.6424,22.9074,119.4,4.8,12,7.6568,44,3.1568,0.2,4.5,0.6
2092.0138,23.585,119.4,4.8,14.4,7.1526,48,2.6526,0.2,4.5,0.6
2101.7264,24.2729,119.4,4.8,16.8,6.7602,52,2.2602,0.2,4.5,0.6
2815.6524,24.5284,119.4,19.2,7.2,10.7157,36,4.7157,0.8,6,0.6
2844.4058,25.1381,119.4,19.2,9.6,9.8197,40,3.8197,0.8,6,0.6
2869.2645,25.739,119.4,19.2,12,9.1568,44,3.1568,0.8,6,0.6
2891.8965,26.3427,119.4,19.2,14.4,8.6526,48,2.6526,0.8,6,0.6
2913.2596,26.9568,119.4,19.2,16.8,8.2602,52,2.2602,0.8,6,0.6
2580.5278,23.2645,119.4,14.4,7.2,10.7157,36,4.7157,0.6,6,0.6
2604.9805,23.9192,119.4,14.4,9.6,9.8197,40,3.8197,0.6,6,0.6
2626.6571,24.5696,119.4,14.4,12,9.1568,44,3.1568,0.6,6,0.6
2646.8689,25.2266,119.4,14.4,14.4,8.6526,48,2.6526,0.6,6,0.6
2666.3486,25.8971,119.4,14.4,16.8,8.2602,52,2.2602,0.6,6,0.6
2345.4032,22.3888,119.4,9.6,7.2,10.7157,36,4.7157,0.4,6,0.6
2365.5552,23.1013,119.4,9.6,9.6,9.8197,40,3.8197,0.4,6,0.6
2384.0497,23.8135,119.4,9.6,12,9.1568,44,3.1568,0.4,6,0.6
2401.8414,24.5356,119.4,9.6,14.4,8.6526,48,2.6526,0.4,6,0.6
2419.4375,25.2743,119.4,9.6,16.8,8.2602,52,2.2602,0.4,6,0.6
2110.2786,22.031,119.4,4.8,7.2,10.7157,36,4.7157,0.2,6,0.6
2126.1299,22.8199,119.4,4.8,9.6,9.8197,40,3.8197,0.2,6,0.6
2141.4424,23.6111,119.4,4.8,12,9.1568,44,3.1568,0.2,6,0.6
2156.8138,24.4146,119.4,4.8,14.4,8.6526,48,2.6526,0.2,6,0.6
2172.5264,25.2373,119.4,4.8,16.8,8.2602,52,2.2602,0.2,6,0.6
2765.2524,24.0131,119.4,19.2,9.6,7.7157,36,4.7157,0.8,3,0.8
2782.0058,24.4578,119.4,19.2,12.8,6.8197,40,3.8197,0.8,3,0.8
2794.8645,24.8767,119.4,19.2,16,6.1568,44,3.1568,0.8,3,0.8
2805.4965,25.2816,119.4,19.2,19.2,5.6526,48,2.6526,0.8,3,0.8
2814.8596,25.6805,119.4,19.2,22.4,5.2602,52,2.2602,0.8,3,0.8
2515.7278,22.5861,119.4,14.4,9.6,7.7157,36,4.7157,0.6,3,0.8
2528.1805,23.0581,119.4,14.4,12.8,6.8197,40,3.8197,0.6,3,0.8
2537.8571,23.5072,119.4,14.4,16,6.1568,44,3.1568,0.6,3,0.8
2546.0689,23.9449,119.4,14.4,19.2,5.6526,48,2.6526,0.6,3,0.8
2553.5486,24.3789,119.4,14.4,22.4,5.2602,52,2.2602,0.6,3,0.8
2266.2032,21.5496,119.4,9.6,9.6,7.7157,36,4.7157,0.4,3,0.8
2274.3552,22.0601,119.4,9.6,12.8,6.8197,40,3.8197,0.4,3,0.8
2280.8497,22.5502,119.4,9.6,16,6.1568,44,3.1568,0.4,3,0.8
2286.6414,23.031,119.4,9.6,19.2,5.6526,48,2.6526,0.4,3,0.8
2292.2375,23.5101,119.4,9.6,22.4,5.2602,52,2.2602,0.4,3,0.8
2016.6786,21.0484,119.4,4.8,9.6,7.7157,36,4.7157,0.2,3,0.8
2020.5299,21.6154,119.4,4.8,12.8,6.8197,40,3.8197,0.2,3,0.8
2023.8424,22.1629,119.4,4.8,16,6.1568,44,3.1568,0.2,3,0.8
2027.2138,22.7023,119.4,4.8,19.2,5.6526,48,2.6526,0.2,3,0.8
2030.9264,23.2412,119.4,4.8,22.4,5.2602,52,2.2602,0.2,3,0.8
2790.4524,24.2731,119.4,19.2,9.6,9.2157,36,4.7157,0.8,4.5,0.8
2813.2058,24.8017,119.4,19.2,12.8,8.3197,40,3.8197,0.8,4.5,0.8
2832.0645,25.3135,119.4,19.2,16,7.6568,44,3.1568,0.8,4.5,0.8
2848.6965,25.8202,119.4,19.2,19.2,7.1526,48,2.6526,0.8,4.5,0.8
2864.0596,26.3296,119.4,19.2,22.4,6.7602,52,2.2602,0.8,4.5,0.8
2548.1278,22.9296,119.4,14.4,9.6,9.2157,36,4.7157,0.6,4.5,0.8
2566.5805,23.4951,119.4,14.4,12.8,8.3197,40,3.8197,0.6,4.5,0.8
2582.2571,24.0475,119.4,14.4,16,7.6568,44,3.1568,0.6,4.5,0.8
2596.4689,24.5982,119.4,14.4,19.2,7.1526,48,2.6526,0.6,4.5,0.8
2609.9486,25.1544,119.4,14.4,22.4,6.7602,52,2.2602,0.6,4.5,0.8
2305.8032,21.9764,119.4,9.6,9.6,9.2157,36,4.7157,0.4,4.5,0.8
2319.9552,22.5909,119.4,9.6,12.8,8.3197,40,3.8197,0.4,4.5,0.8
2332.4497,23.1958,119.4,9.6,16,7.6568,44,3.1568,0.4,4.5,0.8
2344.2414,23.8018,119.4,9.6,19.2,7.1526,48,2.6526,0.4,4.5,0.8
2355.8375,24.416,119.4,9.6,22.4,6.7602,52,2.2602,0.4,4.5,0.8
2063.4786,21.5508,119.4,4.8,9.6,9.2157,36,4.7157,0.2,4.5,0.8
2073.3299,22.233,119.4,4.8,12.8,8.3197,40,3.8197,0.2,4.5,0.8
2082.6424,22.9074,119.4,4.8,16,7.6568,44,3.1568,0.2,4.5,0.8
2092.0138,23.585,119.4,4.8,19.2,7.1526,48,2.6526,0.2,4.5,0.8
2101.7264,24.2729,119.4,4.8,22.4,6.7602,52,2.2602,0.2,4.5,0.8
2815.6524,24.5284,119.4,19.2,9.6,10.7157,36,4.7157,0.8,6,0.8
2844.4058,25.1381,119.4,19.2,12.8,9.8197,40,3.8197,0.8,6,0.8
2869.2645,25.739,119.4,19.2,16,9.1568,44,3.1568,0.8,6,0.8
2891.8965,26.3427,119.4,19.2,19.2,8.6526,48,2.6526,0.8,6,0.8
2913.2596,26.9568,119.4,19.2,22.4,8.2602,52,2.2602,0.8,6,0.8
2580.5278,23.2645,119.4,14.4,9.6,10.7157,36,4.7157,0.6,6,0.8
2604.9805,23.9192,119.4,14.4,12.8,9.8197,40,3.8197,0.6,6,0.8
2626.6571,24.5696,119.4,14.4,16,9.1568,44,3.1568,0.6,6,0.8
2646.8689,25.2266,119.4,14.4,19.2,8.6526,48,2.6526,0.6,6,0.8
2666.3486,25.8971,119.4,14.4,22.4,8.2602,52,2.2602,0.6,6,0.8
2345.4032,22.3888,119.4,9.6,9.6,10.7157,36,4.7157,0.4,6,0.8
2365.5552,23.1013,119.4,9.6,12.8,9.8197,40,3.8197,0.4,6,0.8
2384.0497,23.8135,119.4,9.6,16,9.1568,44,3.1568,0.4,6,0.8
2401.8414,24.5356,119.4,9.6,19.2,8.6526,48,2.6526,0.4,6,0.8
2419.4375,25.2743,119.4,9.6,22.4,8.2602,52,2.2602,0.4,6,0.8
2110.2786,22.031,119.4,4.8,9.6,10.7157,36,4.7157,0.2,6,0.8
2126.1299,22.8199,119.4,4.8,12.8,9.8197,40,3.8197,0.2,6,0.8
2141.4424,23.6111,119.4,4.8,16,9.1568,44,3.1568,0.2,6,0.8
2156.8138,24.4146,119.4,4.8,19.2,8.6526,48,2.6526,0.2,6,0.8
2172.5264,25.2373,119.4,4.8,22.4,8.2602,52,2.2602,0.2,6,0.8
2765.2524,24.0131,119.4,19.2,12,7.7157,36,4.7157,0.8,3,1
2782.0058,24.4578,119.4,19.2,16,6.8197,40,3.8197,0.8,3,1
2794.8645,24.8767,119.4,19.2,20,6.1568,44,3.1568,0.8,3,1
2805.4965,25.2816,119.4,19.2,24,5.6526,48,2.6526,0.8,3,1
2814.8596,25.6805,119.4,19.2,28,5.2602,52,2.2602,0.8,3,1
2515.7278,22.5861,119.4,14.4,12,7.7157,36,4.7157,0.6,3,1
2528.1805,23.0581,119.4,14.4,16,6.8197,40,3.8197,0.6,3,1
2537.8571,23.5072,119.4,14.4,20,6.1568,44,3.1568,0.6,3,1
2546.0689,23.9449,119.4,14.4,24,5.6526,48,2.6526,0.6,3,1
2553.5486,24.3789,119.4,14.4,28,5.2602,52,2.2602,0.6,3,1
2266.2032,21.5496,119.4,9.6,12,7.7157,36,4.7157,0.4,3,1
2274.3552,22.0601,119.4,9.6,16,6.8197,40,3.8197,0.4,3,1
2280.8497,22.5502,119.4,9.6,20,6.1568,44,3.1568,0.4,3,1
2286.6414,23.031,119.4,9.6,24,5.6526,48,2.6526,0.4,3,1
2292.2375,23.5101,119.4,9.6,28,5.2602,52,2.2602,0.4,3,1
2016.6786,21.0484,119.4,4.8,12,7.7157,36,4.7157,0.2,3,1
2020.5299,21.6154,119.4,4.8,16,6.8197,40,3.8197,0.2,3,1
2023.8424,22.1629,119.4,4.8,20,6.1568,44,3.1568,0.2,3,1
2027.2138,22.7023,119.4,4.8,24,5.6526,48,2.6526,0.2,3,1
2030.9264,23.2412,119.4,4.8,28,5.2602,52,2.2602,0.2,3,1
2790.4524,24.2731,119.4,19.2,12,9.2157,36,4.7157,0.8,4.5,1
2813.2058,24.8017,119.4,19.2,16,8.3197,40,3.8197,0.8,4.5,1
2832.0645,25.3135,119.4,19.2,20,7.6568,44,3.1568,0.8,4.5,1
2848.6965,25.8202,119.4,19.2,24,7.1526,48,2.6526,0.8,4.5,1
2864.0596,26.3296,119.4,19.2,28,6.7602,52,2.2602,0.8,4.5,1
2548.1278,22.9296,119.4,14.4,12,9.2157,36,4.7157,0.6,4.5,1
2566.5805,23.4951,119.4,14.4,16,8.3197,40,3.8197,0.6,4.5,1
2582.2571,24.0475,119.4,14.4,20,7.6568,44,3.1568,0.6,4.5,1
2596.4689,24.5982,119.4,14.4,24,7.1526,48,2.6526,0.6,4.5,1
2609.9486,25.1544,119.4,14.4,28,6.7602,52,2.2602,0.6,4.5,1
2305.8032,21.9764,119.4,9.6,12,9.2157,36,4.7157,0.4,4.5,1
2319.9552,22.5909,119.4,9.6,16,8.3197,40,3.8197,0.4,4.5,1
2332.4497,23.1958,119.4,9.6,20,7.6568,44,3.1568,0.4,4.5,1
2344.2414,23.8018,119.4,9.6,24,7.1526,48,2.6526,0.4,4.5,1
2355.8375,24.416,119.4,9.6,28,6.7602,52,2.2602,0.4,4.5,1
2063.4786,21.5508,119.4,4.8,12,9.2157,36,4.7157,0.2,4.5,1
2073.3299,22.233,119.4,4.8,16,8.3197,40,3.8197,0.2,4.5,1
2082.6424,22.9074,119.4,4.8,20,7.6568,44,3.1568,0.2,4.5,1
2092.0138,23.585,119.4,4.8,24,7.1526,48,2.6526,0.2,4.5,1
2101.7264,24.2729,119.4,4.8,28,6.7602,52,2.2602,0.2,4.5,1
2815.6524,24.5284,119.4,19.2,12,10.7157,36,4.7157,0.8,6,1
2844.4058,25.1381,119.4,19.2,16,9.8197,40,3.8197,0.8,6,1
2869.2645,25.739,119.4,19.2,20,9.1568,44,3.1568,0.8,6,1
2891.8965,26.3427,119.4,19.2,24,8.6526,48,2.6526,0.8,6,1
2913.2596,26.9568,119.4,19.2,28,8.2602,52,2.2602,0.8,6,1
2580.5278,23.2645,119.4,14.4,12,10.7157,36,4.7157,0.6,6,1
2604.9805,23.9192,119.4,14.4,16,9.8197,40,3.8197,0.6,6,1
2626.6571,24.5696,119.4,14.4,20,9.1568,44,3.1568,0.6,6,1
2646.8689,25.2266,119.4,14.4,24,8.6526,48,2.6526,0.6,6,1
2666.3486,25.8971,119.4,14.4,28,8.2602,52,2.2602,0.6,6,1
2345.4032,22.3888,119.4,9.6,12,10.7157,36,4.7157,0.4,6,1
2365.5552,23.1013,119.4,9.6,16,9.8197,40,3.8197,0.4,6,1
2384.0497,23.8135,119.4,9.6,20,9.1568,44,3.1568,0.4,6,1
2401.8414,24.5356,119.4,9.6,24,8.6526,48,2.6526,0.4,6,1
2419.4375,25.2743,119.4,9.6,28,8.2602,52,2.2602,0.4,6,1
2110.2786,22.031,119.4,4.8,12,10.7157,36,4.7157,0.2,6,1
2126.1299,22.8199,119.4,4.8,16,9.8197,40,3.8197,0.2,6,1
2141.4424,23.6111,119.4,4.8,20,9.1568,44,3.1568,0.2,6,1
2156.8138,24.4146,119.4,4.8,24,8.6526,48,2.6526,0.2,6,1
2172.5264,25.2373,119.4,4.8,28,8.2602,52,2.2602,0.2,6,1
