sref,cref,tipChord,leadingEdgeX,cgPositionX,hTailX,hTailTipY,hTailChord,taperRatio,transitionSetbackRatio,cgPositionRatio,hTailAR,hTailLength,hTailCoeff
2321.2612,23.8113,10.08,24.3,30.2528,82.8753,23.7757,9.5103,0.42,0.81,1,5,55,0.45
2321.2612,23.8113,10.08,24.6,30.5528,83.1753,23.7757,9.5103,0.42,0.82,1,5,55,0.45
2321.2612,23.8113,10.08,24.9,30.8528,83.4753,23.7757,9.5103,0.42,0.83,1,5,55,0.45
2321.2612,23.8113,10.08,25.2,31.1528,83.7753,23.7757,9.5103,0.42,0.84,1,5,55,0.45
2321.2612,23.8113,10.08,25.5,31.4528,84.0753,23.7757,9.5103,0.42,0.85,1,5,55,0.45
2321.2612,23.8113,10.08,22.5,28.4528,82.0966,23.5625,9.425,0.42,0.75,1,5,56,0.45
2321.2612,23.8113,10.08,22.8,28.7528,82.3966,23.5625,9.425,0.42,0.76,1,5,56,0.45
2321.2612,23.8113,10.08,23.1,29.0528,82.6966,23.5625,9.425,0.42,0.77,1,5,56,0.45
2321.2612,23.8113,10.08,23.4,29.3528,82.9966,23.5625,9.425,0.42,0.78,1,5,56,0.45
2321.2612,23.8113,10.08,23.7,29.6528,83.2966,23.5625,9.425,0.42,0.79,1,5,56,0.45
2321.2612,23.8113,10.08,24,29.9528,83.5966,23.5625,9.425,0.42,0.8,1,5,56,0.45
2321.2612,23.8113,10.08,24.3,30.2528,83.8966,23.5625,9.425,0.42,0.81,1,5,56,0.45
2321.2612,23.8113,10.08,24.6,30.5528,84.1966,23.5625,9.425,0.42,0.82,1,5,56,0.45
2321.2612,23.8113,10.08,24.9,30.8528,84.4966,23.5625,9.425,0.42,0.83,1,5,56,0.45
2321.2612,23.8113,10.08,25.2,31.1528,84.7966,23.5625,9.425,0.42,0.84,1,5,56,0.45
2321.2612,23.8113,10.08,25.5,31.4528,85.0966,23.5625,9.425,0.42,0.85,1,5,56,0.45
2321.2612,23.8113,10.08,22.5,28.4528,83.1173,23.3549,9.342,0.42,0.75,1,5,57,0.45
2321.2612,23.8113,10.08,22.8,28.7528,83.4173,23.3549,9.342,0.42,0.76,1,5,57,0.45
2321.2612,23.8113,10.08,23.1,29.0528,83.7173,23.3549,9.342,0.42,0.77,1,5,57,0.45
2321.2612,23.8113,10.08,23.4,29.3528,84.0173,23.3549,9.342,0.42,0.78,1,5,57,0.45
2321.2612,23.8113,10.08,23.7,29.6528,84.3173,23.3549,9.342,0.42,0.79,1,5,57,0.45
2321.2612,23.8113,10.08,24,29.9528,84.6173,23.3549,9.342,0.42,0.8,1,5,57,0.45
2321.2612,23.8113,10.08,24.3,30.2528,84.9173,23.3549,9.342,0.42,0.81,1,5,57,0.45
2321.2612,23.8113,10.08,24.6,30.5528,85.2173,23.3549,9.342,0.42,0.82,1,5,57,0.45
2321.2612,23.8113,10.08,24.9,30.8528,85.5173,23.3549,9.342,0.42,0.83,1,5,57,0.45
2321.2612,23.8113,10.08,25.2,31.1528,85.8173,23.3549,9.342,0.42,0.84,1,5,57,0.45
2321.2612,23.8113,10.08,25.5,31.4528,86.1173,23.3549,9.342,0.42,0.85,1,5,57,0.45
2321.2612,23.8113,10.08,22.5,28.4528,84.1376,23.1527,9.2611,0.42,0.75,1,5,58,0.45
2321.2612,23.8113,10.08,22.8,28.7528,84.4376,23.1527,9.2611,0.42,0.76,1,5,58,0.45
2321.2612,23.8113,10.08,23.1,29.0528,84.7376,23.1527,9.2611,0.42,0.77,1,5,58,0.45
2321.2612,23.8113,10.08,23.4,29.3528,85.0376,23.1527,9.2611,0.42,0.78,1,5,58,0.45
2321.2612,23.8113,10.08,23.7,29.6528,85.3376,23.1527,9.2611,0.42,0.79,1,5,58,0.45
2321.2612,23.8113,10.08,24,29.9528,85.6376,23.1527,9.2611,0.42,0.8,1,5,58,0.45
2321.2612,23.8113,10.08,24.3,30.2528,85.9376,23.1527,9.2611,0.42,0.81,1,5,58,0.45
2321.2612,23.8113,10.08,24.6,30.5528,86.2376,23.1527,9.2611,0.42,0.82,1,5,58,0.45
2321.2612,23.8113,10.08,24.9,30.8528,86.5376,23.1527,9.2611,0.42,0.83,1,5,58,0.45
2321.2612,23.8113,10.08,25.2,31.1528,86.8376,23.1527,9.2611,0.42,0.84,1,5,58,0.45
2321.2612,23.8113,10.08,25.5,31.4528,87.1376,23.1527,9.2611,0.42,0.85,1,5,58,0.45
2321.2612,23.8113,10.08,22.5,28.4528,85.1573,22.9556,9.1822,0.42,0.75,1,5,59,0.45
2321.2612,23.8113,10.08,22.8,28.7528,85.4573,22.9556,9.1822,0.42,0.76,1,5,59,0.45
2321.2612,23.8113,10.08,23.1,29.0528,85.7573,22.9556,9.1822,0.42,0.77,1,5,59,0.45
2321.2612,23.8113,10.08,23.4,29.3528,86.0573,22.9556,9.1822,0.42,0.78,1,5,59,0.45
2321.2612,23.8113,10.08,23.7,29.6528,86.3573,22.9556,9.1822,0.42,0.79,1,5,59,0.45
2321.2612,23.8113,10.08,24,29.9528,86.6573,22.9556,9.1822,0.42,0.8,1,5,59,0.45
2321.2612,23.8113,10.08,24.3,30.2528,86.9573,22.9556,9.1822,0.42,0.81,1,5,59,0.45
2321.2612,23.8113,10.08,24.6,30.5528,87.2573,22.9556,9.1822,0.42,0.82,1,5,59,0.45
2321.2612,23.8113,10.08,24.9,30.8528,87.5573,22.9556,9.1822,0.42,0.83,1,5,59,0.45
2321.2612,23.8113,10.08,25.2,31.1528,87.8573,22.9556,9.1822,0.42,0.84,1,5,59,0.45
2321.2612,23.8113,10.08,25.5,31.4528,88.1573,22.9556,9.1822,0.42,0.85,1,5,59,0.45
2321.2612,23.8113,10.08,22.5,28.4528,86.1765,22.7635,9.1054,0.42,0.75,1,5,60,0.45
2321.2612,23.8113,10.08,22.8,28.7528,86.4765,22.7635,9.1054,0.42,0.76,1,5,60,0.45
2321.2612,23.8113,10.08,23.1,29.0528,86.7765,22.7635,9.1054,0.42,0.77,1,5,60,0.45
2321.2612,23.8113,10.08,23.4,29.3528,87.0765,22.7635,9.1054,0.42,0.78,1,5,60,0.45
2321.2612,23.8113,10.08,23.7,29.6528,87.3765,22.7635,9.1054,0.42,0.79,1,5,60,0.45
2321.2612,23.8113,10.08,24,29.9528,87.6765,22.7635,9.1054,0.42,0.8,1,5,60,0.45
2321.2612,23.8113,10.08,24.3,30.2528,87.9765,22.7635,9.1054,0.42,0.81,1,5,60,0.45
2321.2612,23.8113,10.08,24.6,30.5528,88.2765,22.7635,9.1054,0.42,0.82,1,5,60,0.45
2321.2612,23.8113,10.08,24.9,30.8528,88.5765,22.7635,9.1054,0.42,0.83,1,5,60,0.45
2321.2612,23.8113,10.08,25.2,31.1528,88.8765,22.7635,9.1054,0.42,0.84,1,5,60,0.45
2321.2612,23.8113,10.08,25.5,31.4528,89.1765,22.7635,9.1054,0.42,0.85,1,5,60,0.45
