sref,cref,tipChord,leadingEdgeX,cgPositionX,hTailX,hTailTipY,hTailChord,taperRatio,transitionSetbackRatio,cgPositionRatio,hTailAR,hTailLength,hTailCoeff
2347.4712,23.8777,10.56,27,32.9694,78.4065,25.6293,10.2517,0.44,0.9,1,5,48,0.45
2360.5762,23.9131,10.8,27,32.9783,78.4063,25.7198,10.2879,0.45,0.9,1,5,48,0.45
2373.6812,23.9498,11.04,27,32.9874,78.4064,25.8109,10.3243,0.46,0.9,1,5,48,0.45
2386.7862,23.9878,11.28,27,32.997,78.4067,25.9026,10.361,0.47,0.9,1,5,48,0.45
2399.8912,24.0272,11.52,27,33.0068,78.4073,25.9949,10.398,0.48,0.9,1,5,48,0.45
2412.9962,24.0679,11.76,27,33.017,78.4082,26.0878,10.4351,0.49,0.9,1,5,48,0.45
2426.1012,24.1099,12,27,33.0275,78.4093,26.1814,10.4726,0.5,0.9,1,5,48,0.45
2295.0512,23.7507,9.6,30,35.9377,81.4103,25.2741,10.1096,0.4,1,1,5,48,0.45
2308.1562,23.7803,9.84,30,35.9451,81.4089,25.3619,10.1448,0.41,1,1,5,48,0.45
2321.2612,23.8113,10.08,30,35.9528,81.4078,25.4504,10.1802,0.42,1,1,5,48,0.45
2334.3662,23.8438,10.32,30,35.961,81.407,25.5395,10.2158,0.43,1,1,5,48,0.45
2347.4712,23.8777,10.56,30,35.9694,81.4065,25.6293,10.2517,0.44,1,1,5,48,0.45
2360.5762,23.9131,10.8,30,35.9783,81.4063,25.7198,10.2879,0.45,1,1,5,48,0.45
2373.6812,23.9498,11.04,30,35.9874,81.4064,25.8109,10.3243,0.46,1,1,5,48,0.45
2386.7862,23.9878,11.28,30,35.997,81.4067,25.9026,10.361,0.47,1,1,5,48,0.45
2399.8912,24.0272,11.52,30,36.0068,81.4073,25.9949,10.398,0.48,1,1,5,48,0.45
2412.9962,24.0679,11.76,30,36.017,81.4082,26.0878,10.4351,0.49,1,1,5,48,0.45
2426.1012,24.1099,12,30,36.0275,81.4093,26.1814,10.4726,0.5,1,1,5,48,0.45
2295.0512,23.7507,9.6,18,23.9377,73.5094,24.2825,9.713,0.4,0.6,1,5,52,0.45
2308.1562,23.7803,9.84,18,23.9451,73.5084,24.3669,9.7468,0.41,0.6,1,5,52,0.45
2321.2612,23.8113,10.08,18,23.9528,73.5076,24.4519,9.7808,0.42,0.6,1,5,52,0.45
2334.3662,23.8438,10.32,18,23.961,73.5072,24.5376,9.815,0.43,0.6,1,5,52,0.45
2347.4712,23.8777,10.56,18,23.9694,73.507,24.6239,9.8495,0.44,0.6,1,5,52,0.45
2360.5762,23.9131,10.8,18,23.9783,73.5072,24.7108,9.8843,0.45,0.6,1,5,52,0.45
2373.6812,23.9498,11.04,18,23.9874,73.5076,24.7983,9.9193,0.46,0.6,1,5,52,0.45
2386.7862,23.9878,11.28,18,23.997,73.5083,24.8864,9.9546,0.47,0.6,1,5,52,0.45
2399.8912,24.0272,11.52,18,24.0068,73.5093,24.9751,9.99,0.48,0.6,1,5,52,0.45
2412.9962,24.0679,11.76,18,24.017,73.5105,25.0644,10.0258,0.49,0.6,1,5,52,0.45
2426.1012,24.1099,12,18,24.0275,73.512,25.1543,10.0617,0.5,0.6,1,5,52,0.45
2295.0512,23.7507,9.6,21,26.9377,76.5094,24.2825,9.713,0.4,0.7,1,5,52,0.45
2308.1562,23.7803,9.84,21,26.9451,76.5084,24.3669,9.7468,0.41,0.7,1,5,52,0.45
2321.2612,23.8113,10.08,21,26.9528,76.5076,24.4519,9.7808,0.42,0.7,1,5,52,0.45
2334.3662,23.8438,10.32,21,26.961,76.5072,24.5376,9.815,0.43,0.7,1,5,52,0.45
2347.4712,23.8777,10.56,21,26.9694,76.507,24.6239,9.8495,0.44,0.7,1,5,52,0.45
2360.5762,23.9131,10.8,21,26.9783,76.5072,24.7108,9.8843,0.45,0.7,1,5,52,0.45
2373.6812,23.9498,11.04,21,26.9874,76.5076,24.7983,9.9193,0.46,0.7,1,5,52,0.45
2386.7862,23.9878,11.28,21,26.997,76.5083,24.8864,9.9546,0.47,0.7,1,5,52,0.45
2399.8912,24.0272,11.52,21,27.0068,76.5093,24.9751,9.99,0.48,0.7,1,5,52,0.45
2412.9962,24.0679,11.76,21,27.017,76.5105,25.0644,10.0258,0.49,0.7,1,5,52,0.45
2426.1012,24.1099,12,21,27.0275,76.512,25.1543,10.0617,0.5,0.7,1,5,52,0.45
2295.0512,23.7507,9.6,24,29.9377,79.5094,24.2825,9.713,0.4,0.8,1,5,52,0.45
2308.1562,23.7803,9.84,24,29.9451,79.5084,24.3669,9.7468,0.41,0.8,1,5,52,0.45
2321.2612,23.8113,10.08,24,29.9528,79.5076,24.4519,9.7808,0.42,0.8,1,5,52,0.45
2334.3662,23.8438,10.32,24,29.961,79.5072,24.5376,9.815,0.43,0.8,1,5,52,0.45
2347.4712,23.8777,10.56,24,29.9694,79.507,24.6239,9.8495,0.44,0.8,1,5,52,0.45
2360.5762,23.9131,10.8,24,29.9783,79.5072,24.7108,9.8843,0.45,0.8,1,5,52,0.45
2373.6812,23.9498,11.04,24,29.9874,79.5076,24.7983,9.9193,0.46,0.8,1,5,52,0.45
2386.7862,23.9878,11.28,24,29.997,79.5083,24.8864,9.9546,0.47,0.8,1,5,52,0.45
2399.8912,24.0272,11.52,24,30.0068,79.5093,24.9751,9.99,0.48,0.8,1,5,52,0.45
2412.9962,24.0679,11.76,24,30.017,79.5105,25.0644,10.0258,0.49,0.8,1,5,52,0.45
2426.1012,24.1099,12,24,30.0275,79.512,25.1543,10.0617,0.5,0.8,1,5,52,0.45
2295.0512,23.7507,9.6,27,32.9377,82.5094,24.2825,9.713,0.4,0.9,1,5,52,0.45
2308.1562,23.7803,9.84,27,32.9451,82.5084,24.3669,9.7468,0.41,0.9,1,5,52,0.45
2321.2612,23.8113,10.08,27,32.9528,82.5076,24.4519,9.7808,0.42,0.9,1,5,52,0.45
2334.3662,23.8438,10.32,27,32.961,82.5072,24.5376,9.815,0.43,0.9,1,5,52,0.45
2347.4712,23.8777,10.56,27,32.9694,82.507,24.6239,9.8495,0.44,0.9,1,5,52,0.45
2360.5762,23.9131,10.8,27,32.9783,82.5072,24.7108,9.8843,0.45,0.9,1,5,52,0.45
2373.6812,23.9498,11.04,27,32.9874,82.5076,24.7983,9.9193,0.46,0.9,1,5,52,0.45
2386.7862,23.9878,11.28,27,32.997,82.5083,24.8864,9.9546,0.47,0.9,1,5,52,0.45
2399.8912,24.0272,11.52,27,33.0068,82.5093,24.9751,9.99,0.48,0.9,1,5,52,0.45
2412.9962,24.0679,11.76,27,33.017,82.5105,25.0644,10.0258,0.49,0.9,1,5,52,0.45
2426.1012,24.1099,12,27,33.0275,82.512,25.1543,10.0617,0.5,0.9,1,5,52,0.45
2295.0512,23.7507,9.6,30,35.9377,85.5094,24.2825,9.713,0.4,1,1,5,52,0.45
2308.1562,23.7803,9.84,30,35.9451,85.5084,24.3669,9.7468,0.41,1,1,5,52,0.45
2321.2612,23.8113,10.08,30,35.9528,85.5076,24.4519,9.7808,0.42,1,1,5,52,0.45
2334.3662,23.8438,10.32,30,35.961,85.5072,24.5376,9.815,0.43,1,1,5,52,0.45
2347.4712,23.8777,10.56,30,35.9694,85.507,24.6239,9.8495,0.44,1,1,5,52,0.45
2360.5762,23.9131,10.8,30,35.9783,85.5072,24.7108,9.8843,0.45,1,1,5,52,0.45
2373.6812,23.9498,11.04,30,35.9874,85.5076,24.7983,9.9193,0.46,1,1,5,52,0.45
2386.7862,23.9878,11.28,30,35.997,85.5083,24.8864,9.9546,0.47,1,1,5,52,0.45
2399.8912,24.0272,11.52,30,36.0068,85.5093,24.9751,9.99,0.48,1,1,5,52,0.45
2412.9962,24.0679,11.76,30,36.017,85.5105,25.0644,10.0258,0.49,1,1,5,52,0.45
2426.1012,24.1099,12,30,36.0275,85.512,25.1543,10.0617,0.5,1,1,5,52,0.45
2295.0512,23.7507,9.6,18,23.9377,77.5978,23.3992,9.3597,0.4,0.6,1,5,56,0.45
2308.1562,23.7803,9.84,18,23.9451,77.597,23.4806,9.3922,0.41,0.6,1,5,56,0.45
2321.2612,23.8113,10.08,18,23.9528,77.5966,23.5625,9.425,0.42,0.6,1,5,56,0.45
2334.3662,23.8438,10.32,18,23.961,77.5965,23.645,9.458,0.43,0.6,1,5,56,0.45
2347.4712,23.8777,10.56,18,23.9694,77.5966,23.7282,9.4913,0.44,0.6,1,5,56,0.45
2360.5762,23.9131,10.8,18,23.9783,77.5971,23.8119,9.5248,0.45,0.6,1,5,56,0.45
2373.6812,23.9498,11.04,18,23.9874,77.5978,23.8962,9.5585,0.46,0.6,1,5,56,0.45
2386.7862,23.9878,11.28,18,23.997,77.5988,23.9811,9.5924,0.47,0.6,1,5,56,0.45
2399.8912,24.0272,11.52,18,24.0068,77.6001,24.0666,9.6266,0.48,0.6,1,5,56,0.45
2412.9962,24.0679,11.76,18,24.017,77.6017,24.1526,9.6611,0.49,0.6,1,5,56,0.45
2426.1012,24.1099,12,18,24.0275,77.6035,24.2392,9.6957,0.5,0.6,1,5,56,0.45
2295.0512,23.7507,9.6,21,26.9377,80.5978,23.3992,9.3597,0.4,0.7,1,5,56,0.45
2308.1562,23.7803,9.84,21,26.9451,80.597,23.4806,9.3922,0.41,0.7,1,5,56,0.45
2321.2612,23.8113,10.08,21,26.9528,80.5966,23.5625,9.425,0.42,0.7,1,5,56,0.45
2334.3662,23.8438,10.32,21,26.961,80.5965,23.645,9.458,0.43,0.7,1,5,56,0.45
2347.4712,23.8777,10.56,21,26.9694,80.5966,23.7282,9.4913,0.44,0.7,1,5,56,0.45
2360.5762,23.9131,10.8,21,26.9783,80.5971,23.8119,9.5248,0.45,0.7,1,5,56,0.45
2373.6812,23.9498,11.04,21,26.9874,80.5978,23.8962,9.5585,0.46,0.7,1,5,56,0.45
2386.7862,23.9878,11.28,21,26.997,80.5988,23.9811,9.5924,0.47,0.7,1,5,56,0.45
2399.8912,24.0272,11.52,21,27.0068,80.6001,24.0666,9.6266,0.48,0.7,1,5,56,0.45
2412.9962,24.0679,11.76,21,27.017,80.6017,24.1526,9.6611,0.49,0.7,1,5,56,0.45
2426.1012,24.1099,12,21,27.0275,80.6035,24.2392,9.6957,0.5,0.7,1,5,56,0.45
2295.0512,23.7507,9.6,24,29.9377,83.5978,23.3992,9.3597,0.4,0.8,1,5,56,0.45
2308.1562,23.7803,9.84,24,29.9451,83.597,23.4806,9.3922,0.41,0.8,1,5,56,0.45
2321.2612,23.8113,10.08,24,29.9528,83.5966,23.5625,9.425,0.42,0.8,1,5,56,0.45
2334.3662,23.8438,10.32,24,29.961,83.5965,23.645,9.458,0.43,0.8,1,5,56,0.45
2347.4712,23.8777,10.56,24,29.9694,83.5966,23.7282,9.4913,0.44,0.8,1,5,56,0.45
2360.5762,23.9131,10.8,24,29.9783,83.5971,23.8119,9.5248,0.45,0.8,1,5,56,0.45
2373.6812,23.9498,11.04,24,29.9874,83.5978,23.8962,9.5585,0.46,0.8,1,5,56,0.45
2386.7862,23.9878,11.28,24,29.997,83.5988,23.9811,9.5924,0.47,0.8,1,5,56,0.45
2399.8912,24.0272,11.52,24,30.0068,83.6001,24.0666,9.6266,0.48,0.8,1,5,56,0.45
2412.9962,24.0679,11.76,24,30.017,83.6017,24.1526,9.6611,0.49,0.8,1,5,56,0.45
2426.1012,24.1099,12,24,30.0275,83.6035,24.2392,9.6957,0.5,0.8,1,5,56,0.45
2295.0512,23.7507,9.6,27,32.9377,86.5978,23.3992,9.3597,0.4,0.9,1,5,56,0.45
2308.1562,23.7803,9.84,27,32.9451,86.597,23.4806,9.3922,0.41,0.9,1,5,56,0.45
2321.2612,23.8113,10.08,27,32.9528,86.5966,23.5625,9.425,0.42,0.9,1,5,56,0.45
2334.3662,23.8438,10.32,27,32.961,86.5965,23.645,9.458,0.43,0.9,1,5,56,0.45
2347.4712,23.8777,10.56,27,32.9694,86.5966,23.7282,9.4913,0.44,0.9,1,5,56,0.45
2360.5762,23.9131,10.8,27,32.9783,86.5971,23.8119,9.5248,0.45,0.9,1,5,56,0.45
2373.6812,23.9498,11.04,27,32.9874,86.5978,23.8962,9.5585,0.46,0.9,1,5,56,0.45
2386.7862,23.9878,11.28,27,32.997,86.5988,23.9811,9.5924,0.47,0.9,1,5,56,0.45
2399.8912,24.0272,11.52,27,33.0068,86.6001,24.0666,9.6266,0.48,0.9,1,5,56,0.45
2412.9962,24.0679,11.76,27,33.017,86.6017,24.1526,9.6611,0.49,0.9,1,5,56,0.45
2426.1012,24.1099,12,27,33.0275,86.6035,24.2392,9.6957,0.5,0.9,1,5,56,0.45
2295.0512,23.7507,9.6,30,35.9377,89.5978,23.3992,9.3597,0.4,1,1,5,56,0.45
2308.1562,23.7803,9.84,30,35.9451,89.597,23.4806,9.3922,0.41,1,1,5,56,0.45
2321.2612,23.8113,10.08,30,35.9528,89.5966,23.5625,9.425,0.42,1,1,5,56,0.45
2334.3662,23.8438,10.32,30,35.961,89.5965,23.645,9.458,0.43,1,1,5,56,0.45
2347.4712,23.8777,10.56,30,35.9694,89.5966,23.7282,9.4913,0.44,1,1,5,56,0.45
2360.5762,23.9131,10.8,30,35.9783,89.5971,23.8119,9.5248,0.45,1,1,5,56,0.45
2373.6812,23.9498,11.04,30,35.9874,89.5978,23.8962,9.5585,0.46,1,1,5,56,0.45
2386.7862,23.9878,11.28,30,35.997,89.5988,23.9811,9.5924,0.47,1,1,5,56,0.45
2399.8912,24.0272,11.52,30,36.0068,89.6001,24.0666,9.6266,0.48,1,1,5,56,0.45
2412.9962,24.0679,11.76,30,36.017,89.6017,24.1526,9.6611,0.49,1,1,5,56,0.45
2426.1012,24.1099,12,30,36.0275,89.6035,24.2392,9.6957,0.5,1,1,5,56,0.45
2295.0512,23.7507,9.6,18,23.9377,81.6771,22.6058,9.0423,0.4,0.6,1,5,60,0.45
2308.1562,23.7803,9.84,18,23.9451,81.6766,22.6844,9.0737,0.41,0.6,1,5,60,0.45
2321.2612,23.8113,10.08,18,23.9528,81.6765,22.7635,9.1054,0.42,0.6,1,5,60,0.45
2334.3662,23.8438,10.32,18,23.961,81.6766,22.8433,9.1373,0.43,0.6,1,5,60,0.45
2347.4712,23.8777,10.56,18,23.9694,81.6771,22.9236,9.1694,0.44,0.6,1,5,60,0.45
2360.5762,23.9131,10.8,18,23.9783,81.6778,23.0045,9.2018,0.45,0.6,1,5,60,0.45
2373.6812,23.9498,11.04,18,23.9874,81.6788,23.0859,9.2344,0.46,0.6,1,5,60,0.45
2386.7862,23.9878,11.28,18,23.997,81.6802,23.168,9.2672,0.47,0.6,1,5,60,0.45
2399.8912,24.0272,11.52,18,24.0068,81.6817,23.2505,9.3002,0.48,0.6,1,5,60,0.45
2412.9962,24.0679,11.76,18,24.017,81.6836,23.3337,9.3335,0.49,0.6,1,5,60,0.45
2426.1012,24.1099,12,18,24.0275,81.6857,23.4173,9.3669,0.5,0.6,1,5,60,0.45
2295.0512,23.7507,9.6,21,26.9377,84.6771,22.6058,9.0423,0.4,0.7,1,5,60,0.45
2308.1562,23.7803,9.84,21,26.9451,84.6766,22.6844,9.0737,0.41,0.7,1,5,60,0.45
2321.2612,23.8113,10.08,21,26.9528,84.6765,22.7635,9.1054,0.42,0.7,1,5,60,0.45
2334.3662,23.8438,10.32,21,26.961,84.6766,22.8433,9.1373,0.43,0.7,1,5,60,0.45
2347.4712,23.8777,10.56,21,26.9694,84.6771,22.9236,9.1694,0.44,0.7,1,5,60,0.45
2360.5762,23.9131,10.8,21,26.9783,84.6778,23.0045,9.2018,0.45,0.7,1,5,60,0.45
2373.6812,23.9498,11.04,21,26.9874,84.6788,23.0859,9.2344,0.46,0.7,1,5,60,0.45
2386.7862,23.9878,11.28,21,26.997,84.6802,23.168,9.2672,0.47,0.7,1,5,60,0.45
2399.8912,24.0272,11.52,21,27.0068,84.6817,23.2505,9.3002,0.48,0.7,1,5,60,0.45
2412.9962,24.0679,11.76,21,27.017,84.6836,23.3337,9.3335,0.49,0.7,1,5,60,0.45
2426.1012,24.1099,12,21,27.0275,84.6857,23.4173,9.3669,0.5,0.7,1,5,60,0.45
2295.0512,23.7507,9.6,24,29.9377,87.6771,22.6058,9.0423,0.4,0.8,1,5,60,0.45
2308.1562,23.7803,9.84,24,29.9451,87.6766,22.6844,9.0737,0.41,0.8,1,5,60,0.45
2321.2612,23.8113,10.08,24,29.9528,87.6765,22.7635,9.1054,0.42,0.8,1,5,60,0.45
2334.3662,23.8438,10.32,24,29.961,87.6766,22.8433,9.1373,0.43,0.8,1,5,60,0.45
2347.4712,23.8777,10.56,24,29.9694,87.6771,22.9236,9.1694,0.44,0.8,1,5,60,0.45
2360.5762,23.9131,10.8,24,29.9783,87.6778,23.0045,9.2018,0.45,0.8,1,5,60,0.45
2373.6812,23.9498,11.04,24,29.9874,87.6788,23.0859,9.2344,0.46,0.8,1,5,60,0.45
2386.7862,23.9878,11.28,24,29.997,87.6802,23.168,9.2672,0.47,0.8,1,5,60,0.45
2399.8912,24.0272,11.52,24,30.0068,87.6817,23.2505,9.3002,0.48,0.8,1,5,60,0.45
2412.9962,24.0679,11.76,24,30.017,87.6836,23.3337,9.3335,0.49,0.8,1,5,60,0.45
2426.1012,24.1099,12,24,30.0275,87.6857,23.4173,9.3669,0.5,0.8,1,5,60,0.45
2295.0512,23.7507,9.6,27,32.9377,90.6771,22.6058,9.0423,0.4,0.9,1,5,60,0.45
2308.1562,23.7803,9.84,27,32.9451,90.6766,22.6844,9.0737,0.41,0.9,1,5,60,0.45
2321.2612,23.8113,10.08,27,32.9528,90.6765,22.7635,9.1054,0.42,0.9,1,5,60,0.45
2334.3662,23.8438,10.32,27,32.961,90.6766,22.8433,9.1373,0.43,0.9,1,5,60,0.45
2347.4712,23.8777,10.56,27,32.9694,90.6771,22.9236,9.1694,0.44,0.9,1,5,60,0.45
2360.5762,23.9131,10.8,27,32.9783,90.6778,23.0045,9.2018,0.45,0.9,1,5,60,0.45
2373.6812,23.9498,11.04,27,32.9874,90.6788,23.0859,9.2344,0.46,0.9,1,5,60,0.45
2386.7862,23.9878,11.28,27,32.997,90.6802,23.168,9.2672,0.47,0.9,1,5,60,0.45
2399.8912,24.0272,11.52,27,33.0068,90.6817,23.2505,9.3002,0.48,0.9,1,5,60,0.45
2412.9962,24.0679,11.76,27,33.017,90.6836,23.3337,9.3335,0.49,0.9,1,5,60,0.45
2426.1012,24.1099,12,27,33.0275,90.6857,23.4173,9.3669,0.5,0.9,1,5,60,0.45
2295.0512,23.7507,9.6,30,35.9377,93.6771,22.6058,9.0423,0.4,1,1,5,60,0.45
2308.1562,23.7803,9.84,30,35.9451,93.6766,22.6844,9.0737,0.41,1,1,5,60,0.45
2321.2612,23.8113,10.08,30,35.9528,93.6765,22.7635,9.1054,0.42,1,1,5,60,0.45
2334.3662,23.8438,10.32,30,35.961,93.6766,22.8433,9.1373,0.43,1,1,5,60,0.45
2347.4712,23.8777,10.56,30,35.9694,93.6771,22.9236,9.1694,0.44,1,1,5,60,0.45
2360.5762,23.9131,10.8,30,35.9783,93.6778,23.0045,9.2018,0.45,1,1,5,60,0.45
2373.6812,23.9498,11.04,30,35.9874,93.6788,23.0859,9.2344,0.46,1,1,5,60,0.45
2386.7862,23.9878,11.28,30,35.997,93.6802,23.168,9.2672,0.47,1,1,5,60,0.45
2399.8912,24.0272,11.52,30,36.0068,93.6817,23.2505,9.3002,0.48,1,1,5,60,0.45
2412.9962,24.0679,11.76,30,36.017,93.6836,23.3337,9.3335,0.49,1,1,5,60,0.45
2426.1012,24.1099,12,30,36.0275,93.6857,23.4173,9.3669,0.5,1,1,5,60,0.45
2295.0512,23.7507,9.6,18,23.9377,69.2736,26.6412,10.6565,0.4,0.6,1,5,48,0.5
2308.1562,23.7803,9.84,18,23.9451,69.2717,26.7338,10.6935,0.41,0.6,1,5,48,0.5
2321.2612,23.8113,10.08,18,23.9528,69.2701,26.8271,10.7308,0.42,0.6,1,5,48,0.5
2334.3662,23.8438,10.32,18,23.961,69.2689,26.921,10.7684,0.43,0.6,1,5,48,0.5
2347.4712,23.8777,10.56,18,23.9694,69.2679,27.0157,10.8063,0.44,0.6,1,5,48,0.5
2360.5762,23.9131,10.8,18,23.9783,69.2672,27.111,10.8444,0.45,0.6,1,5,48,0.5
2373.6812,23.9498,11.04,18,23.9874,69.2667,27.207,10.8828,0.46,0.6,1,5,48,0.5
2386.7862,23.9878,11.28,18,23.997,69.2666,27.3037,10.9215,0.47,0.6,1,5,48,0.5
2399.8912,24.0272,11.52,18,24.0068,69.2667,27.401,10.9604,0.48,0.6,1,5,48,0.5
2412.9962,24.0679,11.76,18,24.017,69.2671,27.499,10.9996,0.49,0.6,1,5,48,0.5
2426.1012,24.1099,12,18,24.0275,69.2677,27.5976,11.039,0.5,0.6,1,5,48,0.5
2295.0512,23.7507,9.6,21,26.9377,72.2736,26.6412,10.6565,0.4,0.7,1,5,48,0.5
2308.1562,23.7803,9.84,21,26.9451,72.2717,26.7338,10.6935,0.41,0.7,1,5,48,0.5
2321.2612,23.8113,10.08,21,26.9528,72.2701,26.8271,10.7308,0.42,0.7,1,5,48,0.5
2334.3662,23.8438,10.32,21,26.961,72.2689,26.921,10.7684,0.43,0.7,1,5,48,0.5
2347.4712,23.8777,10.56,21,26.9694,72.2679,27.0157,10.8063,0.44,0.7,1,5,48,0.5
2360.5762,23.9131,10.8,21,26.9783,72.2672,27.111,10.8444,0.45,0.7,1,5,48,0.5
2373.6812,23.9498,11.04,21,26.9874,72.2667,27.207,10.8828,0.46,0.7,1,5,48,0.5
2386.7862,23.9878,11.28,21,26.997,72.2666,27.3037,10.9215,0.47,0.7,1,5,48,0.5
2399.8912,24.0272,11.52,21,27.0068,72.2667,27.401,10.9604,0.48,0.7,1,5,48,0.5
2412.9962,24.0679,11.76,21,27.017,72.2671,27.499,10.9996,0.49,0.7,1,5,48,0.5
2426.1012,24.1099,12,21,27.0275,72.2677,27.5976,11.039,0.5,0.7,1,5,48,0.5
2295.0512,23.7507,9.6,24,29.9377,75.2736,26.6412,10.6565,0.4,0.8,1,5,48,0.5
2308.1562,23.7803,9.84,24,29.9451,75.2717,26.7338,10.6935,0.41,0.8,1,5,48,0.5
2321.2612,23.8113,10.08,24,29.9528,75.2701,26.8271,10.7308,0.42,0.8,1,5,48,0.5
2334.3662,23.8438,10.32,24,29.961,75.2689,26.921,10.7684,0.43,0.8,1,5,48,0.5
2347.4712,23.8777,10.56,24,29.9694,75.2679,27.0157,10.8063,0.44,0.8,1,5,48,0.5
2360.5762,23.9131,10.8,24,29.9783,75.2672,27.111,10.8444,0.45,0.8,1,5,48,0.5
2373.6812,23.9498,11.04,24,29.9874,75.2667,27.207,10.8828,0.46,0.8,1,5,48,0.5
2386.7862,23.9878,11.28,24,29.997,75.2666,27.3037,10.9215,0.47,0.8,1,5,48,0.5
2399.8912,24.0272,11.52,24,30.0068,75.2667,27.401,10.9604,0.48,0.8,1,5,48,0.5
2412.9962,24.0679,11.76,24,30.017,75.2671,27.499,10.9996,0.49,0.8,1,5,48,0.5
2426.1012,24.1099,12,24,30.0275,75.2677,27.5976,11.039,0.5,0.8,1,5,48,0.5
2295.0512,23.7507,9.6,27,32.9377,78.2736,26.6412,10.6565,0.4,0.9,1,5,48,0.5
2308.1562,23.7803,9.84,27,32.9451,78.2717,26.7338,10.6935,0.41,0.9,1,5,48,0.5
2321.2612,23.8113,10.08,27,32.9528,78.2701,26.8271,10.7308,0.42,0.9,1,5,48,0.5
