sref,cref,bref,tipChord,leadingEdgeX,transitionEndY,fuselageLength,fuselageEndY,taperRatio,transitionWidth,transitionSetbackRatio
2032.9529,23.5123,119.4,4.8,18,5.0959,54,2.0959,0.2,3,0.6
2557.1526,24.5963,119.4,14.4,19.5,5.0959,54,2.0959,0.6,3,0.65
2544.0476,24.5425,119.4,14.16,19.5,5.0959,54,2.0959,0.59,3,0.65
2530.9426,24.4898,119.4,13.92,19.5,5.0959,54,2.0959,0.58,3,0.65
2517.8376,24.4382,119.4,13.68,19.5,5.0959,54,2.0959,0.57,3,0.65
2504.7326,24.3877,119.4,13.44,19.5,5.0959,54,2.0959,0.56,3,0.65
2491.6276,24.3384,119.4,13.2,19.5,5.0959,54,2.0959,0.55,3,0.65
2478.5226,24.2903,119.4,12.96,19.5,5.0959,54,2.0959,0.54,3,0.65
2465.4176,24.2434,119.4,12.72,19.5,5.0959,54,2.0959,0.53,3,0.65
2452.3126,24.1976,119.4,12.48,19.5,5.0959,54,2.0959,0.52,3,0.65
2439.2077,24.1531,119.4,12.24,19.5,5.0959,54,2.0959,0.51,3,0.65
2426.1027,24.1099,119.4,12,19.5,5.0959,54,2.0959,0.5,3,0.65
2412.9977,24.0679,119.4,11.76,19.5,5.0959,54,2.0959,0.49,3,0.65
2399.8927,24.0272,119.4,11.52,19.5,5.0959,54,2.0959,0.48,3,0.65
2386.7877,23.9878,119.4,11.28,19.5,5.0959,54,2.0959,0.47,3,0.65
2373.6827,23.9498,119.4,11.04,19.5,5.0959,54,2.0959,0.46,3,0.65
2360.5777,23.9131,119.4,10.8,19.5,5.0959,54,2.0959,0.45,3,0.65
2347.4727,23.8778,119.4,10.56,19.5,5.0959,54,2.0959,0.44,3,0.65
2334.3677,23.8439,119.4,10.32,19.5,5.0959,54,2.0959,0.43,3,0.65
2321.2627,23.8114,119.4,10.08,19.5,5.0959,54,2.0959,0.42,3,0.65
2308.1577,23.7803,119.4,9.84,19.5,5.0959,54,2.0959,0.41,3,0.65
2295.0528,23.7507,119.4,9.6,19.5,5.0959,54,2.0959,0.4,3,0.65
2281.9478,23.7226,119.4,9.36,19.5,5.0959,54,2.0959,0.39,3,0.65
2268.8428,23.6961,119.4,9.12,19.5,5.0959,54,2.0959,0.38,3,0.65
2255.7378,23.6711,119.4,8.88,19.5,5.0959,54,2.0959,0.37,3,0.65
2242.6328,23.6477,119.4,8.64,19.5,5.0959,54,2.0959,0.36,3,0.65
2229.5278,23.6258,119.4,8.4,19.5,5.0959,54,2.0959,0.35,3,0.65
2216.4228,23.6057,119.4,8.16,19.5,5.0959,54,2.0959,0.34,3,0.65
2203.3178,23.5871,119.4,7.92,19.5,5.0959,54,2.0959,0.33,3,0.65
2190.2128,23.5703,119.4,7.68,19.5,5.0959,54,2.0959,0.32,3,0.65
2177.1078,23.5552,119.4,7.44,19.5,5.0959,54,2.0959,0.31,3,0.65
2164.0028,23.5418,119.4,7.2,19.5,5.0959,54,2.0959,0.3,3,0.65
2150.8979,23.5303,119.4,6.96,19.5,5.0959,54,2.0959,0.29,3,0.65
2137.7929,23.5205,119.4,6.72,19.5,5.0959,54,2.0959,0.28,3,0.65
2124.6879,23.5126,119.4,6.48,19.5,5.0959,54,2.0959,0.27,3,0.65
2111.5829,23.5066,119.4,6.24,19.5,5.0959,54,2.0959,0.26,3,0.65
2098.4779,23.5026,119.4,6,19.5,5.0959,54,2.0959,0.25,3,0.65
2085.3729,23.5004,119.4,5.76,19.5,5.0959,54,2.0959,0.24,3,0.65
2072.2679,23.5003,119.4,5.52,19.5,5.0959,54,2.0959,0.23,3,0.65
2059.1629,23.5022,119.4,5.28,19.5,5.0959,54,2.0959,0.22,3,0.65
2046.0579,23.5062,119.4,5.04,19.5,5.0959,54,2.0959,0.21,3,0.65
2032.9529,23.5123,119.4,4.8,19.5,5.0959,54,2.0959,0.2,3,0.65
2557.1526,24.5963,119.4,14.4,21,5.0959,54,2.0959,0.6,3,0.7
2544.0476,24.5425,119.4,14.16,21,5.0959,54,2.0959,0.59,3,0.7
2530.9426,24.4898,119.4,13.92,21,5.0959,54,2.0959,0.58,3,0.7
2517.8376,24.4382,119.4,13.68,21,5.0959,54,2.0959,0.57,3,0.7
2504.7326,24.3877,119.4,13.44,21,5.0959,54,2.0959,0.56,3,0.7
2491.6276,24.3384,119.4,13.2,21,5.0959,54,2.0959,0.55,3,0.7
2478.5226,24.2903,119.4,12.96,21,5.0959,54,2.0959,0.54,3,0.7
2465.4176,24.2434,119.4,12.72,21,5.0959,54,2.0959,0.53,3,0.7
2452.3126,24.1976,119.4,12.48,21,5.0959,54,2.0959,0.52,3,0.7
2439.2077,24.1531,119.4,12.24,21,5.0959,54,2.0959,0.51,3,0.7
2426.1027,24.1099,119.4,12,21,5.0959,54,2.0959,0.5,3,0.7
2412.9977,24.0679,119.4,11.76,21,5.0959,54,2.0959,0.49,3,0.7
2399.8927,24.0272,119.4,11.52,21,5.0959,54,2.0959,0.48,3,0.7
2386.7877,23.9878,119.4,11.28,21,5.0959,54,2.0959,0.47,3,0.7
2373.6827,23.9498,119.4,11.04,21,5.0959,54,2.0959,0.46,3,0.7
2360.5777,23.9131,119.4,10.8,21,5.0959,54,2.0959,0.45,3,0.7
2347.4727,23.8778,119.4,10.56,21,5.0959,54,2.0959,0.44,3,0.7
2334.3677,23.8439,119.4,10.32,21,5.0959,54,2.0959,0.43,3,0.7
2321.2627,23.8114,119.4,10.08,21,5.0959,54,2.0959,0.42,3,0.7
2308.1577,23.7803,119.4,9.84,21,5.0959,54,2.0959,0.41,3,0.7
2295.0528,23.7507,119.4,9.6,21,5.0959,54,2.0959,0.4,3,0.7
2281.9478,23.7226,119.4,9.36,21,5.0959,54,2.0959,0.39,3,0.7
2268.8428,23.6961,119.4,9.12,21,5.0959,54,2.0959,0.38,3,0.7
2255.7378,23.6711,119.4,8.88,21,5.0959,54,2.0959,0.37,3,0.7
2242.6328,23.6477,119.4,8.64,21,5.0959,54,2.0959,0.36,3,0.7
2229.5278,23.6258,119.4,8.4,21,5.0959,54,2.0959,0.35,3,0.7
2216.4228,23.6057,119.4,8.16,21,5.0959,54,2.0959,0.34,3,0.7
2203.3178,23.5871,119.4,7.92,21,5.0959,54,2.0959,0.33,3,0.7
2190.2128,23.5703,119.4,7.68,21,5.0959,54,2.0959,0.32,3,0.7
2177.1078,23.5552,119.4,7.44,21,5.0959,54,2.0959,0.31,3,0.7
2164.0028,23.5418,119.4,7.2,21,5.0959,54,2.0959,0.3,3,0.7
2150.8979,23.5303,119.4,6.96,21,5.0959,54,2.0959,0.29,3,0.7
2137.7929,23.5205,119.4,6.72,21,5.0959,54,2.0959,0.28,3,0.7
2124.6879,23.5126,119.4,6.48,21,5.0959,54,2.0959,0.27,3,0.7
2111.5829,23.5066,119.4,6.24,21,5.0959,54,2.0959,0.26,3,0.7
2098.4779,23.5026,119.4,6,21,5.0959,54,2.0959,0.25,3,0.7
2085.3729,23.5004,119.4,5.76,21,5.0959,54,2.0959,0.24,3,0.7
2072.2679,23.5003,119.4,5.52,21,5.0959,54,2.0959,0.23,3,0.7
2059.1629,23.5022,119.4,5.28,21,5.0959,54,2.0959,0.22,3,0.7
2046.0579,23.5062,119.4,5.04,21,5.0959,54,2.0959,0.21,3,0.7
2032.9529,23.5123,119.4,4.8,21,5.0959,54,2.0959,0.2,3,0.7
2557.1526,24.5963,119.4,14.4,22.5,5.0959,54,2.0959,0.6,3,0.75
2544.0476,24.5425,119.4,14.16,22.5,5.0959,54,2.0959,0.59,3,0.75
2530.9426,24.4898,119.4,13.92,22.5,5.0959,54,2.0959,0.58,3,0.75
2517.8376,24.4382,119.4,13.68,22.5,5.0959,54,2.0959,0.57,3,0.75
2504.7326,24.3877,119.4,13.44,22.5,5.0959,54,2.0959,0.56,3,0.75
2491.6276,24.3384,119.4,13.2,22.5,5.0959,54,2.0959,0.55,3,0.75
2478.5226,24.2903,119.4,12.96,22.5,5.0959,54,2.0959,0.54,3,0.75
2465.4176,24.2434,119.4,12.72,22.5,5.0959,54,2.0959,0.53,3,0.75
2452.3126,24.1976,119.4,12.48,22.5,5.0959,54,2.0959,0.52,3,0.75
2439.2077,24.1531,119.4,12.24,22.5,5.0959,54,2.0959,0.51,3,0.75
2426.1027,24.1099,119.4,12,22.5,5.0959,54,2.0959,0.5,3,0.75
2412.9977,24.0679,119.4,11.76,22.5,5.0959,54,2.0959,0.49,3,0.75
2399.8927,24.0272,119.4,11.52,22.5,5.0959,54,2.0959,0.48,3,0.75
2386.7877,23.9878,119.4,11.28,22.5,5.0959,54,2.0959,0.47,3,0.75
2373.6827,23.9498,119.4,11.04,22.5,5.0959,54,2.0959,0.46,3,0.75
2360.5777,23.9131,119.4,10.8,22.5,5.0959,54,2.0959,0.45,3,0.75
2347.4727,23.8778,119.4,10.56,22.5,5.0959,54,2.0959,0.44,3,0.75
2334.3677,23.8439,119.4,10.32,22.5,5.0959,54,2.0959,0.43,3,0.75
2321.2627,23.8114,119.4,10.08,22.5,5.0959,54,2.0959,0.42,3,0.75
2308.1577,23.7803,119.4,9.84,22.5,5.0959,54,2.0959,0.41,3,0.75
2295.0528,23.7507,119.4,9.6,22.5,5.0959,54,2.0959,0.4,3,0.75
2281.9478,23.7226,119.4,9.36,22.5,5.0959,54,2.0959,0.39,3,0.75
2268.8428,23.6961,119.4,9.12,22.5,5.0959,54,2.0959,0.38,3,0.75
2255.7378,23.6711,119.4,8.88,22.5,5.0959,54,2.0959,0.37,3,0.75
2242.6328,23.6477,119.4,8.64,22.5,5.0959,54,2.0959,0.36,3,0.75
2229.5278,23.6258,119.4,8.4,22.5,5.0959,54,2.0959,0.35,3,0.75
2216.4228,23.6057,119.4,8.16,22.5,5.0959,54,2.0959,0.34,3,0.75
2203.3178,23.5871,119.4,7.92,22.5,5.0959,54,2.0959,0.33,3,0.75
2190.2128,23.5703,119.4,7.68,22.5,5.0959,54,2.0959,0.32,3,0.75
2177.1078,23.5552,119.4,7.44,22.5,5.0959,54,2.0959,0.31,3,0.75
2164.0028,23.5418,119.4,7.2,22.5,5.0959,54,2.0959,0.3,3,0.75
2150.8979,23.5303,119.4,6.96,22.5,5.0959,54,2.0959,0.29,3,0.75
2137.7929,23.5205,119.4,6.72,22.5,5.0959,54,2.0959,0.28,3,0.75
2124.6879,23.5126,119.4,6.48,22.5,5.0959,54,2.0959,0.27,3,0.75
2111.5829,23.5066,119.4,6.24,22.5,5.0959,54,2.0959,0.26,3,0.75
2098.4779,23.5026,119.4,6,22.5,5.0959,54,2.0959,0.25,3,0.75
2085.3729,23.5004,119.4,5.76,22.5,5.0959,54,2.0959,0.24,3,0.75
2072.2679,23.5003,119.4,5.52,22.5,5.0959,54,2.0959,0.23,3,0.75
2059.1629,23.5022,119.4,5.28,22.5,5.0959,54,2.0959,0.22,3,0.75
2046.0579,23.5062,119.4,5.04,22.5,5.0959,54,2.0959,0.21,3,0.75
2032.9529,23.5123,119.4,4.8,22.5,5.0959,54,2.0959,0.2,3,0.75
2557.1526,24.5963,119.4,14.4,24,5.0959,54,2.0959,0.6,3,0.8
2544.0476,24.5425,119.4,14.16,24,5.0959,54,2.0959,0.59,3,0.8
2530.9426,24.4898,119.4,13.92,24,5.0959,54,2.0959,0.58,3,0.8
2517.8376,24.4382,119.4,13.68,24,5.0959,54,2.0959,0.57,3,0.8
2504.7326,24.3877,119.4,13.44,24,5.0959,54,2.0959,0.56,3,0.8
2491.6276,24.3384,119.4,13.2,24,5.0959,54,2.0959,0.55,3,0.8
2478.5226,24.2903,119.4,12.96,24,5.0959,54,2.0959,0.54,3,0.8
2465.4176,24.2434,119.4,12.72,24,5.0959,54,2.0959,0.53,3,0.8
2452.3126,24.1976,119.4,12.48,24,5.0959,54,2.0959,0.52,3,0.8
2439.2077,24.1531,119.4,12.24,24,5.0959,54,2.0959,0.51,3,0.8
2426.1027,24.1099,119.4,12,24,5.0959,54,2.0959,0.5,3,0.8
2412.9977,24.0679,119.4,11.76,24,5.0959,54,2.0959,0.49,3,0.8
2399.8927,24.0272,119.4,11.52,24,5.0959,54,2.0959,0.48,3,0.8
2386.7877,23.9878,119.4,11.28,24,5.0959,54,2.0959,0.47,3,0.8
2373.6827,23.9498,119.4,11.04,24,5.0959,54,2.0959,0.46,3,0.8
2360.5777,23.9131,119.4,10.8,24,5.0959,54,2.0959,0.45,3,0.8
2347.4727,23.8778,119.4,10.56,24,5.0959,54,2.0959,0.44,3,0.8
2334.3677,23.8439,119.4,10.32,24,5.0959,54,2.0959,0.43,3,0.8
2321.2627,23.8114,119.4,10.08,24,5.0959,54,2.0959,0.42,3,0.8
2308.1577,23.7803,119.4,9.84,24,5.0959,54,2.0959,0.41,3,0.8
2295.0528,23.7507,119.4,9.6,24,5.0959,54,2.0959,0.4,3,0.8
2281.9478,23.7226,119.4,9.36,24,5.0959,54,2.0959,0.39,3,0.8
2268.8428,23.6961,119.4,9.12,24,5.0959,54,2.0959,0.38,3,0.8
2255.7378,23.6711,119.4,8.88,24,5.0959,54,2.0959,0.37,3,0.8
2242.6328,23.6477,119.4,8.64,24,5.0959,54,2.0959,0.36,3,0.8
2229.5278,23.6258,119.4,8.4,24,5.0959,54,2.0959,0.35,3,0.8
2216.4228,23.6057,119.4,8.16,24,5.0959,54,2.0959,0.34,3,0.8
2203.3178,23.5871,119.4,7.92,24,5.0959,54,2.0959,0.33,3,0.8
2190.2128,23.5703,119.4,7.68,24,5.0959,54,2.0959,0.32,3,0.8
2177.1078,23.5552,119.4,7.44,24,5.0959,54,2.0959,0.31,3,0.8
2164.0028,23.5418,119.4,7.2,24,5.0959,54,2.0959,0.3,3,0.8
2150.8979,23.5303,119.4,6.96,24,5.0959,54,2.0959,0.29,3,0.8
2137.7929,23.5205,119.4,6.72,24,5.0959,54,2.0959,0.28,3,0.8
2124.6879,23.5126,119.4,6.48,24,5.0959,54,2.0959,0.27,3,0.8
2111.5829,23.5066,119.4,6.24,24,5.0959,54,2.0959,0.26,3,0.8
2098.4779,23.5026,119.4,6,24,5.0959,54,2.0959,0.25,3,0.8
2085.3729,23.5004,119.4,5.76,24,5.0959,54,2.0959,0.24,3,0.8
2072.2679,23.5003,119.4,5.52,24,5.0959,54,2.0959,0.23,3,0.8
2059.1629,23.5022,119.4,5.28,24,5.0959,54,2.0959,0.22,3,0.8
2046.0579,23.5062,119.4,5.04,24,5.0959,54,2.0959,0.21,3,0.8
2032.9529,23.5123,119.4,4.8,24,5.0959,54,2.0959,0.2,3,0.8
2557.1526,24.5963,119.4,14.4,25.5,5.0959,54,2.0959,0.6,3,0.85
2544.0476,24.5425,119.4,14.16,25.5,5.0959,54,2.0959,0.59,3,0.85
2530.9426,24.4898,119.4,13.92,25.5,5.0959,54,2.0959,0.58,3,0.85
2517.8376,24.4382,119.4,13.68,25.5,5.0959,54,2.0959,0.57,3,0.85
2504.7326,24.3877,119.4,13.44,25.5,5.0959,54,2.0959,0.56,3,0.85
2491.6276,24.3384,119.4,13.2,25.5,5.0959,54,2.0959,0.55,3,0.85
2478.5226,24.2903,119.4,12.96,25.5,5.0959,54,2.0959,0.54,3,0.85
2465.4176,24.2434,119.4,12.72,25.5,5.0959,54,2.0959,0.53,3,0.85
2452.3126,24.1976,119.4,12.48,25.5,5.0959,54,2.0959,0.52,3,0.85
2439.2077,24.1531,119.4,12.24,25.5,5.0959,54,2.0959,0.51,3,0.85
2426.1027,24.1099,119.4,12,25.5,5.0959,54,2.0959,0.5,3,0.85
2412.9977,24.0679,119.4,11.76,25.5,5.0959,54,2.0959,0.49,3,0.85
2399.8927,24.0272,119.4,11.52,25.5,5.0959,54,2.0959,0.48,3,0.85
2386.7877,23.9878,119.4,11.28,25.5,5.0959,54,2.0959,0.47,3,0.85
2373.6827,23.9498,119.4,11.04,25.5,5.0959,54,2.0959,0.46,3,0.85
2360.5777,23.9131,119.4,10.8,25.5,5.0959,54,2.0959,0.45,3,0.85
2347.4727,23.8778,119.4,10.56,25.5,5.0959,54,2.0959,0.44,3,0.85
2334.3677,23.8439,119.4,10.32,25.5,5.0959,54,2.0959,0.43,3,0.85
2321.2627,23.8114,119.4,10.08,25.5,5.0959,54,2.0959,0.42,3,0.85
2308.1577,23.7803,119.4,9.84,25.5,5.0959,54,2.0959,0.41,3,0.85
2295.0528,23.7507,119.4,9.6,25.5,5.0959,54,2.0959,0.4,3,0.85
2281.9478,23.7226,119.4,9.36,25.5,5.0959,54,2.0959,0.39,3,0.85
2268.8428,23.6961,119.4,9.12,25.5,5.0959,54,2.0959,0.38,3,0.85
2255.7378,23.6711,119.4,8.88,25.5,5.0959,54,2.0959,0.37,3,0.85
2242.6328,23.6477,119.4,8.64,25.5,5.0959,54,2.0959,0.36,3,0.85
2229.5278,23.6258,119.4,8.4,25.5,5.0959,54,2.0959,0.35,3,0.85
2216.4228,23.6057,119.4,8.16,25.5,5.0959,54,2.0959,0.34,3,0.85
2203.3178,23.5871,119.4,7.92,25.5,5.0959,54,2.0959,0.33,3,0.85
2190.2128,23.5703,119.4,7.68,25.5,5.0959,54,2.0959,0.32,3,0.85
2177.1078,23.5552,119.4,7.44,25.5,5.0959,54,2.0959,0.31,3,0.85
2164.0028,23.5418,119.4,7.2,25.5,5.0959,54,2.0959,0.3,3,0.85
2150.8979,23.5303,119.4,6.96,25.5,5.0959,54,2.0959,0.29,3,0.85
2137.7929,23.5205,119.4,6.72,25.5,5.0959,54,2.0959,0.28,3,0.85
2124.6879,23.5126,119.4,6.48,25.5,5.0959,54,2.0959,0.27,3,0.85
2111.5829,23.5066,119.4,6.24,25.5,5.0959,54,2.0959,0.26,3,0.85
2098.4779,23.5026,119.4,6,25.5,5.0959,54,2.0959,0.25,3,0.85
2085.3729,23.5004,119.4,5.76,25.5,5.0959,54,2.0959,0.24,3,0.85
2072.2679,23.5003,119.4,5.52,25.5,5.0959,54,2.0959,0.23,3,0.85
2059.1629,23.5022,119.4,5.28,25.5,5.0959,54,2.0959,0.22,3,0.85
2046.0579,23.5062,119.4,5.04,25.5,5.0959,54,2.0959,0.21,3,0.85
2032.9529,23.5123,119.4,4.8,25.5,5.0959,54,2.0959,0.2,3,0.85
2557.1526,24.5963,119.4,14.4,27,5.0959,54,2.0959,0.6,3,0.9
2544.0476,24.5425,119.4,14.16,27,5.0959,54,2.0959,0.59,3,0.9
2530.9426,24.4898,119.4,13.92,27,5.0959,54,2.0959,0.58,3,0.9
2517.8376,24.4382,119.4,13.68,27,5.0959,54,2.0959,0.57,3,0.9
2504.7326,24.3877,119.4,13.44,27,5.0959,54,2.0959,0.56,3,0.9
2491.6276,24.3384,119.4,13.2,27,5.0959,54,2.0959,0.55,3,0.9
2478.5226,24.2903,119.4,12.96,27,5.0959,54,2.0959,0.54,3,0.9
2465.4176,24.2434,119.4,12.72,27,5.0959,54,2.0959,0.53,3,0.9
2452.3126,24.1976,119.4,12.48,27,5.0959,54,2.0959,0.52,3,0.9
2439.2077,24.1531,119.4,12.24,27,5.0959,54,2.0959,0.51,3,0.9
2426.1027,24.1099,119.4,12,27,5.0959,54,2.0959,0.5,3,0.9
2412.9977,24.0679,119.4,11.76,27,5.0959,54,2.0959,0.49,3,0.9
2399.8927,24.0272,119.4,11.52,27,5.0959,54,2.0959,0.48,3,0.9
2386.7877,23.9878,119.4,11.28,27,5.0959,54,2.0959,0.47,3,0.9
2373.6827,23.9498,119.4,11.04,27,5.0959,54,2.0959,0.46,3,0.9
2360.5777,23.9131,119.4,10.8,27,5.0959,54,2.0959,0.45,3,0.9
2347.4727,23.8778,119.4,10.56,27,5.0959,54,2.0959,0.44,3,0.9
2334.3677,23.8439,119.4,10.32,27,5.0959,54,2.0959,0.43,3,0.9
2321.2627,23.8114,119.4,10.08,27,5.0959,54,2.0959,0.42,3,0.9
2308.1577,23.7803,119.4,9.84,27,5.0959,54,2.0959,0.41,3,0.9
2295.0528,23.7507,119.4,9.6,27,5.0959,54,2.0959,0.4,3,0.9
2281.9478,23.7226,119.4,9.36,27,5.0959,54,2.0959,0.39,3,0.9
2268.8428,23.6961,119.4,9.12,27,5.0959,54,2.0959,0.38,3,0.9
2255.7378,23.6711,119.4,8.88,27,5.0959,54,2.0959,0.37,3,0.9
2242.6328,23.6477,119.4,8.64,27,5.0959,54,2.0959,0.36,3,0.9
2229.5278,23.6258,119.4,8.4,27,5.0959,54,2.0959,0.35,3,0.9
2216.4228,23.6057,119.4,8.16,27,5.0959,54,2.0959,0.34,3,0.9
2203.3178,23.5871,119.4,7.92,27,5.0959,54,2.0959,0.33,3,0.9
2190.2128,23.5703,119.4,7.68,27,5.0959,54,2.0959,0.32,3,0.9
2177.1078,23.5552,119.4,7.44,27,5.0959,54,2.0959,0.31,3,0.9
2164.0028,23.5418,119.4,7.2,27,5.0959,54,2.0959,0.3,3,0.9
2150.8979,23.5303,119.4,6.96,27,5.0959,54,2.0959,0.29,3,0.9
2137.7929,23.5205,119.4,6.72,27,5.0959,54,2.0959,0.28,3,0.9
2124.6879,23.5126,119.4,6.48,27,5.0959,54,2.0959,0.27,3,0.9
2111.5829,23.5066,119.4,6.24,27,5.0959,54,2.0959,0.26,3,0.9
2098.4779,23.5026,119.4,6,27,5.0959,54,2.0959,0.25,3,0.9
2085.3729,23.5004,119.4,5.76,27,5.0959,54,2.0959,0.24,3,0.9
2072.2679,23.5003,119.4,5.52,27,5.0959,54,2.0959,0.23,3,0.9
2059.1629,23.5022,119.4,5.28,27,5.0959,54,2.0959,0.22,3,0.9
2046.0579,23.5062,119.4,5.04,27,5.0959,54,2.0959,0.21,3,0.9
2032.9529,23.5123,119.4,4.8,27,5.0959,54,2.0959,0.2,3,0.9
2557.1526,24.5963,119.4,14.4,28.5,5.0959,54,2.0959,0.6,3,0.95
2544.0476,24.5425,119.4,14.16,28.5,5.0959,54,2.0959,0.59,3,0.95
2530.9426,24.4898,119.4,13.92,28.5,5.0959,54,2.0959,0.58,3,0.95
2517.8376,24.4382,119.4,13.68,28.5,5.0959,54,2.0959,0.57,3,0.95
2504.7326,24.3877,119.4,13.44,28.5,5.0959,54,2.0959,0.56,3,0.95
2491.6276,24.3384,119.4,13.2,28.5,5.0959,54,2.0959,0.55,3,0.95
2478.5226,24.2903,119.4,12.96,28.5,5.0959,54,2.0959,0.54,3,0.95
2465.4176,24.2434,119.4,12.72,28.5,5.0959,54,2.0959,0.53,3,0.95
2452.3126,24.1976,119.4,12.48,28.5,5.0959,54,2.0959,0.52,3,0.95
2439.2077,24.1531,119.4,12.24,28.5,5.0959,54,2.0959,0.51,3,0.95
2426.1027,24.1099,119.4,12,28.5,5.0959,54,2.0959,0.5,3,0.95
2412.9977,24.0679,119.4,11.76,28.5,5.0959,54,2.0959,0.49,3,0.95
2399.8927,24.0272,119.4,11.52,28.5,5.0959,54,2.0959,0.48,3,0.95
2386.7877,23.9878,119.4,11.28,28.5,5.0959,54,2.0959,0.47,3,0.95
2373.6827,23.9498,119.4,11.04,28.5,5.0959,54,2.0959,0.46,3,0.95
2360.5777,23.9131,119.4,10.8,28.5,5.0959,54,2.0959,0.45,3,0.95
2347.4727,23.8778,119.4,10.56,28.5,5.0959,54,2.0959,0.44,3,0.95
2334.3677,23.8439,119.4,10.32,28.5,5.0959,54,2.0959,0.43,3,0.95
2321.2627,23.8114,119.4,10.08,28.5,5.0959,54,2.0959,0.42,3,0.95
2308.1577,23.7803,119.4,9.84,28.5,5.0959,54,2.0959,0.41,3,0.95
2295.0528,23.7507,119.4,9.6,28.5,5.0959,54,2.0959,0.4,3,0.95
2281.9478,23.7226,119.4,9.36,28.5,5.0959,54,2.0959,0.39,3,0.95
2268.8428,23.6961,119.4,9.12,28.5,5.0959,54,2.0959,0.38,3,0.95
2255.7378,23.6711,119.4,8.88,28.5,5.0959,54,2.0959,0.37,3,0.95
2242.6328,23.6477,119.4,8.64,28.5,5.0959,54,2.0959,0.36,3,0.95
2229.5278,23.6258,119.4,8.4,28.5,5.0959,54,2.0959,0.35,3,0.95
2216.4228,23.6057,119.4,8.16,28.5,5.0959,54,2.0959,0.34,3,0.95
2203.3178,23.5871,119.4,7.92,28.5,5.0959,54,2.0959,0.33,3,0.95
2190.2128,23.5703,119.4,7.68,28.5,5.0959,54,2.0959,0.32,3,0.95
