sref,cref,bref,tipChord,leadingEdgeX,transitionEndY,fuselageLength,fuselageEndY,taperRatio,transitionWidth,transitionSetbackRatio
1.5652,0.6124,3.0328,0.3048,0.4953,0.1294,1.3716,0.0532,0.5,0.0762,0.65
1.5568,0.6113,3.0328,0.2987,0.4953,0.1294,1.3716,0.0532,0.49,0.0762,0.65
1.5483,0.6103,3.0328,0.2926,0.4953,0.1294,1.3716,0.0532,0.48,0.0762,0.65
1.5399,0.6093,3.0328,0.2865,0.4953,0.1294,1.3716,0.0532,0.47,0.0762,0.65
1.5314,0.6083,3.0328,0.2804,0.4953,0.1294,1.3716,0.0532,0.46,0.0762,0.65
1.523,0.6074,3.0328,0.2743,0.4953,0.1294,1.3716,0.0532,0.45,0.0762,0.65
1.5145,0.6065,3.0328,0.2682,0.4953,0.1294,1.3716,0.0532,0.44,0.0762,0.65
1.506,0.6056,3.0328,0.2621,0.4953,0.1294,1.3716,0.0532,0.43,0.0762,0.65
1.4976,0.6048,3.0328,0.256,0.4953,0.1294,1.3716,0.0532,0.42,0.0762,0.65
1.4891,0.604,3.0328,0.2499,0.4953,0.1294,1.3716,0.0532,0.41,0.0762,0.65
1.4807,0.6033,3.0328,0.2438,0.4953,0.1294,1.3716,0.0532,0.4,0.0762,0.65
1.4722,0.6026,3.0328,0.2377,0.4953,0.1294,1.3716,0.0532,0.39,0.0762,0.65
1.4638,0.6019,3.0328,0.2316,0.4953,0.1294,1.3716,0.0532,0.38,0.0762,0.65
1.4553,0.6012,3.0328,0.2256,0.4953,0.1294,1.3716,0.0532,0.37,0.0762,0.65
1.4469,0.6007,3.0328,0.2195,0.4953,0.1294,1.3716,0.0532,0.36,0.0762,0.65
1.4384,0.6001,3.0328,0.2134,0.4953,0.1294,1.3716,0.0532,0.35,0.0762,0.65
1.43,0.5996,3.0328,0.2073,0.4953,0.1294,1.3716,0.0532,0.34,0.0762,0.65
1.4215,0.5991,3.0328,0.2012,0.4953,0.1294,1.3716,0.0532,0.33,0.0762,0.65
1.413,0.5987,3.0328,0.1951,0.4953,0.1294,1.3716,0.0532,0.32,0.0762,0.65
1.4046,0.5983,3.0328,0.189,0.4953,0.1294,1.3716,0.0532,0.31,0.0762,0.65
1.3961,0.598,3.0328,0.1829,0.4953,0.1294,1.3716,0.0532,0.3,0.0762,0.65
1.3877,0.5977,3.0328,0.1768,0.4953,0.1294,1.3716,0.0532,0.29,0.0762,0.65
1.3792,0.5974,3.0328,0.1707,0.4953,0.1294,1.3716,0.0532,0.28,0.0762,0.65
1.3708,0.5972,3.0328,0.1646,0.4953,0.1294,1.3716,0.0532,0.27,0.0762,0.65
1.3623,0.5971,3.0328,0.1585,0.4953,0.1294,1.3716,0.0532,0.26,0.0762,0.65
1.3539,0.597,3.0328,0.1524,0.4953,0.1294,1.3716,0.0532,0.25,0.0762,0.65
1.3454,0.5969,3.0328,0.1463,0.4953,0.1294,1.3716,0.0532,0.24,0.0762,0.65
1.3369,0.5969,3.0328,0.1402,0.4953,0.1294,1.3716,0.0532,0.23,0.0762,0.65
1.3285,0.597,3.0328,0.1341,0.4953,0.1294,1.3716,0.0532,0.22,0.0762,0.65
1.32,0.5971,3.0328,0.128,0.4953,0.1294,1.3716,0.0532,0.21,0.0762,0.65
1.3116,0.5972,3.0328,0.1219,0.4953,0.1294,1.3716,0.0532,0.2,0.0762,0.65
1.6498,0.6247,3.0328,0.3658,0.5334,0.1294,1.3716,0.0532,0.6,0.0762,0.7
1.6413,0.6234,3.0328,0.3597,0.5334,0.1294,1.3716,0.0532,0.59,0.0762,0.7
1.6329,0.622,3.0328,0.3536,0.5334,0.1294,1.3716,0.0532,0.58,0.0762,0.7
1.6244,0.6207,3.0328,0.3475,0.5334,0.1294,1.3716,0.0532,0.57,0.0762,0.7
1.616,0.6194,3.0328,0.3414,0.5334,0.1294,1.3716,0.0532,0.56,0.0762,0.7
1.6075,0.6182,3.0328,0.3353,0.5334,0.1294,1.3716,0.0532,0.55,0.0762,0.7
1.5991,0.617,3.0328,0.3292,0.5334,0.1294,1.3716,0.0532,0.54,0.0762,0.7
1.5906,0.6158,3.0328,0.3231,0.5334,0.1294,1.3716,0.0532,0.53,0.0762,0.7
1.5821,0.6146,3.0328,0.317,0.5334,0.1294,1.3716,0.0532,0.52,0.0762,0.7
1.5737,0.6135,3.0328,0.3109,0.5334,0.1294,1.3716,0.0532,0.51,0.0762,0.7
1.5652,0.6124,3.0328,0.3048,0.5334,0.1294,1.3716,0.0532,0.5,0.0762,0.7
1.5568,0.6113,3.0328,0.2987,0.5334,0.1294,1.3716,0.0532,0.49,0.0762,0.7
1.5483,0.6103,3.0328,0.2926,0.5334,0.1294,1.3716,0.0532,0.48,0.0762,0.7
1.5399,0.6093,3.0328,0.2865,0.5334,0.1294,1.3716,0.0532,0.47,0.0762,0.7
1.5314,0.6083,3.0328,0.2804,0.5334,0.1294,1.3716,0.0532,0.46,0.0762,0.7
1.523,0.6074,3.0328,0.2743,0.5334,0.1294,1.3716,0.0532,0.45,0.0762,0.7
1.5145,0.6065,3.0328,0.2682,0.5334,0.1294,1.3716,0.0532,0.44,0.0762,0.7
1.506,0.6056,3.0328,0.2621,0.5334,0.1294,1.3716,0.0532,0.43,0.0762,0.7
1.4976,0.6048,3.0328,0.256,0.5334,0.1294,1.3716,0.0532,0.42,0.0762,0.7
1.4891,0.604,3.0328,0.2499,0.5334,0.1294,1.3716,0.0532,0.41,0.0762,0.7
1.4807,0.6033,3.0328,0.2438,0.5334,0.1294,1.3716,0.0532,0.4,0.0762,0.7
1.4722,0.6026,3.0328,0.2377,0.5334,0.1294,1.3716,0.0532,0.39,0.0762,0.7
1.4638,0.6019,3.0328,0.2316,0.5334,0.1294,1.3716,0.0532,0.38,0.0762,0.7
1.4553,0.6012,3.0328,0.2256,0.5334,0.1294,1.3716,0.0532,0.37,0.0762,0.7
1.4469,0.6007,3.0328,0.2195,0.5334,0.1294,1.3716,0.0532,0.36,0.0762,0.7
1.4384,0.6001,3.0328,0.2134,0.5334,0.1294,1.3716,0.0532,0.35,0.0762,0.7
1.43,0.5996,3.0328,0.2073,0.5334,0.1294,1.3716,0.0532,0.34,0.0762,0.7
1.4215,0.5991,3.0328,0.2012,0.5334,0.1294,1.3716,0.0532,0.33,0.0762,0.7
1.413,0.5987,3.0328,0.1951,0.5334,0.1294,1.3716,0.0532,0.32,0.0762,0.7
1.4046,0.5983,3.0328,0.189,0.5334,0.1294,1.3716,0.0532,0.31,0.0762,0.7
1.3961,0.598,3.0328,0.1829,0.5334,0.1294,1.3716,0.0532,0.3,0.0762,0.7
1.3877,0.5977,3.0328,0.1768,0.5334,0.1294,1.3716,0.0532,0.29,0.0762,0.7
1.3792,0.5974,3.0328,0.1707,0.5334,0.1294,1.3716,0.0532,0.28,0.0762,0.7
1.3708,0.5972,3.0328,0.1646,0.5334,0.1294,1.3716,0.0532,0.27,0.0762,0.7
1.3623,0.5971,3.0328,0.1585,0.5334,0.1294,1.3716,0.0532,0.26,0.0762,0.7
1.3539,0.597,3.0328,0.1524,0.5334,0.1294,1.3716,0.0532,0.25,0.0762,0.7
1.3454,0.5969,3.0328,0.1463,0.5334,0.1294,1.3716,0.0532,0.24,0.0762,0.7
1.3369,0.5969,3.0328,0.1402,0.5334,0.1294,1.3716,0.0532,0.23,0.0762,0.7
1.3285,0.597,3.0328,0.1341,0.5334,0.1294,1.3716,0.0532,0.22,0.0762,0.7
1.32,0.5971,3.0328,0.128,0.5334,0.1294,1.3716,0.0532,0.21,0.0762,0.7
1.3116,0.5972,3.0328,0.1219,0.5334,0.1294,1.3716,0.0532,0.2,0.0762,0.7
1.6498,0.6247,3.0328,0.3658,0.5715,0.1294,1.3716,0.0532,0.6,0.0762,0.75
1.6413,0.6234,3.0328,0.3597,0.5715,0.1294,1.3716,0.0532,0.59,0.0762,0.75
1.6329,0.622,3.0328,0.3536,0.5715,0.1294,1.3716,0.0532,0.58,0.0762,0.75
1.6244,0.6207,3.0328,0.3475,0.5715,0.1294,1.3716,0.0532,0.57,0.0762,0.75
1.616,0.6194,3.0328,0.3414,0.5715,0.1294,1.3716,0.0532,0.56,0.0762,0.75
1.6075,0.6182,3.0328,0.3353,0.5715,0.1294,1.3716,0.0532,0.55,0.0762,0.75
1.5991,0.617,3.0328,0.3292,0.5715,0.1294,1.3716,0.0532,0.54,0.0762,0.75
1.5906,0.6158,3.0328,0.3231,0.5715,0.1294,1.3716,0.0532,0.53,0.0762,0.75
1.5821,0.6146,3.0328,0.317,0.5715,0.1294,1.3716,0.0532,0.52,0.0762,0.75
1.5737,0.6135,3.0328,0.3109,0.5715,0.1294,1.3716,0.0532,0.51,0.0762,0.75
1.5652,0.6124,3.0328,0.3048,0.5715,0.1294,1.3716,0.0532,0.5,0.0762,0.75
1.5568,0.6113,3.0328,0.2987,0.5715,0.1294,1.3716,0.0532,0.49,0.0762,0.75
1.5483,0.6103,3.0328,0.2926,0.5715,0.1294,1.3716,0.0532,0.48,0.0762,0.75
1.5399,0.6093,3.0328,0.2865,0.5715,0.1294,1.3716,0.0532,0.47,0.0762,0.75
1.5314,0.6083,3.0328,0.2804,0.5715,0.1294,1.3716,0.0532,0.46,0.0762,0.75
1.523,0.6074,3.0328,0.2743,0.5715,0.1294,1.3716,0.0532,0.45,0.0762,0.75
1.5145,0.6065,3.0328,0.2682,0.5715,0.1294,1.3716,0.0532,0.44,0.0762,0.75
1.506,0.6056,3.0328,0.2621,0.5715,0.1294,1.3716,0.0532,0.43,0.0762,0.75
1.4976,0.6048,3.0328,0.256,0.5715,0.1294,1.3716,0.0532,0.42,0.0762,0.75
1.4891,0.604,3.0328,0.2499,0.5715,0.1294,1.3716,0.0532,0.41,0.0762,0.75
1.4807,0.6033,3.0328,0.2438,0.5715,0.1294,1.3716,0.0532,0.4,0.0762,0.75
1.4722,0.6026,3.0328,0.2377,0.5715,0.1294,1.3716,0.0532,0.39,0.0762,0.75
1.4638,0.6019,3.0328,0.2316,0.5715,0.1294,1.3716,0.0532,0.38,0.0762,0.75
1.4553,0.6012,3.0328,0.2256,0.5715,0.1294,1.3716,0.0532,0.37,0.0762,0.75
1.4469,0.6007,3.0328,0.2195,0.5715,0.1294,1.3716,0.0532,0.36,0.0762,0.75
1.4384,0.6001,3.0328,0.2134,0.5715,0.1294,1.3716,0.0532,0.35,0.0762,0.75
1.43,0.5996,3.0328,0.2073,0.5715,0.1294,1.3716,0.0532,0.34,0.0762,0.75
1.4215,0.5991,3.0328,0.2012,0.5715,0.1294,1.3716,0.0532,0.33,0.0762,0.75
1.413,0.5987,3.0328,0.1951,0.5715,0.1294,1.3716,0.0532,0.32,0.0762,0.75
1.4046,0.5983,3.0328,0.189,0.5715,0.1294,1.3716,0.0532,0.31,0.0762,0.75
1.3961,0.598,3.0328,0.1829,0.5715,0.1294,1.3716,0.0532,0.3,0.0762,0.75
1.3877,0.5977,3.0328,0.1768,0.5715,0.1294,1.3716,0.0532,0.29,0.0762,0.75
1.3792,0.5974,3.0328,0.1707,0.5715,0.1294,1.3716,0.0532,0.28,0.0762,0.75
1.3708,0.5972,3.0328,0.1646,0.5715,0.1294,1.3716,0.0532,0.27,0.0762,0.75
1.3623,0.5971,3.0328,0.1585,0.5715,0.1294,1.3716,0.0532,0.26,0.0762,0.75
1.3539,0.597,3.0328,0.1524,0.5715,0.1294,1.3716,0.0532,0.25,0.0762,0.75
1.3454,0.5969,3.0328,0.1463,0.5715,0.1294,1.3716,0.0532,0.24,0.0762,0.75
1.3369,0.5969,3.0328,0.1402,0.5715,0.1294,1.3716,0.0532,0.23,0.0762,0.75
1.3285,0.597,3.0328,0.1341,0.5715,0.1294,1.3716,0.0532,0.22,0.0762,0.75
1.32,0.5971,3.0328,0.128,0.5715,0.1294,1.3716,0.0532,0.21,0.0762,0.75
1.3116,0.5972,3.0328,0.1219,0.5715,0.1294,1.3716,0.0532,0.2,0.0762,0.75
1.6498,0.6247,3.0328,0.3658,0.6096,0.1294,1.3716,0.0532,0.6,0.0762,0.8
1.6413,0.6234,3.0328,0.3597,0.6096,0.1294,1.3716,0.0532,0.59,0.0762,0.8
1.6329,0.622,3.0328,0.3536,0.6096,0.1294,1.3716,0.0532,0.58,0.0762,0.8
1.6244,0.6207,3.0328,0.3475,0.6096,0.1294,1.3716,0.0532,0.57,0.0762,0.8
1.616,0.6194,3.0328,0.3414,0.6096,0.1294,1.3716,0.0532,0.56,0.0762,0.8
1.6075,0.6182,3.0328,0.3353,0.6096,0.1294,1.3716,0.0532,0.55,0.0762,0.8
1.5991,0.617,3.0328,0.3292,0.6096,0.1294,1.3716,0.0532,0.54,0.0762,0.8
1.5906,0.6158,3.0328,0.3231,0.6096,0.1294,1.3716,0.0532,0.53,0.0762,0.8
1.5821,0.6146,3.0328,0.317,0.6096,0.1294,1.3716,0.0532,0.52,0.0762,0.8
1.5737,0.6135,3.0328,0.3109,0.6096,0.1294,1.3716,0.0532,0.51,0.0762,0.8
1.5652,0.6124,3.0328,0.3048,0.6096,0.1294,1.3716,0.0532,0.5,0.0762,0.8
1.5568,0.6113,3.0328,0.2987,0.6096,0.1294,1.3716,0.0532,0.49,0.0762,0.8
1.5483,0.6103,3.0328,0.2926,0.6096,0.1294,1.3716,0.0532,0.48,0.0762,0.8
1.5399,0.6093,3.0328,0.2865,0.6096,0.1294,1.3716,0.0532,0.47,0.0762,0.8
1.5314,0.6083,3.0328,0.2804,0.6096,0.1294,1.3716,0.0532,0.46,0.0762,0.8
1.523,0.6074,3.0328,0.2743,0.6096,0.1294,1.3716,0.0532,0.45,0.0762,0.8
1.5145,0.6065,3.0328,0.2682,0.6096,0.1294,1.3716,0.0532,0.44,0.0762,0.8
1.506,0.6056,3.0328,0.2621,0.6096,0.1294,1.3716,0.0532,0.43,0.0762,0.8
1.4976,0.6048,3.0328,0.256,0.6096,0.1294,1.3716,0.0532,0.42,0.0762,0.8
1.4891,0.604,3.0328,0.2499,0.6096,0.1294,1.3716,0.0532,0.41,0.0762,0.8
1.4807,0.6033,3.0328,0.2438,0.6096,0.1294,1.3716,0.0532,0.4,0.0762,0.8
1.4722,0.6026,3.0328,0.2377,0.6096,0.1294,1.3716,0.0532,0.39,0.0762,0.8
1.4638,0.6019,3.0328,0.2316,0.6096,0.1294,1.3716,0.0532,0.38,0.0762,0.8
1.4553,0.6012,3.0328,0.2256,0.6096,0.1294,1.3716,0.0532,0.37,0.0762,0.8
1.4469,0.6007,3.0328,0.2195,0.6096,0.1294,1.3716,0.0532,0.36,0.0762,0.8
1.4384,0.6001,3.0328,0.2134,0.6096,0.1294,1.3716,0.0532,0.35,0.0762,0.8
1.43,0.5996,3.0328,0.2073,0.6096,0.1294,1.3716,0.0532,0.34,0.0762,0.8
1.4215,0.5991,3.0328,0.2012,0.6096,0.1294,1.3716,0.0532,0.33,0.0762,0.8
1.413,0.5987,3.0328,0.1951,0.6096,0.1294,1.3716,0.0532,0.32,0.0762,0.8
1.4046,0.5983,3.0328,0.189,0.6096,0.1294,1.3716,0.0532,0.31,0.0762,0.8
1.3961,0.598,3.0328,0.1829,0.6096,0.1294,1.3716,0.0532,0.3,0.0762,0.8
1.3877,0.5977,3.0328,0.1768,0.6096,0.1294,1.3716,0.0532,0.29,0.0762,0.8
1.3792,0.5974,3.0328,0.1707,0.6096,0.1294,1.3716,0.0532,0.28,0.0762,0.8
1.3708,0.5972,3.0328,0.1646,0.6096,0.1294,1.3716,0.0532,0.27,0.0762,0.8
1.3623,0.5971,3.0328,0.1585,0.6096,0.1294,1.3716,0.0532,0.26,0.0762,0.8
1.3539,0.597,3.0328,0.1524,0.6096,0.1294,1.3716,0.0532,0.25,0.0762,0.8
1.3454,0.5969,3.0328,0.1463,0.6096,0.1294,1.3716,0.0532,0.24,0.0762,0.8
1.3369,0.5969,3.0328,0.1402,0.6096,0.1294,1.3716,0.0532,0.23,0.0762,0.8
1.3285,0.597,3.0328,0.1341,0.6096,0.1294,1.3716,0.0532,0.22,0.0762,0.8
1.32,0.5971,3.0328,0.128,0.6096,0.1294,1.3716,0.0532,0.21,0.0762,0.8
1.3116,0.5972,3.0328,0.1219,0.6096,0.1294,1.3716,0.0532,0.2,0.0762,0.8
1.6498,0.6247,3.0328,0.3658,0.6477,0.1294,1.3716,0.0532,0.6,0.0762,0.85
1.6413,0.6234,3.0328,0.3597,0.6477,0.1294,1.3716,0.0532,0.59,0.0762,0.85
1.6329,0.622,3.0328,0.3536,0.6477,0.1294,1.3716,0.0532,0.58,0.0762,0.85
1.6244,0.6207,3.0328,0.3475,0.6477,0.1294,1.3716,0.0532,0.57,0.0762,0.85
1.616,0.6194,3.0328,0.3414,0.6477,0.1294,1.3716,0.0532,0.56,0.0762,0.85
1.6075,0.6182,3.0328,0.3353,0.6477,0.1294,1.3716,0.0532,0.55,0.0762,0.85
1.5991,0.617,3.0328,0.3292,0.6477,0.1294,1.3716,0.0532,0.54,0.0762,0.85
1.5906,0.6158,3.0328,0.3231,0.6477,0.1294,1.3716,0.0532,0.53,0.0762,0.85
1.5821,0.6146,3.0328,0.317,0.6477,0.1294,1.3716,0.0532,0.52,0.0762,0.85
1.5737,0.6135,3.0328,0.3109,0.6477,0.1294,1.3716,0.0532,0.51,0.0762,0.85
1.5652,0.6124,3.0328,0.3048,0.6477,0.1294,1.3716,0.0532,0.5,0.0762,0.85
1.5568,0.6113,3.0328,0.2987,0.6477,0.1294,1.3716,0.0532,0.49,0.0762,0.85
1.5483,0.6103,3.0328,0.2926,0.6477,0.1294,1.3716,0.0532,0.48,0.0762,0.85
1.5399,0.6093,3.0328,0.2865,0.6477,0.1294,1.3716,0.0532,0.47,0.0762,0.85
1.5314,0.6083,3.0328,0.2804,0.6477,0.1294,1.3716,0.0532,0.46,0.0762,0.85
1.523,0.6074,3.0328,0.2743,0.6477,0.1294,1.3716,0.0532,0.45,0.0762,0.85
1.5145,0.6065,3.0328,0.2682,0.6477,0.1294,1.3716,0.0532,0.44,0.0762,0.85
1.506,0.6056,3.0328,0.2621,0.6477,0.1294,1.3716,0.0532,0.43,0.0762,0.85
1.4976,0.6048,3.0328,0.256,0.6477,0.1294,1.3716,0.0532,0.42,0.0762,0.85
1.4891,0.604,3.0328,0.2499,0.6477,0.1294,1.3716,0.0532,0.41,0.0762,0.85
1.4807,0.6033,3.0328,0.2438,0.6477,0.1294,1.3716,0.0532,0.4,0.0762,0.85
1.4722,0.6026,3.0328,0.2377,0.6477,0.1294,1.3716,0.0532,0.39,0.0762,0.85
1.4638,0.6019,3.0328,0.2316,0.6477,0.1294,1.3716,0.0532,0.38,0.0762,0.85
1.4553,0.6012,3.0328,0.2256,0.6477,0.1294,1.3716,0.0532,0.37,0.0762,0.85
1.4469,0.6007,3.0328,0.2195,0.6477,0.1294,1.3716,0.0532,0.36,0.0762,0.85
1.4384,0.6001,3.0328,0.2134,0.6477,0.1294,1.3716,0.0532,0.35,0.0762,0.85
1.43,0.5996,3.0328,0.2073,0.6477,0.1294,1.3716,0.0532,0.34,0.0762,0.85
1.4215,0.5991,3.0328,0.2012,0.6477,0.1294,1.3716,0.0532,0.33,0.0762,0.85
1.413,0.5987,3.0328,0.1951,0.6477,0.1294,1.3716,0.0532,0.32,0.0762,0.85
1.4046,0.5983,3.0328,0.189,0.6477,0.1294,1.3716,0.0532,0.31,0.0762,0.85
1.3961,0.598,3.0328,0.1829,0.6477,0.1294,1.3716,0.0532,0.3,0.0762,0.85
1.3877,0.5977,3.0328,0.1768,0.6477,0.1294,1.3716,0.0532,0.29,0.0762,0.85
1.3792,0.5974,3.0328,0.1707,0.6477,0.1294,1.3716,0.0532,0.28,0.0762,0.85
1.3708,0.5972,3.0328,0.1646,0.6477,0.1294,1.3716,0.0532,0.27,0.0762,0.85
1.3623,0.5971,3.0328,0.1585,0.6477,0.1294,1.3716,0.0532,0.26,0.0762,0.85
1.3539,0.597,3.0328,0.1524,0.6477,0.1294,1.3716,0.0532,0.25,0.0762,0.85
1.3454,0.5969,3.0328,0.1463,0.6477,0.1294,1.3716,0.0532,0.24,0.0762,0.85
1.3369,0.5969,3.0328,0.1402,0.6477,0.1294,1.3716,0.0532,0.23,0.0762,0.85
1.3285,0.597,3.0328,0.1341,0.6477,0.1294,1.3716,0.0532,0.22,0.0762,0.85
1.32,0.5971,3.0328,0.128,0.6477,0.1294,1.3716,0.0532,0.21,0.0762,0.85
1.3116,0.5972,3.0328,0.1219,0.6477,0.1294,1.3716,0.0532,0.2,0.0762,0.85
1.6498,0.6247,3.0328,0.3658,0.6858,0.1294,1.3716,0.0532,0.6,0.0762,0.9
1.6413,0.6234,3.0328,0.3597,0.6858,0.1294,1.3716,0.0532,0.59,0.0762,0.9
1.6329,0.622,3.0328,0.3536,0.6858,0.1294,1.3716,0.0532,0.58,0.0762,0.9
1.6244,0.6207,3.0328,0.3475,0.6858,0.1294,1.3716,0.0532,0.57,0.0762,0.9
1.616,0.6194,3.0328,0.3414,0.6858,0.1294,1.3716,0.0532,0.56,0.0762,0.9
1.6075,0.6182,3.0328,0.3353,0.6858,0.1294,1.3716,0.0532,0.55,0.0762,0.9
1.5991,0.617,3.0328,0.3292,0.6858,0.1294,1.3716,0.0532,0.54,0.0762,0.9
1.5906,0.6158,3.0328,0.3231,0.6858,0.1294,1.3716,0.0532,0.53,0.0762,0.9
1.5821,0.6146,3.0328,0.317,0.6858,0.1294,1.3716,0.0532,0.52,0.0762,0.9
1.5737,0.6135,3.0328,0.3109,0.6858,0.1294,1.3716,0.0532,0.51,0.0762,0.9
1.5652,0.6124,3.0328,0.3048,0.6858,0.1294,1.3716,0.0532,0.5,0.0762,0.9
1.5568,0.6113,3.0328,0.2987,0.6858,0.1294,1.3716,0.0532,0.49,0.0762,0.9
1.5483,0.6103,3.0328,0.2926,0.6858,0.1294,1.3716,0.0532,0.48,0.0762,0.9
1.5399,0.6093,3.0328,0.2865,0.6858,0.1294,1.3716,0.0532,0.47,0.0762,0.9
1.5314,0.6083,3.0328,0.2804,0.6858,0.1294,1.3716,0.0532,0.46,0.0762,0.9
1.523,0.6074,3.0328,0.2743,0.6858,0.1294,1.3716,0.0532,0.45,0.0762,0.9
1.5145,0.6065,3.0328,0.2682,0.6858,0.1294,1.3716,0.0532,0.44,0.0762,0.9
