sref,cref,bref,tipChord,tipPositionX,tipPositionY,transitionEndChord,transitionEndPositionX,transitionEndPositionY,taperRatio,sweepAngle,transitionWidth
156.8,6.683,24,4.8,2.7396,12,7.8545,0.1245,1.5,0.6,10,0.5
182.4,6.662,28,4.8,3.0923,14,7.8769,0.1189,1.5,0.6,10,0.5
208,6.6462,32,4.8,3.4449,16,7.8933,0.1148,1.5,0.6,10,0.5
233.6,6.6338,36,4.8,3.7976,18,7.9059,0.1117,1.5,0.6,10,0.5
116.8,6.2247,20,3.2,2.7869,10,7.7333,0.1548,1.5,0.4,10,0.5
139.2,6.1793,24,3.2,3.1396,12,7.7818,0.1427,1.5,0.4,10,0.5
161.6,6.1465,28,3.2,3.4923,14,7.8154,0.1343,1.5,0.4,10,0.5
184,6.1217,32,3.2,3.8449,16,7.84,0.1282,1.5,0.4,10,0.5
206.4,6.1023,36,3.2,4.1976,18,7.8588,0.1235,1.5,0.4,10,0.5
102.4,5.9,20,1.6,3.1869,10,7.6444,0.1771,1.5,0.2,10,0.5
121.6,5.8386,24,1.6,3.5396,12,7.7091,0.1609,1.5,0.2,10,0.5
140.8,5.7939,28,1.6,3.8923,14,7.7538,0.1497,1.5,0.2,10,0.5
160,5.76,32,1.6,4.2449,16,7.7867,0.1415,1.5,0.2,10,0.5
179.2,5.7333,36,1.6,4.5976,18,7.8118,0.1352,1.5,0.2,10,0.5
160,8,20,8,2.4115,10,8,0.134,1.5,1,15,0.5
192,8,24,8,2.9474,12,8,0.134,1.5,1,15,0.5
224,8,28,8,3.4833,14,8,0.134,1.5,1,15,0.5
256,8,32,8,4.0192,16,8,0.134,1.5,1,15,0.5
288,8,36,8,4.5551,18,8,0.134,1.5,1,15,0.5
145.6,7.3143,20,6.4,2.8115,10,7.9111,0.1562,1.5,0.8,15,0.5
174.4,7.3003,24,6.4,3.3474,12,7.9273,0.1522,1.5,0.8,15,0.5
203.2,7.2903,28,6.4,3.8833,14,7.9385,0.1494,1.5,0.8,15,0.5
232,7.2828,32,6.4,4.4192,16,7.9467,0.1473,1.5,0.8,15,0.5
260.8,7.2769,36,6.4,4.9551,18,7.9529,0.1457,1.5,0.8,15,0.5
131.2,6.7122,20,4.8,3.2115,10,7.8222,0.1784,1.5,0.6,15,0.5
156.8,6.683,24,4.8,3.7474,12,7.8545,0.1703,1.5,0.6,15,0.5
182.4,6.662,28,4.8,4.2833,14,7.8769,0.1647,1.5,0.6,15,0.5
208,6.6462,32,4.8,4.8192,16,7.8933,0.1606,1.5,0.6,15,0.5
233.6,6.6338,36,4.8,5.3551,18,7.9059,0.1575,1.5,0.6,15,0.5
116.8,6.2247,20,3.2,3.6115,10,7.7333,0.2006,1.5,0.4,15,0.5
139.2,6.1793,24,3.2,4.1474,12,7.7818,0.1885,1.5,0.4,15,0.5
161.6,6.1465,28,3.2,4.6833,14,7.8154,0.1801,1.5,0.4,15,0.5
184,6.1217,32,3.2,5.2192,16,7.84,0.174,1.5,0.4,15,0.5
206.4,6.1023,36,3.2,5.7551,18,7.8588,0.1693,1.5,0.4,15,0.5
102.4,5.9,20,1.6,4.0115,10,7.6444,0.2229,1.5,0.2,15,0.5
121.6,5.8386,24,1.6,4.5474,12,7.7091,0.2067,1.5,0.2,15,0.5
140.8,5.7939,28,1.6,5.0833,14,7.7538,0.1955,1.5,0.2,15,0.5
160,5.76,32,1.6,5.6192,16,7.7867,0.1873,1.5,0.2,15,0.5
179.2,5.7333,36,1.6,6.1551,18,7.8118,0.181,1.5,0.2,15,0.5
160,8,20,8,3.2757,10,8,0.182,1.5,1,20,0.5
192,8,24,8,4.0037,12,8,0.182,1.5,1,20,0.5
224,8,28,8,4.7316,14,8,0.182,1.5,1,20,0.5
256,8,32,8,5.4596,16,8,0.182,1.5,1,20,0.5
288,8,36,8,6.1875,18,8,0.182,1.5,1,20,0.5
145.6,7.3143,20,6.4,3.6757,10,7.9111,0.2042,1.5,0.8,20,0.5
174.4,7.3003,24,6.4,4.4037,12,7.9273,0.2002,1.5,0.8,20,0.5
203.2,7.2903,28,6.4,5.1316,14,7.9385,0.1974,1.5,0.8,20,0.5
232,7.2828,32,6.4,5.8596,16,7.9467,0.1953,1.5,0.8,20,0.5
260.8,7.2769,36,6.4,6.5875,18,7.9529,0.1937,1.5,0.8,20,0.5
131.2,6.7122,20,4.8,4.0757,10,7.8222,0.2264,1.5,0.6,20,0.5
156.8,6.683,24,4.8,4.8037,12,7.8545,0.2183,1.5,0.6,20,0.5
182.4,6.662,28,4.8,5.5316,14,7.8769,0.2128,1.5,0.6,20,0.5
208,6.6462,32,4.8,6.2596,16,7.8933,0.2087,1.5,0.6,20,0.5
233.6,6.6338,36,4.8,6.9875,18,7.9059,0.2055,1.5,0.6,20,0.5
116.8,6.2247,20,3.2,4.4757,10,7.7333,0.2487,1.5,0.4,20,0.5
139.2,6.1793,24,3.2,5.2037,12,7.7818,0.2365,1.5,0.4,20,0.5
161.6,6.1465,28,3.2,5.9316,14,7.8154,0.2281,1.5,0.4,20,0.5
184,6.1217,32,3.2,6.6596,16,7.84,0.222,1.5,0.4,20,0.5
206.4,6.1023,36,3.2,7.3875,18,7.8588,0.2173,1.5,0.4,20,0.5
102.4,5.9,20,1.6,4.8757,10,7.6444,0.2709,1.5,0.2,20,0.5
121.6,5.8386,24,1.6,5.6037,12,7.7091,0.2547,1.5,0.2,20,0.5
140.8,5.7939,28,1.6,6.3316,14,7.7538,0.2435,1.5,0.2,20,0.5
160,5.76,32,1.6,7.0596,16,7.7867,0.2353,1.5,0.2,20,0.5
179.2,5.7333,36,1.6,7.7875,18,7.8118,0.229,1.5,0.2,20,0.5
160,8,20,8,0.7874,10,8,0.0875,2,1,5,1
192,8,24,8,0.9624,12,8,0.0875,2,1,5,1
224,8,28,8,1.1374,14,8,0.0875,2,1,5,1
256,8,32,8,1.3123,16,8,0.0875,2,1,5,1
288,8,36,8,1.4873,18,8,0.0875,2,1,5,1
145.6,7.3143,20,6.4,1.1874,10,7.8222,0.1319,2,0.8,5,1
174.4,7.3003,24,6.4,1.3624,12,7.8545,0.1239,2,0.8,5,1
203.2,7.2903,28,6.4,1.5374,14,7.8769,0.1183,2,0.8,5,1
232,7.2828,32,6.4,1.7123,16,7.8933,0.1142,2,0.8,5,1
260.8,7.2769,36,6.4,1.8873,18,7.9059,0.111,2,0.8,5,1
131.2,6.7122,20,4.8,1.5874,10,7.6444,0.1764,2,0.6,5,1
156.8,6.683,24,4.8,1.7624,12,7.7091,0.1602,2,0.6,5,1
182.4,6.662,28,4.8,1.9374,14,7.7538,0.149,2,0.6,5,1
208,6.6462,32,4.8,2.1123,16,7.7867,0.1408,2,0.6,5,1
233.6,6.6338,36,4.8,2.2873,18,7.8118,0.1345,2,0.6,5,1
116.8,6.2247,20,3.2,1.9874,10,7.4667,0.2208,2,0.4,5,1
139.2,6.1793,24,3.2,2.1624,12,7.5636,0.1966,2,0.4,5,1
161.6,6.1465,28,3.2,2.3374,14,7.6308,0.1798,2,0.4,5,1
184,6.1217,32,3.2,2.5123,16,7.68,0.1675,2,0.4,5,1
206.4,6.1023,36,3.2,2.6873,18,7.7176,0.1581,2,0.4,5,1
102.4,5.9,20,1.6,2.3874,10,7.2889,0.2653,2,0.2,5,1
121.6,5.8386,24,1.6,2.5624,12,7.4182,0.2329,2,0.2,5,1
140.8,5.7939,28,1.6,2.7374,14,7.5077,0.2106,2,0.2,5,1
160,5.76,32,1.6,2.9123,16,7.5733,0.1942,2,0.2,5,1
179.2,5.7333,36,1.6,3.0873,18,7.6235,0.1816,2,0.2,5,1
160,8,20,8,1.5869,10,8,0.1763,2,1,10,1
192,8,24,8,1.9396,12,8,0.1763,2,1,10,1
224,8,28,8,2.2923,14,8,0.1763,2,1,10,1
256,8,32,8,2.6449,16,8,0.1763,2,1,10,1
288,8,36,8,2.9976,18,8,0.1763,2,1,10,1
145.6,7.3143,20,6.4,1.9869,10,7.8222,0.2208,2,0.8,10,1
174.4,7.3003,24,6.4,2.3396,12,7.8545,0.2127,2,0.8,10,1
203.2,7.2903,28,6.4,2.6923,14,7.8769,0.2071,2,0.8,10,1
232,7.2828,32,6.4,3.0449,16,7.8933,0.203,2,0.8,10,1
260.8,7.2769,36,6.4,3.3976,18,7.9059,0.1999,2,0.8,10,1
131.2,6.7122,20,4.8,2.3869,10,7.6444,0.2652,2,0.6,10,1
156.8,6.683,24,4.8,2.7396,12,7.7091,0.2491,2,0.6,10,1
182.4,6.662,28,4.8,3.0923,14,7.7538,0.2379,2,0.6,10,1
208,6.6462,32,4.8,3.4449,16,7.7867,0.2297,2,0.6,10,1
233.6,6.6338,36,4.8,3.7976,18,7.8118,0.2234,2,0.6,10,1
116.8,6.2247,20,3.2,2.7869,10,7.4667,0.3097,2,0.4,10,1
139.2,6.1793,24,3.2,3.1396,12,7.5636,0.2854,2,0.4,10,1
161.6,6.1465,28,3.2,3.4923,14,7.6308,0.2686,2,0.4,10,1
184,6.1217,32,3.2,3.8449,16,7.68,0.2563,2,0.4,10,1
206.4,6.1023,36,3.2,4.1976,18,7.7176,0.2469,2,0.4,10,1
102.4,5.9,20,1.6,3.1869,10,7.2889,0.3541,2,0.2,10,1
121.6,5.8386,24,1.6,3.5396,12,7.4182,0.3218,2,0.2,10,1
140.8,5.7939,28,1.6,3.8923,14,7.5077,0.2994,2,0.2,10,1
160,5.76,32,1.6,4.2449,16,7.5733,0.283,2,0.2,10,1
179.2,5.7333,36,1.6,4.5976,18,7.6235,0.2704,2,0.2,10,1
160,8,20,8,2.4115,10,8,0.2679,2,1,15,1
192,8,24,8,2.9474,12,8,0.2679,2,1,15,1
224,8,28,8,3.4833,14,8,0.2679,2,1,15,1
256,8,32,8,4.0192,16,8,0.2679,2,1,15,1
288,8,36,8,4.5551,18,8,0.2679,2,1,15,1
145.6,7.3143,20,6.4,2.8115,10,7.8222,0.3124,2,0.8,15,1
174.4,7.3003,24,6.4,3.3474,12,7.8545,0.3043,2,0.8,15,1
203.2,7.2903,28,6.4,3.8833,14,7.8769,0.2987,2,0.8,15,1
232,7.2828,32,6.4,4.4192,16,7.8933,0.2946,2,0.8,15,1
260.8,7.2769,36,6.4,4.9551,18,7.9059,0.2915,2,0.8,15,1
131.2,6.7122,20,4.8,3.2115,10,7.6444,0.3568,2,0.6,15,1
156.8,6.683,24,4.8,3.7474,12,7.7091,0.3407,2,0.6,15,1
182.4,6.662,28,4.8,4.2833,14,7.7538,0.3295,2,0.6,15,1
208,6.6462,32,4.8,4.8192,16,7.7867,0.3213,2,0.6,15,1
233.6,6.6338,36,4.8,5.3551,18,7.8118,0.315,2,0.6,15,1
116.8,6.2247,20,3.2,3.6115,10,7.4667,0.4013,2,0.4,15,1
139.2,6.1793,24,3.2,4.1474,12,7.5636,0.377,2,0.4,15,1
161.6,6.1465,28,3.2,4.6833,14,7.6308,0.3603,2,0.4,15,1
184,6.1217,32,3.2,5.2192,16,7.68,0.3479,2,0.4,15,1
206.4,6.1023,36,3.2,5.7551,18,7.7176,0.3385,2,0.4,15,1
102.4,5.9,20,1.6,4.0115,10,7.2889,0.4457,2,0.2,15,1
121.6,5.8386,24,1.6,4.5474,12,7.4182,0.4134,2,0.2,15,1
140.8,5.7939,28,1.6,5.0833,14,7.5077,0.391,2,0.2,15,1
160,5.76,32,1.6,5.6192,16,7.5733,0.3746,2,0.2,15,1
179.2,5.7333,36,1.6,6.1551,18,7.6235,0.3621,2,0.2,15,1
160,8,20,8,3.2757,10,8,0.364,2,1,20,1
192,8,24,8,4.0037,12,8,0.364,2,1,20,1
224,8,28,8,4.7316,14,8,0.364,2,1,20,1
256,8,32,8,5.4596,16,8,0.364,2,1,20,1
288,8,36,8,6.1875,18,8,0.364,2,1,20,1
145.6,7.3143,20,6.4,3.6757,10,7.8222,0.4084,2,0.8,20,1
174.4,7.3003,24,6.4,4.4037,12,7.8545,0.4003,2,0.8,20,1
203.2,7.2903,28,6.4,5.1316,14,7.8769,0.3947,2,0.8,20,1
232,7.2828,32,6.4,5.8596,16,7.8933,0.3906,2,0.8,20,1
260.8,7.2769,36,6.4,6.5875,18,7.9059,0.3875,2,0.8,20,1
131.2,6.7122,20,4.8,4.0757,10,7.6444,0.4529,2,0.6,20,1
156.8,6.683,24,4.8,4.8037,12,7.7091,0.4367,2,0.6,20,1
182.4,6.662,28,4.8,5.5316,14,7.7538,0.4255,2,0.6,20,1
208,6.6462,32,4.8,6.2596,16,7.7867,0.4173,2,0.6,20,1
233.6,6.6338,36,4.8,6.9875,18,7.8118,0.411,2,0.6,20,1
116.8,6.2247,20,3.2,4.4757,10,7.4667,0.4973,2,0.4,20,1
139.2,6.1793,24,3.2,5.2037,12,7.5636,0.4731,2,0.4,20,1
161.6,6.1465,28,3.2,5.9316,14,7.6308,0.4563,2,0.4,20,1
184,6.1217,32,3.2,6.6596,16,7.68,0.444,2,0.4,20,1
206.4,6.1023,36,3.2,7.3875,18,7.7176,0.4346,2,0.4,20,1
102.4,5.9,20,1.6,4.8757,10,7.2889,0.5417,2,0.2,20,1
121.6,5.8386,24,1.6,5.6037,12,7.4182,0.5094,2,0.2,20,1
140.8,5.7939,28,1.6,6.3316,14,7.5077,0.487,2,0.2,20,1
160,5.76,32,1.6,7.0596,16,7.5733,0.4706,2,0.2,20,1
179.2,5.7333,36,1.6,7.7875,18,7.6235,0.4581,2,0.2,20,1
160,8,20,8,0.7874,10,8,0.1312,2.5,1,5,1.5
192,8,24,8,0.9624,12,8,0.1312,2.5,1,5,1.5
224,8,28,8,1.1374,14,8,0.1312,2.5,1,5,1.5
256,8,32,8,1.3123,16,8,0.1312,2.5,1,5,1.5
288,8,36,8,1.4873,18,8,0.1312,2.5,1,5,1.5
145.6,7.3143,20,6.4,1.1874,10,7.7333,0.1979,2.5,0.8,5,1.5
174.4,7.3003,24,6.4,1.3624,12,7.7818,0.1858,2.5,0.8,5,1.5
203.2,7.2903,28,6.4,1.5374,14,7.8154,0.1774,2.5,0.8,5,1.5
232,7.2828,32,6.4,1.7123,16,7.84,0.1712,2.5,0.8,5,1.5
260.8,7.2769,36,6.4,1.8873,18,7.8588,0.1665,2.5,0.8,5,1.5
131.2,6.7122,20,4.8,1.5874,10,7.4667,0.2646,2.5,0.6,5,1.5
156.8,6.683,24,4.8,1.7624,12,7.5636,0.2403,2.5,0.6,5,1.5
182.4,6.662,28,4.8,1.9374,14,7.6308,0.2235,2.5,0.6,5,1.5
208,6.6462,32,4.8,2.1123,16,7.68,0.2112,2.5,0.6,5,1.5
233.6,6.6338,36,4.8,2.2873,18,7.7176,0.2018,2.5,0.6,5,1.5
116.8,6.2247,20,3.2,1.9874,10,7.2,0.3312,2.5,0.4,5,1.5
139.2,6.1793,24,3.2,2.1624,12,7.3455,0.2949,2.5,0.4,5,1.5
161.6,6.1465,28,3.2,2.3374,14,7.4462,0.2697,2.5,0.4,5,1.5
184,6.1217,32,3.2,2.5123,16,7.52,0.2512,2.5,0.4,5,1.5
206.4,6.1023,36,3.2,2.6873,18,7.5765,0.2371,2.5,0.4,5,1.5
102.4,5.9,20,1.6,2.3874,10,6.9333,0.3979,2.5,0.2,5,1.5
121.6,5.8386,24,1.6,2.5624,12,7.1273,0.3494,2.5,0.2,5,1.5
140.8,5.7939,28,1.6,2.7374,14,7.2615,0.3158,2.5,0.2,5,1.5
160,5.76,32,1.6,2.9123,16,7.36,0.2912,2.5,0.2,5,1.5
179.2,5.7333,36,1.6,3.0873,18,7.4353,0.2724,2.5,0.2,5,1.5
160,8,20,8,1.5869,10,8,0.2645,2.5,1,10,1.5
192,8,24,8,1.9396,12,8,0.2645,2.5,1,10,1.5
224,8,28,8,2.2923,14,8,0.2645,2.5,1,10,1.5
256,8,32,8,2.6449,16,8,0.2645,2.5,1,10,1.5
288,8,36,8,2.9976,18,8,0.2645,2.5,1,10,1.5
145.6,7.3143,20,6.4,1.9869,10,7.7333,0.3312,2.5,0.8,10,1.5
174.4,7.3003,24,6.4,2.3396,12,7.7818,0.319,2.5,0.8,10,1.5
203.2,7.2903,28,6.4,2.6923,14,7.8154,0.3106,2.5,0.8,10,1.5
232,7.2828,32,6.4,3.0449,16,7.84,0.3045,2.5,0.8,10,1.5
260.8,7.2769,36,6.4,3.3976,18,7.8588,0.2998,2.5,0.8,10,1.5
131.2,6.7122,20,4.8,2.3869,10,7.4667,0.3978,2.5,0.6,10,1.5
156.8,6.683,24,4.8,2.7396,12,7.5636,0.3736,2.5,0.6,10,1.5
182.4,6.662,28,4.8,3.0923,14,7.6308,0.3568,2.5,0.6,10,1.5
208,6.6462,32,4.8,3.4449,16,7.68,0.3445,2.5,0.6,10,1.5
233.6,6.6338,36,4.8,3.7976,18,7.7176,0.3351,2.5,0.6,10,1.5
116.8,6.2247,20,3.2,2.7869,10,7.2,0.4645,2.5,0.4,10,1.5
139.2,6.1793,24,3.2,3.1396,12,7.3455,0.4281,2.5,0.4,10,1.5
161.6,6.1465,28,3.2,3.4923,14,7.4462,0.403,2.5,0.4,10,1.5
184,6.1217,32,3.2,3.8449,16,7.52,0.3845,2.5,0.4,10,1.5
206.4,6.1023,36,3.2,4.1976,18,7.5765,0.3704,2.5,0.4,10,1.5
102.4,5.9,20,1.6,3.1869,10,6.9333,0.5312,2.5,0.2,10,1.5
121.6,5.8386,24,1.6,3.5396,12,7.1273,0.4827,2.5,0.2,10,1.5
140.8,5.7939,28,1.6,3.8923,14,7.2615,0.4491,2.5,0.2,10,1.5
160,5.76,32,1.6,4.2449,16,7.36,0.4245,2.5,0.2,10,1.5
179.2,5.7333,36,1.6,4.5976,18,7.4353,0.4057,2.5,0.2,10,1.5
160,8,20,8,2.4115,10,8,0.4019,2.5,1,15,1.5
192,8,24,8,2.9474,12,8,0.4019,2.5,1,15,1.5
224,8,28,8,3.4833,14,8,0.4019,2.5,1,15,1.5
256,8,32,8,4.0192,16,8,0.4019,2.5,1,15,1.5
288,8,36,8,4.5551,18,8,0.4019,2.5,1,15,1.5
145.6,7.3143,20,6.4,2.8115,10,7.7333,0.4686,2.5,0.8,15,1.5
174.4,7.3003,24,6.4,3.3474,12,7.7818,0.4565,2.5,0.8,15,1.5
203.2,7.2903,28,6.4,3.8833,14,7.8154,0.4481,2.5,0.8,15,1.5
232,7.2828,32,6.4,4.4192,16,7.84,0.4419,2.5,0.8,15,1.5
260.8,7.2769,36,6.4,4.9551,18,7.8588,0.4372,2.5,0.8,15,1.5
131.2,6.7122,20,4.8,3.2115,10,7.4667,0.5353,2.5,0.6,15,1.5
156.8,6.683,24,4.8,3.7474,12,7.5636,0.511,2.5,0.6,15,1.5
182.4,6.662,28,4.8,4.2833,14,7.6308,0.4942,2.5,0.6,15,1.5
208,6.6462,32,4.8,4.8192,16,7.68,0.4819,2.5,0.6,15,1.5
233.6,6.6338,36,4.8,5.3551,18,7.7176,0.4725,2.5,0.6,15,1.5
116.8,6.2247,20,3.2,3.6115,10,7.2,0.6019,2.5,0.4,15,1.5
139.2,6.1793,24,3.2,4.1474,12,7.3455,0.5656,2.5,0.4,15,1.5
161.6,6.1465,28,3.2,4.6833,14,7.4462,0.5404,2.5,0.4,15,1.5
184,6.1217,32,3.2,5.2192,16,7.52,0.5219,2.5,0.4,15,1.5
206.4,6.1023,36,3.2,5.7551,18,7.5765,0.5078,2.5,0.4,15,1.5
102.4,5.9,20,1.6,4.0115,10,6.9333,0.6686,2.5,0.2,15,1.5
121.6,5.8386,24,1.6,4.5474,12,7.1273,0.6201,2.5,0.2,15,1.5
140.8,5.7939,28,1.6,5.0833,14,7.2615,0.5865,2.5,0.2,15,1.5
160,5.76,32,1.6,5.6192,16,7.36,0.5619,2.5,0.2,15,1.5
179.2,5.7333,36,1.6,6.1551,18,7.4353,0.5431,2.5,0.2,15,1.5
160,8,20,8,3.2757,10,8,0.546,2.5,1,20,1.5
192,8,24,8,4.0037,12,8,0.546,2.5,1,20,1.5
224,8,28,8,4.7316,14,8,0.546,2.5,1,20,1.5
256,8,32,8,5.4596,16,8,0.546,2.5,1,20,1.5
288,8,36,8,6.1875,18,8,0.546,2.5,1,20,1.5
145.6,7.3143,20,6.4,3.6757,10,7.7333,0.6126,2.5,0.8,20,1.5
174.4,7.3003,24,6.4,4.4037,12,7.7818,0.6005,2.5,0.8,20,1.5
203.2,7.2903,28,6.4,5.1316,14,7.8154,0.5921,2.5,0.8,20,1.5
232,7.2828,32,6.4,5.8596,16,7.84,0.586,2.5,0.8,20,1.5
260.8,7.2769,36,6.4,6.5875,18,7.8588,0.5812,2.5,0.8,20,1.5
131.2,6.7122,20,4.8,4.0757,10,7.4667,0.6793,2.5,0.6,20,1.5
156.8,6.683,24,4.8,4.8037,12,7.5636,0.655,2.5,0.6,20,1.5
182.4,6.662,28,4.8,5.5316,14,7.6308,0.6383,2.5,0.6,20,1.5
208,6.6462,32,4.8,6.2596,16,7.68,0.626,2.5,0.6,20,1.5
233.6,6.6338,36,4.8,6.9875,18,7.7176,0.6165,2.5,0.6,20,1.5
116.8,6.2247,20,3.2,4.4757,10,7.2,0.746,2.5,0.4,20,1.5
139.2,6.1793,24,3.2,5.2037,12,7.3455,0.7096,2.5,0.4,20,1.5
161.6,6.1465,28,3.2,5.9316,14,7.4462,0.6844,2.5,0.4,20,1.5
184,6.1217,32,3.2,6.6596,16,7.52,0.666,2.5,0.4,20,1.5
206.4,6.1023,36,3.2,7.3875,18,7.5765,0.6518,2.5,0.4,20,1.5
102.4,5.9,20,1.6,4.8757,10,6.9333,0.8126,2.5,0.2,20,1.5
121.6,5.8386,24,1.6,5.6037,12,7.1273,0.7641,2.5,0.2,20,1.5
140.8,5.7939,28,1.6,6.3316,14,7.2615,0.7306,2.5,0.2,20,1.5
160,5.76,32,1.6,7.0596,16,7.36,0.706,2.5,0.2,20,1.5
179.2,5.7333,36,1.6,7.7875,18,7.4353,0.6871,2.5,0.2,20,1.5
160,8,20,8,0.7874,10,8,0.175,3,1,5,2
192,8,24,8,0.9624,12,8,0.175,3,1,5,2
224,8,28,8,1.1374,14,8,0.175,3,1,5,2
256,8,32,8,1.3123,16,8,0.175,3,1,5,2
288,8,36,8,1.4873,18,8,0.175,3,1,5,2
145.6,7.3143,20,6.4,1.1874,10,7.6444,0.2639,3,0.8,5,2
174.4,7.3003,24,6.4,1.3624,12,7.7091,0.2477,3,0.8,5,2
203.2,7.2903,28,6.4,1.5374,14,7.7538,0.2365,3,0.8,5,2
232,7.2828,32,6.4,1.7123,16,7.7867,0.2283,3,0.8,5,2
260.8,7.2769,36,6.4,1.8873,18,7.8118,0.222,3,0.8,5,2
131.2,6.7122,20,4.8,1.5874,10,7.2889,0.3528,3,0.6,5,2
156.8,6.683,24,4.8,1.7624,12,7.4182,0.3204,3,0.6,5,2
182.4,6.662,28,4.8,1.9374,14,7.5077,0.2981,3,0.6,5,2
208,6.6462,32,4.8,2.1123,16,7.5733,0.2816,3,0.6,5,2
233.6,6.6338,36,4.8,2.2873,18,7.6235,0.2691,3,0.6,5,2
116.8,6.2247,20,3.2,1.9874,10,6.9333,0.4416,3,0.4,5,2
139.2,6.1793,24,3.2,2.1624,12,7.1273,0.3932,3,0.4,5,2
161.6,6.1465,28,3.2,2.3374,14,7.2615,0.3596,3,0.4,5,2
184,6.1217,32,3.2,2.5123,16,7.36,0.335,3,0.4,5,2
206.4,6.1023,36,3.2,2.6873,18,7.4353,0.3162,3,0.4,5,2
102.4,5.9,20,1.6,2.3874,10,6.5778,0.5305,3,0.2,5,2
121.6,5.8386,24,1.6,2.5624,12,6.8364,0.4659,3,0.2,5,2
140.8,5.7939,28,1.6,2.7374,14,7.0154,0.4211,3,0.2,5,2
160,5.76,32,1.6,2.9123,16,7.1467,0.3883,3,0.2,5,2
179.2,5.7333,36,1.6,3.0873,18,7.2471,0.3632,3,0.2,5,2
160,8,20,8,1.5869,10,8,0.3527,3,1,10,2
192,8,24,8,1.9396,12,8,0.3527,3,1,10,2
224,8,28,8,2.2923,14,8,0.3527,3,1,10,2
256,8,32,8,2.6449,16,8,0.3527,3,1,10,2
288,8,36,8,2.9976,18,8,0.3527,3,1,10,2
145.6,7.3143,20,6.4,1.9869,10,7.6444,0.4415,3,0.8,10,2
174.4,7.3003,24,6.4,2.3396,12,7.7091,0.4254,3,0.8,10,2
203.2,7.2903,28,6.4,2.6923,14,7.7538,0.4142,3,0.8,10,2
232,7.2828,32,6.4,3.0449,16,7.7867,0.406,3,0.8,10,2
260.8,7.2769,36,6.4,3.3976,18,7.8118,0.3997,3,0.8,10,2
131.2,6.7122,20,4.8,2.3869,10,7.2889,0.5304,3,0.6,10,2
